t,regimen,p_regimen_0,z_lag,ambiguedad,ambiguo,b_t,sep_dinamica,sep_tendencia,separacion,sep_en_sd,bimodal,nivel_curva,bloque
132,0,0.9913142637009986,-0.5946873957220999,0.008685736299001379,0,1.969924812030075,1.5989595604867985,1.4774436090225562,3.076403169509355,3.076403169509355,0,1.287167463260823,train
133,0,0.8787247450125473,-0.2921588805864128,0.12127525498745273,0,1.9849624060150375,0.8255352691904102,1.488721804511278,2.3142570737016883,2.3142570737016883,0,1.8307826208999212,train
134,1,0.1127109671266941,0.3030590786379669,0.1127109671266941,0,2.0,0.29023250586451227,1.5,1.7902325058645123,1.7902325058645123,0,-0.5966335730841031,train
135,1,0.06461794715166558,0.3792804904996992,0.06461794715166558,0,2.015037593984962,1.3667691348327295,1.5112781954887216,2.878047330321451,2.878047330321451,0,0.8508607067077912,train
136,1,0.7425768817415539,-0.16282756117055103,0.2574231182584461,1,2.0300751879699246,0.45957556025296165,1.5225563909774436,1.9821319512304052,1.9821319512304052,1,-0.006778527050565173,train
137,1,0.9683874718599094,-0.46440137611995996,0.031612528140090634,0,2.045112781954887,0.7380426130512658,1.5338345864661653,2.271877199517431,2.271877199517431,0,0.6791982774869832,train
138,1,0.043163865817336965,0.42877385808778207,0.043163865817336944,0,2.0601503759398496,0.38229122487649997,1.545112781954887,1.9274040068313871,1.9274040068313871,0,0.817646737042174,train
139,1,0.03124368356822302,0.46570540510843544,0.031243683568223046,0,2.075187969924812,0.45749632675058155,1.556390977443609,2.0138873041941907,2.0138873041941907,0,0.6494795499580589,train
140,0,0.6426174945216245,-0.0913660214165454,0.35738250547837547,1,2.090225563909774,0.2466070239295276,1.5676691729323307,1.8142761968618584,1.8142761968618584,1,2.650049364737515,train
141,0,0.6015397383070599,-0.06433363745056166,0.39846026169294013,1,2.1052631578947367,0.7226189344553098,1.5789473684210527,2.3015663028763624,2.3015663028763624,1,2.3187927041119294,train
142,0,0.9546401742889519,-0.4229034265664117,0.04535982571104813,0,2.1203007518796992,0.36609363839788234,1.5902255639097744,1.9563192023076568,1.9563192023076568,0,2.7523495796242106,train
143,0,0.8058493397362787,-0.21567550543682765,0.1941506602637213,0,2.1353383458646613,0.789744317188892,1.601503759398496,2.391248076587388,2.391248076587388,0,2.3540777954942365,train
144,0,0.8467404405202191,-0.2556383147299088,0.15325955947978087,0,2.150375939849624,0.3370255938273661,1.6127819548872178,1.9498075487145838,1.9498075487145838,0,2.232921775666872,train
145,0,0.9950867974413676,-0.645469731788045,0.004913202558632368,0,2.1654135338345863,0.4643964233463555,1.6240601503759398,2.0884565737222953,2.0884565737222953,0,2.2348420296743696,train
146,0,0.9999751191940126,-1.0141859542818392,2.488080598739284e-05,0,2.180451127819549,0.7225215133831462,1.6353383458646618,2.357859859247808,2.357859859247808,0,1.8093102156983727,train
147,0,0.7618138198925823,-0.1780373121926991,0.23818618010741766,0,2.1954887218045114,0.5328387993325152,1.6466165413533835,2.179455340685899,2.179455340685899,0,2.192245300551503,train
148,0,0.9850099636967199,-0.5425883880908957,0.014990036303280108,0,2.2105263157894735,0.3886720978522213,1.657894736842105,2.0465668346943264,2.0465668346943264,0,1.6241097601112662,train
149,0,0.9654167068525981,-0.45433252078739983,0.03458329314740194,0,2.225563909774436,0.7964059983731394,1.6691729323308269,2.465578930703966,2.465578930703966,0,1.6683256078425581,train
150,1,0.1510890450768752,0.25794345293314414,0.1510890450768752,0,2.2406015037593985,0.7320551857415016,1.6804511278195489,2.4125063135610505,2.4125063135610505,0,0.5456818201082134,train
151,1,0.3964442424115026,0.06564040510855995,0.3964442424115026,1,2.2556390977443606,0.05155971784198205,1.6917293233082704,1.7432890411502524,1.7432890411502524,1,0.8643201707755558,train
152,0,0.6390044170254666,-0.08894972732846379,0.3609955829745334,1,2.270676691729323,0.3400436854127402,1.7030075187969924,2.043051204209733,2.043051204209733,1,3.972433865023358,train
153,0,0.9934663751565552,-0.6204828038395707,0.006533624843444774,0,2.2857142857142856,2.1714839440217113,1.7142857142857142,3.8857696583074253,3.8857696583074253,0,4.343769637640982,train
154,1,0.4575594687830643,0.02664602358772934,0.4575594687830643,1,2.300751879699248,2.520120729052968,1.725563909774436,4.245684638827404,4.245684638827404,1,-0.4250021277612763,train
155,0,0.7340924841884455,-0.15630943655823623,0.2659075158115545,1,2.3157894736842106,1.2743021042524858,1.736842105263158,3.0111442095156438,3.0111442095156438,1,1.1278113891469916,train
