bloque,objetivo,banda,winkler,picp,ee_picp,ace,mpiw,picp_simultaneo
test,curva_suavizada,FAR (IC del modelo AR),4.886732610235917,0.938,0.0016077036764003225,-0.01200000000000001,3.4792379624483556,0.30333333333333334
test,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",4.887146171936316,0.9381777777777778,0.0016055491973046814,-0.011822222222222178,3.479317652822225,0.30333333333333334
test,curva_suavizada,PSBPM-FD (predictiva bayesiana),12.976031586150995,0.5184444444444445,0.0033310645777064247,-0.43155555555555547,1.2415448411911945,0.0
test,representacion_fpca,FAR (IC del modelo AR),3.4984073063988776,0.9985333333333334,0.0002551265965102646,0.04853333333333343,3.4792379624483556,0.9733333333333334
test,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",3.498210362896728,0.9985333333333334,0.0002551265965102646,0.04853333333333343,3.479317652822225,0.9733333333333334
test,representacion_fpca,PSBPM-FD (predictiva bayesiana),1.492651822484059,0.9631555555555555,0.0012558650203129086,0.013155555555555587,1.2415448411911945,0.8933333333333333
train,curva_suavizada,FAR (IC del modelo AR),4.531359272613938,0.9461111111111111,0.0009882923519174002,-0.0038888888888888307,3.4792379624483556,0.33764367816091956
train,curva_suavizada,"PSBPM-FD (IC gaussiano, mismo mecanismo)",4.531106268534483,0.9460153256704981,0.0009891202142404878,-0.003984674329501892,3.479317652822225,0.34051724137931033
train,curva_suavizada,PSBPM-FD (predictiva bayesiana),12.115379232011913,0.5205747126436782,0.00218658694661079,-0.4294252873563218,1.2453142789204035,0.0
train,representacion_fpca,FAR (IC del modelo AR),3.5080193202988235,0.9983333333333333,0.00017853645585893404,0.04833333333333334,3.4792379624483556,0.9712643678160919
train,representacion_fpca,"PSBPM-FD (IC gaussiano, mismo mecanismo)",3.508144481141834,0.9982950191570881,0.00018057347361215815,0.048295019157088115,3.479317652822225,0.9698275862068966
train,representacion_fpca,PSBPM-FD (predictiva bayesiana),1.6119243040054194,0.951360153256705,0.0009415281868687055,0.0013601532567050212,1.2453142789204035,0.8692528735632183
