M,experiment_id,p_covariables,n_variables_diag,rhat_max,ess_min,geweke_max,n_no_converge,converge,ocupacion_media,ocupacion_max,N_trunc,toca_truncamiento,pip_sd_max,contrato_ok,pip_media_activas
1,escenario_101_1_r01_m01,4,8,1.001624748565588,135.4363998303733,2.553092006646595,2,False,6.423,22,30,False,0.017677669529663705,True,0.30668749999999995
2,escenario_101_1_r01_m02,4,16,1.0605707971935479,7.113757487060385,12.327019000098979,8,False,8.69925,30,30,True,,True,0.27140624999999996
3,escenario_101_1_r01_m03,4,24,1.3100085087979518,7.113757487060385,12.327019000098979,11,False,9.423666666666668,30,30,True,,True,0.2659583333333333
4,escenario_101_1_r01_m04,4,32,1.3100085087979518,7.113757487060385,12.327019000098979,13,False,9.6731875,30,30,True,,True,0.23826562499999998
5,escenario_101_1_r01_m05,4,40,1.3762600298777456,7.113757487060385,12.327019000098979,15,False,9.98475,30,30,True,,True,0.23488749999999997
6,escenario_101_1_r01_m06,4,48,1.3762600298777456,6.918760863691583,12.327019000098979,18,False,10.168416666666666,30,30,True,,True,0.2635520833333333
7,escenario_101_1_r01_m07,4,56,1.3762600298777456,6.548239560303234,12.327019000098979,20,False,10.011142857142856,30,30,True,,True,0.2470803571428571
8,escenario_101_1_r01_m08,4,64,1.3762600298777456,6.339115234196719,12.327019000098979,23,False,9.95559375,30,30,True,,True,0.22859374999999998
