M,covariable,componente,pip
4,fpc_1_lag4,FPC 3,
4,fpc_1_lag4,FPC 4,
4,fpc_2_lag1,FPC 1,
4,fpc_2_lag1,FPC 2,0.45725
4,fpc_2_lag1,FPC 3,
4,fpc_2_lag1,FPC 4,
4,fpc_2_lag2,FPC 1,
4,fpc_2_lag2,FPC 2,0.13425000000000004
4,fpc_2_lag2,FPC 3,
4,fpc_2_lag2,FPC 4,
4,fpc_2_lag3,FPC 1,
4,fpc_2_lag3,FPC 2,0.10675000000000001
4,fpc_2_lag3,FPC 3,
4,fpc_2_lag3,FPC 4,
4,fpc_2_lag4,FPC 1,
4,fpc_2_lag4,FPC 2,0.24625000000000002
4,fpc_2_lag4,FPC 3,
4,fpc_2_lag4,FPC 4,
4,fpc_3_lag1,FPC 1,
4,fpc_3_lag1,FPC 2,
4,fpc_3_lag1,FPC 3,0.08149999999999996
4,fpc_3_lag1,FPC 4,
4,fpc_3_lag2,FPC 1,
4,fpc_3_lag2,FPC 2,
4,fpc_3_lag2,FPC 3,0.55475
4,fpc_3_lag2,FPC 4,
4,fpc_3_lag3,FPC 1,
4,fpc_3_lag3,FPC 2,
4,fpc_3_lag3,FPC 3,0.14625000000000005
4,fpc_3_lag3,FPC 4,
4,fpc_3_lag4,FPC 1,
4,fpc_3_lag4,FPC 2,
4,fpc_3_lag4,FPC 3,0.23775000000000002
4,fpc_3_lag4,FPC 4,
4,fpc_4_lag1,FPC 1,
4,fpc_4_lag1,FPC 2,
4,fpc_4_lag1,FPC 3,
4,fpc_4_lag1,FPC 4,0.052000000000000046
4,fpc_4_lag2,FPC 1,
4,fpc_4_lag2,FPC 2,
4,fpc_4_lag2,FPC 3,
4,fpc_4_lag2,FPC 4,0.25775000000000003
4,fpc_4_lag3,FPC 1,
4,fpc_4_lag3,FPC 2,
4,fpc_4_lag3,FPC 3,
4,fpc_4_lag3,FPC 4,0.04349999999999998
4,fpc_4_lag4,FPC 1,
4,fpc_4_lag4,FPC 2,
4,fpc_4_lag4,FPC 3,
4,fpc_4_lag4,FPC 4,0.2675
5,fpc_1_lag1,FPC 1,1.0
5,fpc_1_lag1,FPC 2,
5,fpc_1_lag1,FPC 3,
5,fpc_1_lag1,FPC 4,
5,fpc_1_lag1,FPC 5,
5,fpc_1_lag2,FPC 1,0.08149999999999996
5,fpc_1_lag2,FPC 2,
5,fpc_1_lag2,FPC 3,
5,fpc_1_lag2,FPC 4,
5,fpc_1_lag2,FPC 5,
5,fpc_1_lag3,FPC 1,0.06949999999999995
5,fpc_1_lag3,FPC 2,
5,fpc_1_lag3,FPC 3,
5,fpc_1_lag3,FPC 4,
5,fpc_1_lag3,FPC 5,
5,fpc_1_lag4,FPC 1,0.07574999999999998
5,fpc_1_lag4,FPC 2,
5,fpc_1_lag4,FPC 3,
5,fpc_1_lag4,FPC 4,
5,fpc_1_lag4,FPC 5,
5,fpc_2_lag1,FPC 1,
5,fpc_2_lag1,FPC 2,0.45725
5,fpc_2_lag1,FPC 3,
5,fpc_2_lag1,FPC 4,
5,fpc_2_lag1,FPC 5,
5,fpc_2_lag2,FPC 1,
5,fpc_2_lag2,FPC 2,0.13425000000000004
5,fpc_2_lag2,FPC 3,
5,fpc_2_lag2,FPC 4,
5,fpc_2_lag2,FPC 5,
5,fpc_2_lag3,FPC 1,
5,fpc_2_lag3,FPC 2,0.10675000000000001
5,fpc_2_lag3,FPC 3,
5,fpc_2_lag3,FPC 4,
5,fpc_2_lag3,FPC 5,
5,fpc_2_lag4,FPC 1,
5,fpc_2_lag4,FPC 2,0.24625000000000002
5,fpc_2_lag4,FPC 3,
5,fpc_2_lag4,FPC 4,
5,fpc_2_lag4,FPC 5,
5,fpc_3_lag1,FPC 1,
5,fpc_3_lag1,FPC 2,
5,fpc_3_lag1,FPC 3,0.08149999999999996
5,fpc_3_lag1,FPC 4,
5,fpc_3_lag1,FPC 5,
5,fpc_3_lag2,FPC 1,
5,fpc_3_lag2,FPC 2,
5,fpc_3_lag2,FPC 3,0.55475
5,fpc_3_lag2,FPC 4,
5,fpc_3_lag2,FPC 5,
5,fpc_3_lag3,FPC 1,
5,fpc_3_lag3,FPC 2,
5,fpc_3_lag3,FPC 3,0.14625000000000005
5,fpc_3_lag3,FPC 4,
5,fpc_3_lag3,FPC 5,
5,fpc_3_lag4,FPC 1,
5,fpc_3_lag4,FPC 2,
5,fpc_3_lag4,FPC 3,0.23775000000000002
5,fpc_3_lag4,FPC 4,
5,fpc_3_lag4,FPC 5,
5,fpc_4_lag1,FPC 1,
5,fpc_4_lag1,FPC 2,
5,fpc_4_lag1,FPC 3,
5,fpc_4_lag1,FPC 4,0.052000000000000046
5,fpc_4_lag1,FPC 5,
5,fpc_4_lag2,FPC 1,
5,fpc_4_lag2,FPC 2,
5,fpc_4_lag2,FPC 3,
5,fpc_4_lag2,FPC 4,0.25775000000000003
5,fpc_4_lag2,FPC 5,
5,fpc_4_lag3,FPC 1,
5,fpc_4_lag3,FPC 2,
5,fpc_4_lag3,FPC 3,
5,fpc_4_lag3,FPC 4,0.04349999999999998
5,fpc_4_lag3,FPC 5,
5,fpc_4_lag4,FPC 1,
5,fpc_4_lag4,FPC 2,
5,fpc_4_lag4,FPC 3,
5,fpc_4_lag4,FPC 4,0.2675
5,fpc_4_lag4,FPC 5,
5,fpc_5_lag1,FPC 1,
5,fpc_5_lag1,FPC 2,
5,fpc_5_lag1,FPC 3,
5,fpc_5_lag1,FPC 4,
5,fpc_5_lag1,FPC 5,0.46599999999999997
5,fpc_5_lag2,FPC 1,
5,fpc_5_lag2,FPC 2,
5,fpc_5_lag2,FPC 3,
5,fpc_5_lag2,FPC 4,
5,fpc_5_lag2,FPC 5,0.033999999999999975
5,fpc_5_lag3,FPC 1,
5,fpc_5_lag3,FPC 2,
5,fpc_5_lag3,FPC 3,
5,fpc_5_lag3,FPC 4,
5,fpc_5_lag3,FPC 5,0.34325
5,fpc_5_lag4,FPC 1,
5,fpc_5_lag4,FPC 2,
5,fpc_5_lag4,FPC 3,
5,fpc_5_lag4,FPC 4,
5,fpc_5_lag4,FPC 5,0.04225000000000001
6,fpc_1_lag1,FPC 1,1.0
6,fpc_1_lag1,FPC 2,
6,fpc_1_lag1,FPC 3,
6,fpc_1_lag1,FPC 4,
6,fpc_1_lag1,FPC 5,
6,fpc_1_lag1,FPC 6,
6,fpc_1_lag2,FPC 1,0.08149999999999996
6,fpc_1_lag2,FPC 2,
6,fpc_1_lag2,FPC 3,
6,fpc_1_lag2,FPC 4,
6,fpc_1_lag2,FPC 5,
6,fpc_1_lag2,FPC 6,
6,fpc_1_lag3,FPC 1,0.06949999999999995
6,fpc_1_lag3,FPC 2,
6,fpc_1_lag3,FPC 3,
6,fpc_1_lag3,FPC 4,
6,fpc_1_lag3,FPC 5,
6,fpc_1_lag3,FPC 6,
6,fpc_1_lag4,FPC 1,0.07574999999999998
6,fpc_1_lag4,FPC 2,
6,fpc_1_lag4,FPC 3,
6,fpc_1_lag4,FPC 4,
6,fpc_1_lag4,FPC 5,
6,fpc_1_lag4,FPC 6,
6,fpc_2_lag1,FPC 1,
6,fpc_2_lag1,FPC 2,0.45725
6,fpc_2_lag1,FPC 3,
6,fpc_2_lag1,FPC 4,
6,fpc_2_lag1,FPC 5,
6,fpc_2_lag1,FPC 6,
6,fpc_2_lag2,FPC 1,
6,fpc_2_lag2,FPC 2,0.13425000000000004
6,fpc_2_lag2,FPC 3,
6,fpc_2_lag2,FPC 4,
6,fpc_2_lag2,FPC 5,
6,fpc_2_lag2,FPC 6,
6,fpc_2_lag3,FPC 1,
6,fpc_2_lag3,FPC 2,0.10675000000000001
6,fpc_2_lag3,FPC 3,
6,fpc_2_lag3,FPC 4,
6,fpc_2_lag3,FPC 5,
6,fpc_2_lag3,FPC 6,
6,fpc_2_lag4,FPC 1,
6,fpc_2_lag4,FPC 2,0.24625000000000002
6,fpc_2_lag4,FPC 3,
6,fpc_2_lag4,FPC 4,
6,fpc_2_lag4,FPC 5,
6,fpc_2_lag4,FPC 6,
6,fpc_3_lag1,FPC 1,
6,fpc_3_lag1,FPC 2,
6,fpc_3_lag1,FPC 3,0.08149999999999996
6,fpc_3_lag1,FPC 4,
6,fpc_3_lag1,FPC 5,
6,fpc_3_lag1,FPC 6,
6,fpc_3_lag2,FPC 1,
6,fpc_3_lag2,FPC 2,
6,fpc_3_lag2,FPC 3,0.55475
6,fpc_3_lag2,FPC 4,
6,fpc_3_lag2,FPC 5,
6,fpc_3_lag2,FPC 6,
6,fpc_3_lag3,FPC 1,
6,fpc_3_lag3,FPC 2,
6,fpc_3_lag3,FPC 3,0.14625000000000005
6,fpc_3_lag3,FPC 4,
6,fpc_3_lag3,FPC 5,
6,fpc_3_lag3,FPC 6,
6,fpc_3_lag4,FPC 1,
6,fpc_3_lag4,FPC 2,
6,fpc_3_lag4,FPC 3,0.23775000000000002
6,fpc_3_lag4,FPC 4,
6,fpc_3_lag4,FPC 5,
6,fpc_3_lag4,FPC 6,
6,fpc_4_lag1,FPC 1,
6,fpc_4_lag1,FPC 2,
6,fpc_4_lag1,FPC 3,
6,fpc_4_lag1,FPC 4,0.052000000000000046
6,fpc_4_lag1,FPC 5,
6,fpc_4_lag1,FPC 6,
6,fpc_4_lag2,FPC 1,
6,fpc_4_lag2,FPC 2,
6,fpc_4_lag2,FPC 3,
6,fpc_4_lag2,FPC 4,0.25775000000000003
6,fpc_4_lag2,FPC 5,
6,fpc_4_lag2,FPC 6,
6,fpc_4_lag3,FPC 1,
6,fpc_4_lag3,FPC 2,
6,fpc_4_lag3,FPC 3,
6,fpc_4_lag3,FPC 4,0.04349999999999998
6,fpc_4_lag3,FPC 5,
6,fpc_4_lag3,FPC 6,
6,fpc_4_lag4,FPC 1,
6,fpc_4_lag4,FPC 2,
6,fpc_4_lag4,FPC 3,
6,fpc_4_lag4,FPC 4,0.2675
6,fpc_4_lag4,FPC 5,
6,fpc_4_lag4,FPC 6,
6,fpc_5_lag1,FPC 1,
6,fpc_5_lag1,FPC 2,
6,fpc_5_lag1,FPC 3,
6,fpc_5_lag1,FPC 4,
6,fpc_5_lag1,FPC 5,0.46599999999999997
6,fpc_5_lag1,FPC 6,
6,fpc_5_lag2,FPC 1,
6,fpc_5_lag2,FPC 2,
6,fpc_5_lag2,FPC 3,
6,fpc_5_lag2,FPC 4,
6,fpc_5_lag2,FPC 5,0.033999999999999975
6,fpc_5_lag2,FPC 6,
6,fpc_5_lag3,FPC 1,
6,fpc_5_lag3,FPC 2,
6,fpc_5_lag3,FPC 3,
6,fpc_5_lag3,FPC 4,
6,fpc_5_lag3,FPC 5,0.34325
6,fpc_5_lag3,FPC 6,
6,fpc_5_lag4,FPC 1,
6,fpc_5_lag4,FPC 2,
6,fpc_5_lag4,FPC 3,
6,fpc_5_lag4,FPC 4,
6,fpc_5_lag4,FPC 5,0.04225000000000001
6,fpc_5_lag4,FPC 6,
6,fpc_6_lag1,FPC 1,
6,fpc_6_lag1,FPC 2,
6,fpc_6_lag1,FPC 3,
6,fpc_6_lag1,FPC 4,
6,fpc_6_lag1,FPC 5,
6,fpc_6_lag1,FPC 6,0.80725
6,fpc_6_lag2,FPC 1,
6,fpc_6_lag2,FPC 2,
6,fpc_6_lag2,FPC 3,
6,fpc_6_lag2,FPC 4,
6,fpc_6_lag2,FPC 5,
6,fpc_6_lag2,FPC 6,0.030000000000000027
6,fpc_6_lag3,FPC 1,
6,fpc_6_lag3,FPC 2,
6,fpc_6_lag3,FPC 3,
6,fpc_6_lag3,FPC 4,
6,fpc_6_lag3,FPC 5,
6,fpc_6_lag3,FPC 6,0.43925000000000003
6,fpc_6_lag4,FPC 1,
6,fpc_6_lag4,FPC 2,
6,fpc_6_lag4,FPC 3,
6,fpc_6_lag4,FPC 4,
6,fpc_6_lag4,FPC 5,
6,fpc_6_lag4,FPC 6,0.351
7,fpc_1_lag1,FPC 1,1.0
7,fpc_1_lag1,FPC 2,
7,fpc_1_lag1,FPC 3,
7,fpc_1_lag1,FPC 4,
7,fpc_1_lag1,FPC 5,
7,fpc_1_lag1,FPC 6,
7,fpc_1_lag1,FPC 7,
7,fpc_1_lag2,FPC 1,0.08149999999999996
7,fpc_1_lag2,FPC 2,
7,fpc_1_lag2,FPC 3,
7,fpc_1_lag2,FPC 4,
7,fpc_1_lag2,FPC 5,
7,fpc_1_lag2,FPC 6,
7,fpc_1_lag2,FPC 7,
7,fpc_1_lag3,FPC 1,0.06949999999999995
7,fpc_1_lag3,FPC 2,
7,fpc_1_lag3,FPC 3,
7,fpc_1_lag3,FPC 4,
7,fpc_1_lag3,FPC 5,
7,fpc_1_lag3,FPC 6,
7,fpc_1_lag3,FPC 7,
7,fpc_1_lag4,FPC 1,0.07574999999999998
7,fpc_1_lag4,FPC 2,
7,fpc_1_lag4,FPC 3,
7,fpc_1_lag4,FPC 4,
7,fpc_1_lag4,FPC 5,
7,fpc_1_lag4,FPC 6,
7,fpc_1_lag4,FPC 7,
7,fpc_2_lag1,FPC 1,
7,fpc_2_lag1,FPC 2,0.45725
7,fpc_2_lag1,FPC 3,
7,fpc_2_lag1,FPC 4,
7,fpc_2_lag1,FPC 5,
7,fpc_2_lag1,FPC 6,
7,fpc_2_lag1,FPC 7,
7,fpc_2_lag2,FPC 1,
7,fpc_2_lag2,FPC 2,0.13425000000000004
7,fpc_2_lag2,FPC 3,
7,fpc_2_lag2,FPC 4,
7,fpc_2_lag2,FPC 5,
7,fpc_2_lag2,FPC 6,
7,fpc_2_lag2,FPC 7,
7,fpc_2_lag3,FPC 1,
7,fpc_2_lag3,FPC 2,0.10675000000000001
7,fpc_2_lag3,FPC 3,
7,fpc_2_lag3,FPC 4,
7,fpc_2_lag3,FPC 5,
7,fpc_2_lag3,FPC 6,
7,fpc_2_lag3,FPC 7,
7,fpc_2_lag4,FPC 1,
7,fpc_2_lag4,FPC 2,0.24625000000000002
7,fpc_2_lag4,FPC 3,
7,fpc_2_lag4,FPC 4,
7,fpc_2_lag4,FPC 5,
7,fpc_2_lag4,FPC 6,
7,fpc_2_lag4,FPC 7,
7,fpc_3_lag1,FPC 1,
7,fpc_3_lag1,FPC 2,
7,fpc_3_lag1,FPC 3,0.08149999999999996
7,fpc_3_lag1,FPC 4,
7,fpc_3_lag1,FPC 5,
7,fpc_3_lag1,FPC 6,
7,fpc_3_lag1,FPC 7,
7,fpc_3_lag2,FPC 1,
7,fpc_3_lag2,FPC 2,
7,fpc_3_lag2,FPC 3,0.55475
7,fpc_3_lag2,FPC 4,
7,fpc_3_lag2,FPC 5,
7,fpc_3_lag2,FPC 6,
7,fpc_3_lag2,FPC 7,
7,fpc_3_lag3,FPC 1,
7,fpc_3_lag3,FPC 2,
7,fpc_3_lag3,FPC 3,0.14625000000000005
7,fpc_3_lag3,FPC 4,
7,fpc_3_lag3,FPC 5,
7,fpc_3_lag3,FPC 6,
7,fpc_3_lag3,FPC 7,
7,fpc_3_lag4,FPC 1,
7,fpc_3_lag4,FPC 2,
7,fpc_3_lag4,FPC 3,0.23775000000000002
7,fpc_3_lag4,FPC 4,
7,fpc_3_lag4,FPC 5,
7,fpc_3_lag4,FPC 6,
7,fpc_3_lag4,FPC 7,
7,fpc_4_lag1,FPC 1,
7,fpc_4_lag1,FPC 2,
7,fpc_4_lag1,FPC 3,
7,fpc_4_lag1,FPC 4,0.052000000000000046
7,fpc_4_lag1,FPC 5,
7,fpc_4_lag1,FPC 6,
7,fpc_4_lag1,FPC 7,
7,fpc_4_lag2,FPC 1,
7,fpc_4_lag2,FPC 2,
7,fpc_4_lag2,FPC 3,
7,fpc_4_lag2,FPC 4,0.25775000000000003
7,fpc_4_lag2,FPC 5,
7,fpc_4_lag2,FPC 6,
7,fpc_4_lag2,FPC 7,
7,fpc_4_lag3,FPC 1,
7,fpc_4_lag3,FPC 2,
7,fpc_4_lag3,FPC 3,
7,fpc_4_lag3,FPC 4,0.04349999999999998
7,fpc_4_lag3,FPC 5,
7,fpc_4_lag3,FPC 6,
7,fpc_4_lag3,FPC 7,
7,fpc_4_lag4,FPC 1,
7,fpc_4_lag4,FPC 2,
7,fpc_4_lag4,FPC 3,
7,fpc_4_lag4,FPC 4,0.2675
7,fpc_4_lag4,FPC 5,
7,fpc_4_lag4,FPC 6,
7,fpc_4_lag4,FPC 7,
7,fpc_5_lag1,FPC 1,
7,fpc_5_lag1,FPC 2,
7,fpc_5_lag1,FPC 3,
7,fpc_5_lag1,FPC 4,
7,fpc_5_lag1,FPC 5,0.46599999999999997
7,fpc_5_lag1,FPC 6,
7,fpc_5_lag1,FPC 7,
7,fpc_5_lag2,FPC 1,
7,fpc_5_lag2,FPC 2,
7,fpc_5_lag2,FPC 3,
7,fpc_5_lag2,FPC 4,
7,fpc_5_lag2,FPC 5,0.033999999999999975
7,fpc_5_lag2,FPC 6,
7,fpc_5_lag2,FPC 7,
7,fpc_5_lag3,FPC 1,
7,fpc_5_lag3,FPC 2,
7,fpc_5_lag3,FPC 3,
7,fpc_5_lag3,FPC 4,
7,fpc_5_lag3,FPC 5,0.34325
7,fpc_5_lag3,FPC 6,
7,fpc_5_lag3,FPC 7,
7,fpc_5_lag4,FPC 1,
7,fpc_5_lag4,FPC 2,
7,fpc_5_lag4,FPC 3,
7,fpc_5_lag4,FPC 4,
7,fpc_5_lag4,FPC 5,0.04225000000000001
7,fpc_5_lag4,FPC 6,
7,fpc_5_lag4,FPC 7,
7,fpc_6_lag1,FPC 1,
7,fpc_6_lag1,FPC 2,
7,fpc_6_lag1,FPC 3,
7,fpc_6_lag1,FPC 4,
7,fpc_6_lag1,FPC 5,
7,fpc_6_lag1,FPC 6,0.80725
7,fpc_6_lag1,FPC 7,
7,fpc_6_lag2,FPC 1,
7,fpc_6_lag2,FPC 2,
7,fpc_6_lag2,FPC 3,
7,fpc_6_lag2,FPC 4,
7,fpc_6_lag2,FPC 5,
7,fpc_6_lag2,FPC 6,0.030000000000000027
7,fpc_6_lag2,FPC 7,
7,fpc_6_lag3,FPC 1,
7,fpc_6_lag3,FPC 2,
7,fpc_6_lag3,FPC 3,
7,fpc_6_lag3,FPC 4,
7,fpc_6_lag3,FPC 5,
7,fpc_6_lag3,FPC 6,0.43925000000000003
7,fpc_6_lag3,FPC 7,
7,fpc_6_lag4,FPC 1,
7,fpc_6_lag4,FPC 2,
7,fpc_6_lag4,FPC 3,
7,fpc_6_lag4,FPC 4,
7,fpc_6_lag4,FPC 5,
7,fpc_6_lag4,FPC 6,0.351
7,fpc_6_lag4,FPC 7,
7,fpc_7_lag1,FPC 1,
7,fpc_7_lag1,FPC 2,
7,fpc_7_lag1,FPC 3,
7,fpc_7_lag1,FPC 4,
7,fpc_7_lag1,FPC 5,
7,fpc_7_lag1,FPC 6,
7,fpc_7_lag1,FPC 7,0.055499999999999994
7,fpc_7_lag2,FPC 1,
7,fpc_7_lag2,FPC 2,
7,fpc_7_lag2,FPC 3,
7,fpc_7_lag2,FPC 4,
7,fpc_7_lag2,FPC 5,
7,fpc_7_lag2,FPC 6,
7,fpc_7_lag2,FPC 7,0.42
7,fpc_7_lag3,FPC 1,
7,fpc_7_lag3,FPC 2,
7,fpc_7_lag3,FPC 3,
7,fpc_7_lag3,FPC 4,
7,fpc_7_lag3,FPC 5,
7,fpc_7_lag3,FPC 6,
7,fpc_7_lag3,FPC 7,0.06024999999999997
7,fpc_7_lag4,FPC 1,
7,fpc_7_lag4,FPC 2,
7,fpc_7_lag4,FPC 3,
7,fpc_7_lag4,FPC 4,
7,fpc_7_lag4,FPC 5,
7,fpc_7_lag4,FPC 6,
7,fpc_7_lag4,FPC 7,0.05724999999999997
8,fpc_1_lag1,FPC 1,1.0
8,fpc_1_lag1,FPC 2,
8,fpc_1_lag1,FPC 3,
8,fpc_1_lag1,FPC 4,
8,fpc_1_lag1,FPC 5,
8,fpc_1_lag1,FPC 6,
8,fpc_1_lag1,FPC 7,
8,fpc_1_lag1,FPC 8,
8,fpc_1_lag2,FPC 1,0.08149999999999996
8,fpc_1_lag2,FPC 2,
8,fpc_1_lag2,FPC 3,
8,fpc_1_lag2,FPC 4,
8,fpc_1_lag2,FPC 5,
8,fpc_1_lag2,FPC 6,
8,fpc_1_lag2,FPC 7,
8,fpc_1_lag2,FPC 8,
8,fpc_1_lag3,FPC 1,0.06949999999999995
8,fpc_1_lag3,FPC 2,
8,fpc_1_lag3,FPC 3,
8,fpc_1_lag3,FPC 4,
8,fpc_1_lag3,FPC 5,
8,fpc_1_lag3,FPC 6,
8,fpc_1_lag3,FPC 7,
8,fpc_1_lag3,FPC 8,
8,fpc_1_lag4,FPC 1,0.07574999999999998
8,fpc_1_lag4,FPC 2,
8,fpc_1_lag4,FPC 3,
8,fpc_1_lag4,FPC 4,
8,fpc_1_lag4,FPC 5,
8,fpc_1_lag4,FPC 6,
8,fpc_1_lag4,FPC 7,
8,fpc_1_lag4,FPC 8,
8,fpc_2_lag1,FPC 1,
8,fpc_2_lag1,FPC 2,0.45725
8,fpc_2_lag1,FPC 3,
8,fpc_2_lag1,FPC 4,
8,fpc_2_lag1,FPC 5,
8,fpc_2_lag1,FPC 6,
8,fpc_2_lag1,FPC 7,
8,fpc_2_lag1,FPC 8,
8,fpc_2_lag2,FPC 1,
8,fpc_2_lag2,FPC 2,0.13425000000000004
8,fpc_2_lag2,FPC 3,
8,fpc_2_lag2,FPC 4,
8,fpc_2_lag2,FPC 5,
8,fpc_2_lag2,FPC 6,
8,fpc_2_lag2,FPC 7,
8,fpc_2_lag2,FPC 8,
8,fpc_2_lag3,FPC 1,
8,fpc_2_lag3,FPC 2,0.10675000000000001
8,fpc_2_lag3,FPC 3,
8,fpc_2_lag3,FPC 4,
8,fpc_2_lag3,FPC 5,
8,fpc_2_lag3,FPC 6,
8,fpc_2_lag3,FPC 7,
8,fpc_2_lag3,FPC 8,
8,fpc_2_lag4,FPC 1,
8,fpc_2_lag4,FPC 2,0.24625000000000002
8,fpc_2_lag4,FPC 3,
8,fpc_2_lag4,FPC 4,
8,fpc_2_lag4,FPC 5,
8,fpc_2_lag4,FPC 6,
8,fpc_2_lag4,FPC 7,
8,fpc_2_lag4,FPC 8,
8,fpc_3_lag1,FPC 1,
8,fpc_3_lag1,FPC 2,
8,fpc_3_lag1,FPC 3,0.08149999999999996
8,fpc_3_lag1,FPC 4,
8,fpc_3_lag1,FPC 5,
8,fpc_3_lag1,FPC 6,
8,fpc_3_lag1,FPC 7,
8,fpc_3_lag1,FPC 8,
8,fpc_3_lag2,FPC 1,
8,fpc_3_lag2,FPC 2,
8,fpc_3_lag2,FPC 3,0.55475
8,fpc_3_lag2,FPC 4,
8,fpc_3_lag2,FPC 5,
8,fpc_3_lag2,FPC 6,
8,fpc_3_lag2,FPC 7,
8,fpc_3_lag2,FPC 8,
8,fpc_3_lag3,FPC 1,
8,fpc_3_lag3,FPC 2,
8,fpc_3_lag3,FPC 3,0.14625000000000005
8,fpc_3_lag3,FPC 4,
8,fpc_3_lag3,FPC 5,
8,fpc_3_lag3,FPC 6,
8,fpc_3_lag3,FPC 7,
8,fpc_3_lag3,FPC 8,
8,fpc_3_lag4,FPC 1,
8,fpc_3_lag4,FPC 2,
8,fpc_3_lag4,FPC 3,0.23775000000000002
8,fpc_3_lag4,FPC 4,
8,fpc_3_lag4,FPC 5,
8,fpc_3_lag4,FPC 6,
8,fpc_3_lag4,FPC 7,
8,fpc_3_lag4,FPC 8,
8,fpc_4_lag1,FPC 1,
8,fpc_4_lag1,FPC 2,
8,fpc_4_lag1,FPC 3,
8,fpc_4_lag1,FPC 4,0.052000000000000046
8,fpc_4_lag1,FPC 5,
8,fpc_4_lag1,FPC 6,
8,fpc_4_lag1,FPC 7,
8,fpc_4_lag1,FPC 8,
8,fpc_4_lag2,FPC 1,
8,fpc_4_lag2,FPC 2,
8,fpc_4_lag2,FPC 3,
8,fpc_4_lag2,FPC 4,0.25775000000000003
8,fpc_4_lag2,FPC 5,
8,fpc_4_lag2,FPC 6,
8,fpc_4_lag2,FPC 7,
8,fpc_4_lag2,FPC 8,
8,fpc_4_lag3,FPC 1,
8,fpc_4_lag3,FPC 2,
8,fpc_4_lag3,FPC 3,
8,fpc_4_lag3,FPC 4,0.04349999999999998
8,fpc_4_lag3,FPC 5,
8,fpc_4_lag3,FPC 6,
8,fpc_4_lag3,FPC 7,
8,fpc_4_lag3,FPC 8,
8,fpc_4_lag4,FPC 1,
8,fpc_4_lag4,FPC 2,
8,fpc_4_lag4,FPC 3,
8,fpc_4_lag4,FPC 4,0.2675
8,fpc_4_lag4,FPC 5,
8,fpc_4_lag4,FPC 6,
8,fpc_4_lag4,FPC 7,
8,fpc_4_lag4,FPC 8,
8,fpc_5_lag1,FPC 1,
