M,metrica,bloque,modelo,razon_vs_mejor,razon_vs_FAR
1,1. MAE  (L^1),train,FAR,1.198959446217666,1.0
1,1. MAE  (L^1),train,RF,1.1016386662450086,0.9197549893160435
1,1. MAE  (L^1),train,GBT,1.0,0.8361602057056079
1,1. MAE  (L^1),train,PSBPM-FD,1.228910654303074,1.0251022715467406
1,1. MAE  (L^1),test,FAR,1.0016858065678673,1.0
1,1. MAE  (L^1),test,RF,1.03244899879043,1.0307543134029191
1,1. MAE  (L^1),test,GBT,1.0708539600213256,1.069102181435786
1,1. MAE  (L^1),test,PSBPM-FD,1.0234467027900311,1.0217716808980135
1,2. RMSE (L^2),train,FAR,1.1886033731628554,1.0
1,2. RMSE (L^2),train,RF,1.0947779788875034,0.9217411640814746
1,2. RMSE (L^2),train,GBT,1.0,0.8429353839561402
1,2. RMSE (L^2),train,PSBPM-FD,1.2148500205026338,1.022178469977774
1,2. RMSE (L^2),test,FAR,1.002663446094342,1.0
1,2. RMSE (L^2),test,RF,1.028662703033753,1.0259691694852269
1,2. RMSE (L^2),test,GBT,1.063256109292352,1.060492665499813
1,2. RMSE (L^2),test,PSBPM-FD,1.0206594683057697,1.0180109354368436
1,3. E_max promedio por curva,train,FAR,1.098934511149647,1.0
1,3. E_max promedio por curva,train,RF,1.0526045792049719,0.9582880196336362
1,3. E_max promedio por curva,train,GBT,1.0,0.910686490607688
1,3. E_max promedio por curva,train,PSBPM-FD,1.1144106623701813,1.0143004111503993
1,3. E_max promedio por curva,test,FAR,1.002603038296035,1.0
1,3. E_max promedio por curva,test,RF,1.018912795079843,1.016301660058926
1,3. E_max promedio por curva,test,GBT,1.0372384400540504,1.0345733313076217
1,3. E_max promedio por curva,test,PSBPM-FD,1.0155388306910118,1.012959697696324
1,4. E_max peor de la ventana,train,FAR,1.1229861041555262,1.0
1,4. E_max peor de la ventana,train,RF,1.0603077531549883,0.9478689368731358
1,4. E_max peor de la ventana,train,GBT,1.012106615775972,0.9079567004848059
1,4. E_max peor de la ventana,train,PSBPM-FD,1.1422870605861102,1.0185255248417622
1,4. E_max peor de la ventana,test,FAR,1.0305196457668042,1.0
1,4. E_max peor de la ventana,test,RF,1.0238645842402874,0.9941366941217832
1,4. E_max peor de la ventana,test,GBT,1.0497567057487545,1.0194721379497327
1,4. E_max peor de la ventana,test,PSBPM-FD,1.0340275139746704,1.003550748737821
2,1. MAE  (L^1),train,FAR,1.4544873989898421,1.0
2,1. MAE  (L^1),train,RF,1.2816594717563017,0.881884849252248
2,1. MAE  (L^1),train,GBT,1.0,0.6901359639247621
2,1. MAE  (L^1),train,PSBPM-FD,1.4886884359365924,1.0233439738625005
2,1. MAE  (L^1),test,FAR,1.002000330287208,1.0
2,1. MAE  (L^1),test,RF,1.0310527960893394,1.028996006818365
2,1. MAE  (L^1),test,GBT,1.0749915891333939,1.0728864480217655
2,1. MAE  (L^1),test,PSBPM-FD,1.0226767238249324,1.0206978149131745
2,2. RMSE (L^2),train,FAR,1.4239185072468457,1.0
2,2. RMSE (L^2),train,RF,1.2609268340758746,0.8860691260575286
2,2. RMSE (L^2),train,GBT,1.0,0.7041551935754132
2,2. RMSE (L^2),train,PSBPM-FD,1.4534174182186754,1.0205851220806001
2,2. RMSE (L^2),test,FAR,1.0028324684034755,1.0
2,2. RMSE (L^2),test,RF,1.0290752179975775,1.0261769551535966
2,2. RMSE (L^2),test,GBT,1.0665694594048947,1.0635504128505644
2,2. RMSE (L^2),test,PSBPM-FD,1.0203995766188416,1.0176019142652464
2,3. E_max promedio por curva,train,FAR,1.2272884762161433,1.0
2,3. E_max promedio por curva,train,RF,1.1402199983922288,0.9293732073277025
2,3. E_max promedio por curva,train,GBT,1.0,0.8155096044742585
2,3. E_max promedio por curva,train,PSBPM-FD,1.2433638393056001,1.0132514921226832
2,3. E_max promedio por curva,test,FAR,1.0028564763897256,1.0
2,3. E_max promedio por curva,test,RF,1.021829422684766,1.0189243310164158
2,3. E_max promedio por curva,test,GBT,1.0424004533210782,1.0394577731326267
2,3. E_max promedio por curva,test,PSBPM-FD,1.0147223974415118,1.011882122285167
2,4. E_max peor de la ventana,train,FAR,1.2091622529731405,1.0
2,4. E_max peor de la ventana,train,RF,1.1133421958035477,0.924820168126566
2,4. E_max peor de la ventana,train,GBT,1.0114582904569682,0.8471170096845526
2,4. E_max peor de la ventana,train,PSBPM-FD,1.2289181981456012,1.0190009875625745
2,4. E_max peor de la ventana,test,FAR,1.0291033034871497,1.0
2,4. E_max peor de la ventana,test,RF,1.032134339572714,1.0037084130982665
2,4. E_max peor de la ventana,test,GBT,1.0451152784078397,1.0163303672576078
2,4. E_max peor de la ventana,test,PSBPM-FD,1.0343646770784345,1.0052426382681472
3,1. MAE  (L^1),train,FAR,1.703378467132556,1.0
3,1. MAE  (L^1),train,RF,1.4520107225057322,0.8530570500073203
3,1. MAE  (L^1),train,GBT,1.0,0.5902457770154883
3,1. MAE  (L^1),train,PSBPM-FD,1.7433107119760263,1.0232536286168457
3,1. MAE  (L^1),test,FAR,1.0025309395750306,1.0
3,1. MAE  (L^1),test,RF,1.0259746876007045,1.0234132443493655
3,1. MAE  (L^1),test,GBT,1.0613303733957709,1.0586818649273004
3,1. MAE  (L^1),test,PSBPM-FD,1.023209418793362,1.0206981579668783
3,2. RMSE (L^2),train,FAR,1.6518638950573665,1.0
3,2. RMSE (L^2),train,RF,1.4155356242290822,0.8573949519982829
3,2. RMSE (L^2),train,GBT,1.0,0.6078726549677043
3,2. RMSE (L^2),train,PSBPM-FD,1.6859613211918585,1.0204876912616963
3,2. RMSE (L^2),test,FAR,1.002963008882738,1.0
3,2. RMSE (L^2),test,RF,1.022747601501134,1.0197587991211454
3,2. RMSE (L^2),test,GBT,1.0537994185225195,1.0507114268053448
3,2. RMSE (L^2),test,PSBPM-FD,1.0204579343601963,1.017532669920212
3,3. E_max promedio por curva,train,FAR,1.344655535617905,1.0
3,3. E_max promedio por curva,train,RF,1.219908377026748,0.9074236537535818
3,3. E_max promedio por curva,train,GBT,1.0,0.7448495678581284
3,3. E_max promedio por curva,train,PSBPM-FD,1.3624369295102126,1.0132375526694521
3,3. E_max promedio por curva,test,FAR,1.0027296563163044,1.0
3,3. E_max promedio por curva,test,RF,1.0220075097803865,1.019234453222884
3,3. E_max promedio por curva,test,GBT,1.0493863397988001,1.0465213166147864
3,3. E_max promedio por curva,test,PSBPM-FD,1.0144001294993434,1.0116982003512136
3,4. E_max peor de la ventana,train,FAR,1.3205999887360214,1.0
3,4. E_max peor de la ventana,train,RF,1.185385902098272,0.901314442228299
3,4. E_max peor de la ventana,train,GBT,1.0056666770462876,0.7749181257614542
