M,metrica,columna,banda,bloque,minimo,maximo,promedio
1,5. MPIW,mpiw,FAR (IC del modelo AR),test,1.2309745990515621,1.2309745990515621,1.2309745990515621
1,5. MPIW,mpiw,FAR (IC del modelo AR),train,1.2309745990515621,1.2309745990515621,1.2309745990515621
1,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,1.2596395084302487,1.2596395084302487,1.2596395084302487
1,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,1.2596395084302487,1.2596395084302487,1.2596395084302487
1,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),test,0.808262014468511,0.8326654518677129,0.8185157291643342
1,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),train,0.8037108635240131,0.8404911536574363,0.8212522749426304
1,6. PICP puntual,picp,FAR (IC del modelo AR),test,0.9155555555555556,0.9742222222222222,0.9518409184091842
1,6. PICP puntual,picp,FAR (IC del modelo AR),train,0.916,0.9857777777777778,0.9533253373313344
1,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,0.9297777777777778,0.9822222222222222,0.9552111521115211
1,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,0.8951111111111111,0.9857777777777778,0.9529821755788772
1,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),test,0.7551111111111111,0.8542222222222222,0.8101664616646166
1,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),train,0.7062222222222222,0.8782222222222222,0.7923551557554556
1,7. PICPB curva completa,picp_simultaneo,FAR (IC del modelo AR),test,0.43333333333333335,0.8333333333333334,0.6640836408364084
1,7. PICPB curva completa,picp_simultaneo,FAR (IC del modelo AR),train,0.43333333333333335,0.9,0.6581709145427287
1,7. PICPB curva completa,picp_simultaneo,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,0.43333333333333335,0.8666666666666667,0.6571955719557195
1,7. PICPB curva completa,picp_simultaneo,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,0.4,0.8666666666666667,0.6435282358820589
1,7. PICPB curva completa,picp_simultaneo,PSBPM-FD (predictiva bayesiana),test,0.0,0.2,0.09274292742927429
1,7. PICPB curva completa,picp_simultaneo,PSBPM-FD (predictiva bayesiana),train,0.0,0.2,0.0862568715642179
1,8. Winkler,winkler,FAR (IC del modelo AR),test,1.3057088296646568,1.5964609280143107,1.4508261161459135
1,8. Winkler,winkler,FAR (IC del modelo AR),train,1.2473451900540027,1.7682271496468294,1.447172150588668
1,8. Winkler,winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,1.3453056079634396,1.639440800158276,1.4630039131347454
1,8. Winkler,winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,1.2828962415370762,1.7427121177142981,1.4712108291454744
1,8. Winkler,winkler,PSBPM-FD (predictiva bayesiana),test,1.540380727845072,2.3378819897084075,1.9761605013060974
1,8. Winkler,winkler,PSBPM-FD (predictiva bayesiana),train,1.391940798942425,2.9789752726163945,2.061449944652262
1,9. Winkler max promedio,winkler_max_medio,FAR (IC del modelo AR),test,2.813724907055859,5.206100939319111,3.8675635237112767
1,9. Winkler max promedio,winkler_max_medio,FAR (IC del modelo AR),train,1.9413330526326598,5.9318698855664795,3.6731155902049686
1,9. Winkler max promedio,winkler_max_medio,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,2.7113219491669587,5.148560759337772,3.792347138851607
1,9. Winkler max promedio,winkler_max_medio,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,2.1666852820728364,5.888449765352089,3.7063310158952403
1,9. Winkler max promedio,winkler_max_medio,PSBPM-FD (predictiva bayesiana),test,8.314204880976932,14.603228911795606,11.199507850151578
1,9. Winkler max promedio,winkler_max_medio,PSBPM-FD (predictiva bayesiana),train,7.296267684064692,14.897135302041612,11.155972940009944
1,10. Winkler max peor ventana,winkler_max_glob,FAR (IC del modelo AR),test,11.832740511153698,23.690987835099303,16.670124985894226
1,10. Winkler max peor ventana,winkler_max_glob,FAR (IC del modelo AR),train,5.5665880339691745,32.93485256670594,17.16330318767147
