M,metrica,columna,modelo,bloque,minimo,maximo,promedio
1,1. MAE   (L^1),mae_f,(truncamiento FPCA),test,0.27474773344213843,0.5118252622958244,0.3757566528573633
1,1. MAE   (L^1),mae_f,(truncamiento FPCA),train,0.24799690950462203,0.5687631074300195,0.370832087458931
1,1. MAE   (L^1),mae_f,FAR,test,0.6462841747364851,1.1656524521663418,0.8829532353132061
1,1. MAE   (L^1),mae_f,FAR,train,0.46396983676611014,1.0564439899358045,0.7937842434422948
1,1. MAE   (L^1),mae_f,GBT,test,0.6883299577441283,1.375742563255216,0.9722525045864994
1,1. MAE   (L^1),mae_f,GBT,train,0.48275795041351593,0.9077527265911218,0.7042941271631732
1,1. MAE   (L^1),mae_f,PSBPM-FD,test,0.6448512873137549,1.1703736498207824,0.8872788564572571
1,1. MAE   (L^1),mae_f,PSBPM-FD,train,0.4643478597253541,1.0570914735069268,0.7941384659319114
1,1. MAE   (L^1),mae_f,RF,test,0.7020854944403203,1.3263419652817514,0.9628635883489163
1,1. MAE   (L^1),mae_f,RF,train,0.4498758491828826,0.8877135196300433,0.6949931768400494
1,1. MAE   (L^1),mae_f,media,test,0.771768932788513,3.2748964797139024,1.8906428668215007
1,1. MAE   (L^1),mae_f,media,train,0.5529302663798372,2.105485784053065,1.1105481675788471
1,1. MAE   (L^1),mae_f,persistencia,test,0.6240176414223664,1.212843386098925,0.8478491653644891
1,1. MAE   (L^1),mae_f,persistencia,train,0.5047794653159794,1.130731828159251,0.8389174477657766
1,2. RMSE  (L^2),rmse_f,(truncamiento FPCA),test,0.3517157275977182,0.654292136075949,0.49101842097387743
1,2. RMSE  (L^2),rmse_f,(truncamiento FPCA),train,0.32966747828969695,0.752344659849168,0.4929976446275532
1,2. RMSE  (L^2),rmse_f,FAR,test,0.8011458095177658,1.421224694980227,1.1025759212033461
1,2. RMSE  (L^2),rmse_f,FAR,train,0.6477275260873004,1.2841178576711239,0.9897642329648879
1,2. RMSE  (L^2),rmse_f,GBT,test,0.8576790445540985,1.621414758701978,1.202943519462726
1,2. RMSE  (L^2),rmse_f,GBT,train,0.6650732085262362,1.1337172927761598,0.8762488906510731
1,2. RMSE  (L^2),rmse_f,PSBPM-FD,test,0.7993571623984247,1.4265183993278148,1.1071838139804981
1,2. RMSE  (L^2),rmse_f,PSBPM-FD,train,0.6487747290372711,1.2825578040411174,0.9900154167565429
1,2. RMSE  (L^2),rmse_f,RF,test,0.8646849217081398,1.5663512186357993,1.1821671703844794
1,2. RMSE  (L^2),rmse_f,RF,train,0.6114088073029024,1.104578551032121,0.8715132300794105
1,2. RMSE  (L^2),rmse_f,media,test,0.9172720674623307,3.4177783797721015,2.1528565333236047
1,2. RMSE  (L^2),rmse_f,media,train,0.6789360419704291,2.312950039096835,1.3375739395541786
1,2. RMSE  (L^2),rmse_f,persistencia,test,0.7683579869541524,1.3917346753293347,1.0538363238212458
1,2. RMSE  (L^2),rmse_f,persistencia,train,0.6741151760547216,1.3821650777033136,1.0412716739125842
1,"3. Error maximo (L^inf, prom. por curva)",linf_medio,(truncamiento FPCA),test,0.6251735828081031,1.3525814484421153,0.9374087293887526
1,"3. Error maximo (L^inf, prom. por curva)",linf_medio,(truncamiento FPCA),train,0.6158649423835207,1.1485045964198892,0.8450671844732648
1,"3. Error maximo (L^inf, prom. por curva)",linf_medio,FAR,test,1.116189670976959,1.9286294683033014,1.5116210091085118
1,"3. Error maximo (L^inf, prom. por curva)",linf_medio,FAR,train,0.8785376114852974,1.7247160772256644,1.3329633762617383
1,"3. Error maximo (L^inf, prom. por curva)",linf_medio,GBT,test,1.1531772917802725,2.056408308365275,1.6012332286877953
1,"3. Error maximo (L^inf, prom. por curva)",linf_medio,GBT,train,0.8949891849221728,1.5425432615579222,1.2419231480905182
1,"3. Error maximo (L^inf, prom. por curva)",linf_medio,PSBPM-FD,test,1.1160179193675355,1.9345870960992635,1.5161312995895682
1,"3. Error maximo (L^inf, prom. por curva)",linf_medio,PSBPM-FD,train,0.8781603559443691,1.7238177374376389,1.3331703820382195
1,"3. Error maximo (L^inf, prom. por curva)",linf_medio,RF,test,1.1962037062062372,2.013475257858663,1.591116510186873
1,"3. Error maximo (L^inf, prom. por curva)",linf_medio,RF,train,0.8572719239742239,1.5406842259921039,1.2345148868129652
1,"3. Error maximo (L^inf, prom. por curva)",linf_medio,media,test,1.2793392106042107,3.853553901923143,2.515394974741499
1,"3. Error maximo (L^inf, prom. por curva)",linf_medio,media,train,1.002507820082554,2.638700094671436,1.6579269915732624
1,"3. Error maximo (L^inf, prom. por curva)",linf_medio,persistencia,test,1.130131303464094,1.8126783385161693,1.446483413473417
1,"3. Error maximo (L^inf, prom. por curva)",linf_medio,persistencia,train,0.9145925169473301,1.7617760863360172,1.380401562717937
2,1. MAE   (L^1),mae_f,(truncamiento FPCA),test,0.12183773787074628,0.2679727705676201,0.17665461406868008
2,1. MAE   (L^1),mae_f,(truncamiento FPCA),train,0.10080591822147796,0.1860045425985212,0.13804832638410042
2,1. MAE   (L^1),mae_f,FAR,test,0.6462841747364992,1.1656524521663614,0.8829532353132121
2,1. MAE   (L^1),mae_f,FAR,train,0.4639698367661123,1.0564439899358136,0.7937842434422948
2,1. MAE   (L^1),mae_f,GBT,test,0.759333559951114,1.2252874523506467,0.9363092389855922
2,1. MAE   (L^1),mae_f,GBT,train,0.3164401871122339,0.6882701006274968,0.5180178075296159
2,1. MAE   (L^1),mae_f,PSBPM-FD,test,0.6533577733748916,1.1695577178903456,0.8857011413332679
2,1. MAE   (L^1),mae_f,PSBPM-FD,train,0.45383575713775615,1.041687849303697,0.786015968367989
2,1. MAE   (L^1),mae_f,RF,test,0.6884805499766186,1.671819165356871,0.9999299065366333
2,1. MAE   (L^1),mae_f,RF,train,0.38625890047906564,0.8765970535144291,0.6870224669465926
2,1. MAE   (L^1),mae_f,media,test,0.7717689327885127,3.2748964797139015,1.8906428668215005
2,1. MAE   (L^1),mae_f,media,train,0.552930266379837,2.105485784053065,1.1105481675788471
2,1. MAE   (L^1),mae_f,persistencia,test,0.6977584677834714,1.2176471870110261,0.8901374683741541
2,1. MAE   (L^1),mae_f,persistencia,train,0.5257034886485621,1.1903906982857637,0.8642703824684675
2,2. RMSE  (L^2),rmse_f,(truncamiento FPCA),test,0.1627461821760901,0.35337918055696366,0.24012316130746117
2,2. RMSE  (L^2),rmse_f,(truncamiento FPCA),train,0.13544923108584958,0.25013644050280376,0.1886856801259356
2,2. RMSE  (L^2),rmse_f,FAR,test,0.8011458095177753,1.4212246949802383,1.102575921203357
2,2. RMSE  (L^2),rmse_f,FAR,train,0.6477275260873007,1.2841178576711334,0.9897642329648877
2,2. RMSE  (L^2),rmse_f,GBT,test,0.9612440932091967,1.4645863994430772,1.1601962299111057
2,2. RMSE  (L^2),rmse_f,GBT,train,0.41461603119724905,0.8353868068834001,0.6437460897272943
2,2. RMSE  (L^2),rmse_f,PSBPM-FD,test,0.8017868611490488,1.4267372338126922,1.1046879330020751
2,2. RMSE  (L^2),rmse_f,PSBPM-FD,train,0.6454404307451597,1.255049119828533,0.9818578594804522
2,2. RMSE  (L^2),rmse_f,RF,test,0.8990667831968245,1.8361755443637007,1.2177893958776422
2,2. RMSE  (L^2),rmse_f,RF,train,0.5251954856088283,1.0992796571816768,0.8556752249399399
2,2. RMSE  (L^2),rmse_f,media,test,0.9172720674623306,3.4177783797721015,2.1528565333236047
2,2. RMSE  (L^2),rmse_f,media,train,0.6789360419704289,2.3129500390968354,1.3375739395541786
2,2. RMSE  (L^2),rmse_f,persistencia,test,0.887396395625758,1.4192949253584803,1.1039771003327121
2,2. RMSE  (L^2),rmse_f,persistencia,train,0.655892581484467,1.435099584299728,1.0866178454715245
2,"3. Error maximo (L^inf, prom. por curva)",linf_medio,(truncamiento FPCA),test,0.39456445123761175,0.7479445002278429,0.5319309188863538
2,"3. Error maximo (L^inf, prom. por curva)",linf_medio,(truncamiento FPCA),train,0.29572495215233746,0.541115430656335,0.3967513301388879
2,"3. Error maximo (L^inf, prom. por curva)",linf_medio,FAR,test,1.1161896709769885,1.92862946830332,1.5116210091085396
2,"3. Error maximo (L^inf, prom. por curva)",linf_medio,FAR,train,0.8785376114852831,1.7247160772257284,1.3329633762617366
2,"3. Error maximo (L^inf, prom. por curva)",linf_medio,GBT,test,1.287403861677368,1.9001958979853515,1.5720995311098462
2,"3. Error maximo (L^inf, prom. por curva)",linf_medio,GBT,train,0.6575416506292507,1.1873852086933077,0.9398665902814879
2,"3. Error maximo (L^inf, prom. por curva)",linf_medio,PSBPM-FD,test,1.104983367749695,1.9335566166383036,1.5054187589951642
2,"3. Error maximo (L^inf, prom. por curva)",linf_medio,PSBPM-FD,train,0.8712757771870601,1.6446850104764867,1.322715490091254
2,"3. Error maximo (L^inf, prom. por curva)",linf_medio,RF,test,1.1952920021319902,2.240421093545031,1.636981005646499
2,"3. Error maximo (L^inf, prom. por curva)",linf_medio,RF,train,0.7742811212908165,1.453999877392199,1.171213205564121
2,"3. Error maximo (L^inf, prom. por curva)",linf_medio,media,test,1.2793392106042105,3.853553901923142,2.515394974741499
2,"3. Error maximo (L^inf, prom. por curva)",linf_medio,media,train,1.0025078200825537,2.638700094671436,1.6579269915732624
2,"3. Error maximo (L^inf, prom. por curva)",linf_medio,persistencia,test,1.2525745190425313,1.8873506916291398,1.5467992569983053
2,"3. Error maximo (L^inf, prom. por curva)",linf_medio,persistencia,train,0.9801312763644887,1.8635798191965833,1.500768153233409
3,1. MAE   (L^1),mae_f,(truncamiento FPCA),test,0.04968025863069951,0.06862164730770129,0.05810132454256827
3,1. MAE   (L^1),mae_f,(truncamiento FPCA),train,0.04554602820083683,0.0692721345910829,0.05624260954550943
3,1. MAE   (L^1),mae_f,FAR,test,0.6462841747364638,1.165652452166357,0.8829532353131729
3,1. MAE   (L^1),mae_f,FAR,train,0.4639698367661097,1.0564439899358224,0.7937842434423059
3,1. MAE   (L^1),mae_f,GBT,test,0.7427704431593638,1.3492291936133118,0.9603092295252482
3,1. MAE   (L^1),mae_f,GBT,train,0.2425771904351659,0.515983826200025,0.4029533430722011
3,1. MAE   (L^1),mae_f,PSBPM-FD,test,0.6529895136008126,1.168751896887689,0.8848440626265206
3,1. MAE   (L^1),mae_f,PSBPM-FD,train,0.453873379265446,1.042468815308489,0.78621497625194
3,1. MAE   (L^1),mae_f,RF,test,0.6747822519402531,1.973804948112177,1.1363336843271903
