M,metrica,bloque,modelo,razon_vs_mejor,razon_vs_FAR
1,1. MAE   (L^1),train,FAR,1.1547028570985163,1.0
1,1. MAE   (L^1),train,RF,1.0089603934346179,0.8780796301050312
1,1. MAE   (L^1),train,GBT,1.0234021849385246,0.8905595540837657
1,1. MAE   (L^1),train,PSBPM-FD,1.1554391445629015,1.0005512804397219
1,1. MAE   (L^1),test,FAR,1.014432811337422,1.0
1,1. MAE   (L^1),test,RF,1.1070072635275476,1.093096130135976
1,1. MAE   (L^1),test,GBT,1.1160879650711726,1.1020761849699736
1,1. MAE   (L^1),test,PSBPM-FD,1.0190456290428092,1.0045187563906892
1,2. RMSE  (L^2),train,FAR,1.1495425715553724,1.0
1,2. RMSE  (L^2),train,RF,1.0109638889553607,0.8829955004024207
1,2. RMSE  (L^2),train,GBT,1.0172431475927732,0.8887034187002667
1,2. RMSE  (L^2),train,PSBPM-FD,1.1500111002047868,1.0003587633444153
1,2. RMSE  (L^2),test,FAR,1.012869508648124,1.0
1,2. RMSE  (L^2),test,RF,1.0861632714588911,1.0737228783858845
1,2. RMSE  (L^2),test,GBT,1.1042516376990592,1.0918035804478314
1,2. RMSE  (L^2),test,PSBPM-FD,1.0169092687801808,1.0039630135991715
1,"3. Error maximo (L^inf, prom. por curva)",train,FAR,1.0898518652471627,1.0
1,"3. Error maximo (L^inf, prom. por curva)",train,RF,1.0087351941790663,0.9275156457300552
1,"3. Error maximo (L^inf, prom. por curva)",train,GBT,1.0150585193243176,0.9335232186771342
1,"3. Error maximo (L^inf, prom. por curva)",train,PSBPM-FD,1.0900631908205123,1.000186396256665
1,"3. Error maximo (L^inf, prom. por curva)",test,FAR,1.0083115461767724,1.0
1,"3. Error maximo (L^inf, prom. por curva)",test,RF,1.0650543475587009,1.0569092079154847
1,"3. Error maximo (L^inf, prom. por curva)",test,GBT,1.07059710803836,1.062387193581967
1,"3. Error maximo (L^inf, prom. por curva)",test,PSBPM-FD,1.0111595398169761,1.0028178346255368
2,1. MAE   (L^1),train,FAR,1.5403889408713531,1.0
2,1. MAE   (L^1),train,RF,1.332827955677103,0.8661338319568945
2,1. MAE   (L^1),train,GBT,1.0,0.6546610587407198
2,1. MAE   (L^1),train,PSBPM-FD,1.524886226956223,0.9902422666426192
2,1. MAE   (L^1),test,FAR,1.023738623524257,1.0
2,1. MAE   (L^1),test,RF,1.1508329542049982,1.1243476189401014
2,1. MAE   (L^1),test,GBT,1.0873035696709912,1.0656276346928495
2,1. MAE   (L^1),test,PSBPM-FD,1.0269698100255236,1.0031311450724893
2,2. RMSE  (L^2),train,FAR,1.5437929275286588,1.0
2,2. RMSE  (L^2),train,RF,1.333090041313049,0.8647879639486519
2,2. RMSE  (L^2),train,GBT,1.0,0.6526098294040592
2,2. RMSE  (L^2),train,PSBPM-FD,1.5308188282005981,0.9920552792739789
2,2. RMSE  (L^2),test,FAR,1.0192106706266482,1.0
2,2. RMSE  (L^2),test,RF,1.1213541529247049,1.100670876314761
2,2. RMSE  (L^2),test,GBT,1.0728295569294979,1.0545718836609044
2,2. RMSE  (L^2),test,PSBPM-FD,1.0209329491867853,1.001686617689285
2,"3. Error maximo (L^inf, prom. por curva)",train,FAR,1.423222109185418,1.0
2,"3. Error maximo (L^inf, prom. por curva)",train,RF,1.248370734112904,0.8790891345611882
2,"3. Error maximo (L^inf, prom. por curva)",train,GBT,1.0,0.7073169381589162
2,"3. Error maximo (L^inf, prom. por curva)",train,PSBPM-FD,1.4109084971116002,0.9925262071845606
2,"3. Error maximo (L^inf, prom. por curva)",test,FAR,1.0185643340638184,1.0
2,"3. Error maximo (L^inf, prom. por curva)",test,RF,1.1022225466970974,1.0821811835531894
2,"3. Error maximo (L^inf, prom. por curva)",test,GBT,1.0635056413412236,1.0451090723448266
2,"3. Error maximo (L^inf, prom. por curva)",test,PSBPM-FD,1.0146330097115634,0.9962240464042731
3,1. MAE   (L^1),train,FAR,1.981258207523053,1.0
3,1. MAE   (L^1),train,RF,1.7441144450712773,0.8797521132685324
3,1. MAE   (L^1),train,GBT,1.0,0.5102695493308149
3,1. MAE   (L^1),train,PSBPM-FD,1.9618050737423245,0.9904792868461784
3,1. MAE   (L^1),test,FAR,1.021399123993397,1.0
3,1. MAE   (L^1),test,RF,1.2983038024656866,1.2698264165713162
3,1. MAE   (L^1),test,GBT,1.110338687078051,1.0904618622992444
3,1. MAE   (L^1),test,PSBPM-FD,1.023522724817763,1.0021427210850555
3,2. RMSE  (L^2),train,FAR,1.9653994048434604,1.0
3,2. RMSE  (L^2),train,RF,1.7182728632189688,0.8742702970066304
3,2. RMSE  (L^2),train,GBT,1.0,0.5135663461420105
3,2. RMSE  (L^2),train,PSBPM-FD,1.9493125223712384,0.9921579679252748
3,2. RMSE  (L^2),test,FAR,1.015297270010582,1.0
3,2. RMSE  (L^2),test,RF,1.2393368503868696,1.2204495468278407
3,2. RMSE  (L^2),test,GBT,1.0905041290717468,1.0757864084158706
3,2. RMSE  (L^2),test,PSBPM-FD,1.0160864220143353,1.000824237084886
3,"3. Error maximo (L^inf, prom. por curva)",train,FAR,1.9037884520375024,1.0
3,"3. Error maximo (L^inf, prom. por curva)",train,RF,1.6495576037820607,0.8666769267313926
3,"3. Error maximo (L^inf, prom. por curva)",train,GBT,1.0,0.5292197793797653
3,"3. Error maximo (L^inf, prom. por curva)",train,PSBPM-FD,1.8875053302515592,0.9922464486086084
3,"3. Error maximo (L^inf, prom. por curva)",test,FAR,1.0131688119163906,1.0
3,"3. Error maximo (L^inf, prom. por curva)",test,RF,1.1894500957735357,1.1741578422162164
3,"3. Error maximo (L^inf, prom. por curva)",test,GBT,1.100711217565466,1.087035429659226
3,"3. Error maximo (L^inf, prom. por curva)",test,PSBPM-FD,1.0087278666734496,0.9957458873960909
