kn,hs,condicion,lambda_kn
1,0.7336754856305884,1.0,1.6226157975343547
2,0.7862758425560253,7.618219745926705,0.21299146672710928
3,0.7877602205425908,50.24972608598686,0.03229103766173272
4,0.9073594170574041,568.3586173595363,0.0028549154494615656
