M,metrica,bloque,banda,razon_vs_mejor
3,6a. PICP simultaneo (curva completa),test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.1269164655109356
3,6a. PICP simultaneo (curva completa),test,PSBPM-FD (predictiva bayesiana),1.0955727452271231
3,6b. PICP puntual,train,FAR (IC del modelo AR),1.51483765321408
3,6b. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.4512887331757194
3,6b. PICP puntual,train,PSBPM-FD (predictiva bayesiana),1.2612729037169632
3,6b. PICP puntual,test,FAR (IC del modelo AR),1.2766495238873914
3,6b. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.4160741088389122
3,6b. PICP puntual,test,PSBPM-FD (predictiva bayesiana),1.68803578149009
3,7. MPIW,train,FAR (IC del modelo AR),1.0079624189090675
3,7. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0002690757437658
3,7. MPIW,train,PSBPM-FD (predictiva bayesiana),1.0091757941255428
3,7. MPIW,test,FAR (IC del modelo AR),1.007691413108215
3,7. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0000001384135093
3,7. MPIW,test,PSBPM-FD (predictiva bayesiana),1.0335393809137379
