componente,n_activas,VP,FP,FN,VN,sensibilidad,especificidad,exactitud,auc,pip_media_activas,pip_media_inactivas
FPC 1,7,1,0,6,0,0.14285714285714285,0.0,0.14285714285714285,,0.16653571428571426,
FPC 2,7,1,0,6,0,0.14285714285714285,0.0,0.14285714285714285,,0.16610714285714284,
FPC 3,7,1,0,6,0,0.14285714285714285,0.0,0.14285714285714285,,0.15953571428571425,
FPC 4,7,1,0,6,0,0.14285714285714285,0.0,0.14285714285714285,,0.159,
FPC 5,7,1,0,6,0,0.14285714285714285,0.0,0.14285714285714285,,0.16978571428571426,
FPC 6,7,1,0,6,0,0.14285714285714285,0.0,0.14285714285714285,,0.14439285714285716,
FPC 7,7,1,0,6,0,0.14285714285714285,0.0,0.14285714285714285,,0.15232142857142855,
