-4.243299360658207009e-01,-1.092623845497205259e+00,-1.216292900358715512e+00,-1.871231769551919166e+00
-4.577826409552840370e-01,-1.129945114346917912e+00,-1.229588455732764762e+00,-1.819110176774197507e+00
-4.909854349996276013e-01,-1.164532030095910997e+00,-1.235685552707041168e+00,-1.752681302290963972e+00
-5.239383181988515048e-01,-1.196384592744185182e+00,-1.234584191281544729e+00,-1.671945146102219004e+00
-5.566412905529556365e-01,-1.225502802291740023e+00,-1.226284371456275446e+00,-1.576901708207962161e+00
-5.890943520619399409e-01,-1.251886658738575298e+00,-1.210786093231233318e+00,-1.467550988608193219e+00
-6.212975027258044181e-01,-1.275536162084691005e+00,-1.188089356606418567e+00,-1.343892987302912845e+00
-6.532507425445490679e-01,-1.296451312330087591e+00,-1.158194161581830528e+00,-1.205927704292120595e+00
-6.849540715181742234e-01,-1.314632109474765054e+00,-1.121100508157470088e+00,-1.053655139575816468e+00
-7.164074896466794407e-01,-1.330078553518722728e+00,-1.076808396333336582e+00,-8.870752931540004660e-01
-7.476109969300648306e-01,-1.342790644461961280e+00,-1.025317826109430452e+00,-7.061881650266728094e-01
-7.785645933683305042e-01,-1.352768382304480488e+00,-9.666287974857513676e-01,-5.109937551938332767e-01
-8.092682789614764616e-01,-1.360011767046280129e+00,-9.007413104622992162e-01,-3.014920636554818123e-01
-8.396276951504987318e-01,-1.363579320931471051e+00,-8.283332336393623985e-01,-8.447785910685107202e-02
-8.693361766186350481e-01,-1.360411241253411951e+00,-7.516076399678758291e-01,1.179658601925541311e-01
-8.983701337261345010e-01,-1.350272158573130543e+00,-6.707339965979116636e-01,3.041404020689259524e-01
-9.267295664729970905e-01,-1.333162072890627048e+00,-5.857123035294700131e-01,4.740457665222642669e-01
-9.544144748592228167e-01,-1.309080984205901022e+00,-4.965425607625506554e-01,6.276819535525689497e-01
-9.814248588848115684e-01,-1.278028892518952908e+00,-4.032247682971537017e-01,7.650489631598402784e-01
-1.007760718549763457e+00,-1.240005797829782264e+00,-3.057589261332788744e-01,8.861467953440780310e-01
-1.033422053854078371e+00,-1.195011700138389754e+00,-2.041450342709269505e-01,9.909754501052819853e-01
-1.058408864797756088e+00,-1.143046599444774492e+00,-9.838309271009733348e-02,1.079534927443452252e+00
-1.082721151380797719e+00,-1.084110495748937364e+00,1.152689854921031681e-02,1.151825227358589832e+00
-1.106358913603201932e+00,-1.018203389050877483e+00,1.255849395069955077e-01,1.207846349850693279e+00
-1.129322151464969171e+00,-9.453252793505956264e-01,2.437910301632578436e-01,1.247598294919763040e+00
-1.151577263187259836e+00,-8.658382183972793689e-01,3.654259339311312638e-01,1.270929892845779952e+00
-1.172687425645154491e+00,-7.844488789303692977e-01,4.811395751813501431e-01,1.275875937268486693e+00
