bloque,MISE,RMSE_f,MISE_truncamiento,energy,Cob95_puntual,ancho_medio,n
train,1.1580890568969013,1.0761454627033007,0.009559594553978744,5.777637345145318,0.9576583034647551,4.343161394235098,279
test,1.9741965266126824,1.4050610401732313,0.012438580884719917,7.154347445224802,0.9165555555555556,5.21825608469481,120
