bloque,modelo,RMSE_scores,R2_scores,sd_ratio,MISE,RMSE_func,n
test,(truncamiento FPCA),,,,0.012438580884719917,0.11152838600428107,120
test,FAR1,0.9859760943354056,0.2744164538334967,0.5069386325441225,1.8411053520075276,1.356873373608432,120
test,GBT,1.424114789924939,-0.537589578867755,0.775108884719927,3.3513992748620964,1.8306827346271928,120
test,RF,1.26752813526318,-0.16621588460471626,0.4005505177227313,3.7902783199971055,1.9468637137707163,120
test,VAR,0.9848934804036995,0.27577736857228785,0.5069477451858639,1.8315015289953946,1.3533297931381674,120
test,media,1.538019644978137,-0.8009901059738859,0.0,8.86541138809996,2.977484070167288,120
test,persistencia,0.9978206368074671,0.1822475220749974,0.9997166814432781,1.3339485830771187,1.1549669186072469,120
train,(truncamiento FPCA),,,,0.009559594553978744,0.09777317911359303,279
train,FAR1,0.8536406342229818,0.2657939337213201,0.49546554543010307,1.2546688125686296,1.1201199991825115,279
train,GBT,0.24799854251466125,0.9358922342478636,0.8730286584183999,0.12153530770003211,0.3486191441961157,279
train,RF,0.6847917749147708,0.5240089022111719,0.5062696786703514,0.8557250052274369,0.9250540553002494,279
train,VAR,0.8536349604118166,0.26580284691235606,0.4954767699337846,1.2546523007936823,1.1201126286198555,279
train,media,1.001124383831279,-4.773494718982955e-06,0.0,2.094004515583708,1.447067557366866,279
train,persistencia,0.9990713759803981,-0.018178467883936917,0.9952474173750105,1.5718006666695048,1.2537147469299006,279
