bloque,FPC,RMSE,R2,sd_ratio,CRPS,Cob95,Ancho,PIT_ks,PIT_forma,n
train,FPC 1,0.7151297398115756,0.49037807915313125,0.6623697078014814,0.4047307444497201,0.967741935483871,2.937922093213459,0.025186379928315406,aproximadamente uniforme,279
train,FPC 2,0.9522619141661967,0.09462164919398242,0.28862349309277174,0.5395414688017812,0.953405017921147,3.769952560261587,0.04754623655913981,aproximadamente uniforme,279
train,FPC 3,0.7335415440546647,0.4628049857483325,0.49506646768254137,0.40316931376404325,0.985663082437276,3.025665384482953,0.03362222222222222,aproximadamente uniforme,279
test,FPC 1,0.9351870940654928,0.4225243482903017,0.6557809687211714,0.4865073413409256,0.9,3.5552739428170033,0.2426,aproximadamente uniforme,120
test,FPC 2,1.0118398995483773,0.08165100526914959,0.2857447867120011,0.5669215608086611,0.95,3.7771210677176716,0.045911111111111125,aproximadamente uniforme,120
test,FPC 3,1.2383262413317493,-0.018535614148421198,0.5862123073035379,0.7434960562432446,0.9,4.299648817790052,0.3195777777777778,aproximadamente uniforme,120
