lectura,norma2,carga_fpc1,carga_fpc2,carga_fpc3,fraccion_explicada
a=0.25,2.8560894375214003,-0.9762952816646955,-0.8929793805025859,0.39644495632476306,0.6679529111856035
a=0.5,2.8209512790519042,-1.2340057135650726,-0.09401667531180062,-1.0120741353998322,0.9060430468520044
b=0.75,2.856089437521401,-0.9708812763759336,0.9653763238140711,0.2357475253943042,0.6757977428055271
b=0.5,2.8209512790519042,-1.2340057135650726,-0.09401667531180062,-1.0120741353998322,0.9060430468520044
