M,media incondicional,mejor lineal (VAR),PSBPM-FD,oráculo (proyectado),brecha lineal-oráculo,ganancia_lineal_sobre_incondicional,fraccion_brecha_recuperada
3,8.86541138809996,1.8315015289953946,1.9741965266126824,1.0414438573970288,0.7900576715983658,0.7934104297231126,-0.18061339411919322
