M,objeto,estrato,n,cobertura,ancho_medio,desvio,crps
3,score 1,q1 (baja),100,0.94,2.934672816678881,-0.00736842105263158,0.3993065718496289
3,score 1,q2,99,0.9595959595959596,2.9064942544683667,0.012227538543328031,0.3829326585987368
3,score 1,q3,100,0.94,2.849879927061498,-0.00736842105263158,0.43449549443537044
3,score 1,q4 (alta),100,0.95,3.801149315781891,0.0026315789473684292,0.5001021883260811
3,curva,q1 (baja),100,0.9427702702702703,4.352191832852055,-0.002921662263767444,
3,curva,q2,99,0.9544772044772044,4.298675249187867,0.008785271943166695,
3,curva,q3,100,0.9314189189189189,4.262396446898169,-0.01427301361511879,
3,curva,q4 (alta),100,0.9541891891891892,5.538295757675715,0.008497256655151442,
