modelo,MISE_test,MISE_train,salto
(truncamiento FPCA),0.012051083164740304,0.009279307219942655,1.2987050519073964
persistencia,1.3565611928942674,1.5058325990926926,0.9008711816384068
VAR,1.6916432267720494,1.1995756413404222,1.4102013816167391
FAR1,1.7001401223954846,1.1994523762809357,1.4174302840326174
PSBPM-FD,1.746554252002911,1.112493033184058,1.5699462377792257
GBT,2.9437771970764084,0.12008327801439943,24.514464009913304
RF,3.0287624520862364,0.834853100273199,3.6278986699517533
media,7.205495920879136,2.054439493934244,3.50728066811091
