metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.6804963081486822,0.9337965585729678,0.7959868079746928
1. MAE  (L^1),test,mae_f,0.7445532233495672,0.9548499282302785,0.8284927178989479
2. RMSE (L^2),train,rmse_f,0.8530774689621486,1.1705052259345148,0.9980702785565806
2. RMSE (L^2),test,rmse_f,0.942638364790898,1.18718644621519,1.027748796880435
3. E_max promedio por curva,train,linf_medio,1.6655285117500873,2.2418040869879796,1.9197099290851902
3. E_max promedio por curva,test,linf_medio,1.7607375428345382,2.2391926991796494,1.9696440717308659
4. E_max peor de la ventana,train,linf_max,2.4192197398750843,3.960482971536746,3.10242234888102
4. E_max peor de la ventana,test,linf_max,2.666789459807763,3.6811661144036547,3.005387179404903
5. MPIW,train,mpiw,3.373709045625385,3.456723407705762,3.4149686018363554
5. MPIW,test,mpiw,3.3748316031100773,3.454220209407764,3.413848844675401
6. PICP puntual,train,picp,0.8466666666666667,0.9553333333333334,0.9070197530864197
6. PICP puntual,test,picp,0.842,0.93,0.8953303167420814
7. PICPB curva completa,train,picp_simultaneo,0.05,0.55,0.28351851851851856
7. PICPB curva completa,test,picp_simultaneo,0.05,0.4,0.21968325791855203
8. Winkler,train,winkler,4.048790504437301,7.006281337968858,5.028476672520096
8. Winkler,test,winkler,4.366444517093317,6.538590682938294,5.166066916035641
9. Winkler max promedio,train,winkler_max_medio,13.082508642520732,32.09265949236882,21.253417804599593
9. Winkler max promedio,test,winkler_max_medio,15.976119677273024,33.41944122749097,23.510045041760844
10. Winkler max peor ventana,train,winkler_max_glob,38.32602581299886,102.16942649637666,63.64772549158456
10. Winkler max peor ventana,test,winkler_max_glob,46.4317583711152,107.63185110537113,66.95236798463462
