variable,FPC 1,FPC 1_sd,FPC 2,FPC 2_sd,FPC 3,FPC 3_sd,FPC 4,FPC 4_sd
fpc_1_lag1,1.0,0.0,0.0,0.0,0.347,0.49073210614346396,0.0,0.0
fpc_2_lag1,0.0,0.0,1.0,0.0,0.0,0.0,0.2506666666666667,0.35449619963485585
fpc_3_lag1,0.0,0.0,0.183,0.10700882621956426,1.0,0.0,0.0,0.0
fpc_4_lag1,0.0,0.0,0.0,0.0,0.23300000000000004,0.3087699611181257,1.0,0.0
