t,bloque,I_t_puntual,I_t_simultaneo
429,train,0.84,0.0
430,train,0.72,0.0
431,train,0.8933333333333333,0.0
432,train,0.88,0.0
433,train,0.84,0.0
434,train,0.8133333333333334,0.0
435,train,0.8933333333333333,0.0
436,train,0.8,0.0
437,train,0.92,0.0
438,train,0.8933333333333333,0.0
439,train,0.9866666666666667,0.0
440,train,0.9866666666666667,0.0
441,train,0.9733333333333334,0.0
442,train,0.9333333333333333,0.0
443,train,1.0,1.0
444,train,0.9733333333333334,0.0
445,train,0.8266666666666667,0.0
446,train,0.6,0.0
447,train,0.88,0.0
448,train,0.84,0.0
449,train,0.8666666666666667,0.0
450,train,0.8533333333333334,0.0
451,train,0.84,0.0
452,train,0.88,0.0
453,train,0.8666666666666667,0.0
454,train,0.8666666666666667,0.0
455,train,0.8933333333333333,0.0
456,train,0.9866666666666667,0.0
457,train,1.0,1.0
458,train,0.9733333333333334,0.0
459,train,1.0,1.0
460,train,1.0,1.0
461,train,0.9866666666666667,0.0
462,train,1.0,1.0
463,train,0.9733333333333334,0.0
464,train,1.0,1.0
465,train,0.9866666666666667,0.0
466,train,0.9733333333333334,0.0
467,train,0.96,0.0
468,train,1.0,1.0
469,train,0.9733333333333334,0.0
470,train,0.9733333333333334,0.0
471,train,0.6266666666666667,0.0
472,train,0.8933333333333333,0.0
473,train,0.8,0.0
474,train,0.8533333333333334,0.0
475,train,0.8266666666666667,0.0
476,train,0.92,0.0
477,train,0.76,0.0
478,train,0.88,0.0
479,train,0.88,0.0
480,train,0.9066666666666666,0.0
481,train,0.8666666666666667,0.0
482,train,0.84,0.0
483,train,0.76,0.0
484,train,0.9066666666666666,0.0
485,train,0.88,0.0
486,train,0.8533333333333334,0.0
487,train,0.8533333333333334,0.0
488,train,0.9066666666666666,0.0
489,train,0.92,0.0
490,train,0.8,0.0
491,train,0.8533333333333334,0.0
492,train,0.9466666666666667,0.0
493,train,0.7733333333333333,0.0
494,train,0.8666666666666667,0.0
495,train,0.88,0.0
496,train,0.9466666666666667,0.0
497,train,1.0,1.0
498,train,0.84,0.0
499,train,0.8266666666666667,0.0
500,train,0.9466666666666667,0.0
501,train,0.8933333333333333,0.0
502,train,0.8933333333333333,0.0
503,train,0.9466666666666667,0.0
504,train,0.9466666666666667,0.0
505,train,0.96,0.0
506,train,0.9866666666666667,0.0
507,train,1.0,1.0
508,train,1.0,1.0
509,train,1.0,1.0
510,train,1.0,1.0
511,train,1.0,1.0
512,train,0.96,0.0
513,train,0.88,0.0
514,train,0.8,0.0
515,train,0.9333333333333333,0.0
516,train,0.84,0.0
517,train,0.9733333333333334,0.0
518,train,1.0,1.0
519,train,0.9733333333333334,0.0
520,train,0.9866666666666667,0.0
521,train,0.9733333333333334,0.0
522,train,0.9866666666666667,0.0
523,train,0.84,0.0
524,train,0.7866666666666666,0.0
525,train,0.9733333333333334,0.0
526,train,0.9866666666666667,0.0
527,train,0.9333333333333333,0.0
528,train,1.0,1.0
529,train,0.9866666666666667,0.0
530,train,1.0,1.0
531,train,0.9866666666666667,0.0
532,train,0.9866666666666667,0.0
533,train,1.0,1.0
534,train,1.0,1.0
535,train,1.0,1.0
536,train,0.9733333333333334,0.0
537,train,0.96,0.0
538,train,0.8666666666666667,0.0
539,train,0.96,0.0
540,train,1.0,1.0
541,train,0.7066666666666667,0.0
542,train,0.8133333333333334,0.0
543,train,0.9333333333333333,0.0
544,train,0.9066666666666666,0.0
545,train,0.8933333333333333,0.0
546,train,1.0,1.0
547,train,0.88,0.0
548,train,0.7866666666666666,0.0
549,train,0.84,0.0
550,train,0.9733333333333334,0.0
551,train,1.0,1.0
552,train,0.9466666666666667,0.0
553,train,0.7466666666666667,0.0
554,train,0.8133333333333334,0.0
555,train,0.8933333333333333,0.0
556,train,0.9066666666666666,0.0
557,train,0.9466666666666667,0.0
558,train,0.9866666666666667,0.0
559,train,0.41333333333333333,0.0
560,train,0.9066666666666666,0.0
561,train,0.8933333333333333,0.0
562,train,0.9066666666666666,0.0
563,train,0.8533333333333334,0.0
564,train,0.8666666666666667,0.0
565,train,0.8133333333333334,0.0
566,train,0.92,0.0
567,train,0.92,0.0
568,train,0.8933333333333333,0.0
569,train,0.9066666666666666,0.0
570,train,0.84,0.0
571,train,0.92,0.0
572,train,0.9066666666666666,0.0
573,train,1.0,1.0
574,train,0.9866666666666667,0.0
575,train,0.9066666666666666,0.0
576,train,0.7733333333333333,0.0
577,train,0.76,0.0
578,train,0.72,0.0
579,train,0.92,0.0
580,train,0.92,0.0
581,train,0.9866666666666667,0.0
582,train,1.0,1.0
583,train,1.0,1.0
584,train,0.9466666666666667,0.0
585,train,1.0,1.0
586,train,0.96,0.0
587,train,0.7466666666666667,0.0
588,train,0.9733333333333334,0.0
589,train,0.9333333333333333,0.0
590,train,0.9866666666666667,0.0
591,train,0.64,0.0
592,train,0.8266666666666667,0.0
593,train,0.8933333333333333,0.0
594,train,0.8533333333333334,0.0
595,train,0.8,0.0
596,train,0.8533333333333334,0.0
597,train,0.9066666666666666,0.0
598,train,1.0,1.0
599,train,0.5866666666666667,0.0
600,train,0.8933333333333333,0.0
601,train,0.8266666666666667,0.0
602,train,0.84,0.0
603,train,0.8533333333333334,0.0
604,train,0.8266666666666667,0.0
605,train,0.8133333333333334,0.0
606,train,0.8,0.0
607,train,0.8266666666666667,0.0
608,train,0.9466666666666667,0.0
609,train,0.88,0.0
610,train,0.88,0.0
611,train,0.9866666666666667,0.0
612,train,1.0,1.0
613,train,0.9866666666666667,0.0
614,train,1.0,1.0
615,train,1.0,1.0
616,train,0.9866666666666667,0.0
617,train,0.96,0.0
618,train,1.0,1.0
619,train,1.0,1.0
620,train,0.9866666666666667,0.0
621,train,0.9466666666666667,0.0
622,train,0.9733333333333334,0.0
623,train,0.7733333333333333,0.0
624,train,0.8666666666666667,0.0
625,train,0.8133333333333334,0.0
626,train,0.88,0.0
627,train,0.72,0.0
628,train,0.92,0.0
629,train,0.8266666666666667,0.0
630,train,0.84,0.0
631,train,0.72,0.0
632,train,0.9733333333333334,0.0
633,train,0.9733333333333334,0.0
634,train,0.7066666666666667,0.0
635,train,0.9066666666666666,0.0
636,train,0.9866666666666667,0.0
637,train,0.9866666666666667,0.0
638,train,0.96,0.0
639,train,1.0,1.0
640,train,0.96,0.0
641,train,0.96,0.0
642,train,0.9866666666666667,0.0
643,train,0.9866666666666667,0.0
644,train,0.6133333333333333,0.0
645,train,0.8666666666666667,0.0
646,train,0.84,0.0
647,train,0.9333333333333333,0.0
648,train,0.96,0.0
649,train,0.9866666666666667,0.0
650,train,1.0,1.0
651,train,0.96,0.0
652,train,0.9733333333333334,0.0
653,train,0.9866666666666667,0.0
654,train,0.9733333333333334,0.0
655,train,0.56,0.0
656,train,0.92,0.0
657,train,0.8133333333333334,0.0
658,train,0.9466666666666667,0.0
659,train,1.0,1.0
660,train,0.9333333333333333,0.0
661,train,1.0,1.0
662,train,1.0,1.0
663,train,0.9866666666666667,0.0
664,train,0.9733333333333334,0.0
665,train,0.9866666666666667,0.0
666,train,1.0,1.0
667,train,1.0,1.0
668,train,1.0,1.0
669,train,1.0,1.0
670,train,0.9866666666666667,0.0
671,train,1.0,1.0
672,train,0.9866666666666667,0.0
673,train,0.9733333333333334,0.0
674,train,0.9866666666666667,0.0
675,train,0.8933333333333333,0.0
676,train,0.84,0.0
677,train,0.8133333333333334,0.0
678,train,0.84,0.0
679,train,0.9333333333333333,0.0
680,train,0.7733333333333333,0.0
681,train,0.8666666666666667,0.0
682,train,1.0,1.0
683,train,0.9066666666666666,0.0
684,train,1.0,1.0
685,train,0.9733333333333334,0.0
686,train,0.96,0.0
687,train,0.9866666666666667,0.0
688,train,0.84,0.0
689,train,0.68,0.0
690,train,0.84,0.0
691,train,0.9333333333333333,0.0
692,train,0.9733333333333334,0.0
693,train,0.9466666666666667,0.0
694,train,0.9466666666666667,0.0
695,train,0.9866666666666667,0.0
696,train,0.9866666666666667,0.0
697,train,1.0,1.0
698,train,0.9733333333333334,0.0
699,train,0.9066666666666666,0.0
700,train,1.0,1.0
701,test,1.0,1.0
702,test,0.8266666666666667,0.0
703,test,0.8533333333333334,0.0
704,test,0.8666666666666667,0.0
705,test,0.7066666666666667,0.0
706,test,1.0,1.0
707,test,1.0,1.0
708,test,0.9466666666666667,0.0
709,test,0.72,0.0
710,test,0.84,0.0
711,test,0.96,0.0
712,test,0.8266666666666667,0.0
713,test,0.8933333333333333,0.0
714,test,0.84,0.0
715,test,0.8933333333333333,0.0
716,test,0.8666666666666667,0.0
717,test,0.92,0.0
718,test,0.8933333333333333,0.0
719,test,0.9066666666666666,0.0
720,test,1.0,1.0
721,test,0.88,0.0
722,test,0.8,0.0
723,test,0.8933333333333333,0.0
724,test,0.84,0.0
725,test,0.9066666666666666,0.0
726,test,0.8666666666666667,0.0
727,test,0.84,0.0
728,test,0.92,0.0
729,test,0.7866666666666666,0.0
730,test,0.84,0.0
731,test,0.8533333333333334,0.0
732,test,0.9733333333333334,0.0
733,test,0.8933333333333333,0.0
734,test,0.8266666666666667,0.0
735,test,0.9466666666666667,0.0
736,test,0.88,0.0
737,test,0.8266666666666667,0.0
738,test,0.9466666666666667,0.0
739,test,0.8933333333333333,0.0
740,test,0.8266666666666667,0.0
741,test,0.8666666666666667,0.0
742,test,0.8,0.0
743,test,0.9066666666666666,0.0
744,test,0.7333333333333333,0.0
745,test,0.8933333333333333,0.0
746,test,0.9466666666666667,0.0
747,test,0.9466666666666667,0.0
748,test,0.9066666666666666,0.0
749,test,0.7866666666666666,0.0
750,test,0.9333333333333333,0.0
751,test,0.8933333333333333,0.0
752,test,0.8266666666666667,0.0
753,test,0.96,0.0
754,test,0.8666666666666667,0.0
755,test,0.68,0.0
756,test,0.88,0.0
757,test,0.9333333333333333,0.0
758,test,0.92,0.0
759,test,0.9066666666666666,0.0
760,test,0.92,0.0
761,test,0.84,0.0
762,test,0.8666666666666667,0.0
763,test,0.92,0.0
764,test,0.8933333333333333,0.0
765,test,0.92,0.0
766,test,0.8266666666666667,0.0
767,test,0.8266666666666667,0.0
768,test,0.92,0.0
769,test,0.84,0.0
770,test,0.9333333333333333,0.0
771,test,0.96,0.0
772,test,0.8133333333333334,0.0
773,test,0.8266666666666667,0.0
774,test,0.88,0.0
775,test,0.8666666666666667,0.0
776,test,0.9066666666666666,0.0
777,test,0.84,0.0
778,test,0.8533333333333334,0.0
779,test,0.9733333333333334,0.0
780,test,0.88,0.0
781,test,0.88,0.0
782,test,0.88,0.0
783,test,0.8933333333333333,0.0
784,test,0.9066666666666666,0.0
785,test,0.9333333333333333,0.0
786,test,0.84,0.0
787,test,0.88,0.0
788,test,0.88,0.0
789,test,0.84,0.0
790,test,0.8933333333333333,0.0
791,test,0.88,0.0
792,test,0.84,0.0
793,test,0.9866666666666667,0.0
794,test,0.9733333333333334,0.0
795,test,1.0,1.0
796,test,1.0,1.0
797,test,0.9733333333333334,0.0
798,test,0.8,0.0
799,test,0.7066666666666667,0.0
800,test,0.8266666666666667,0.0
801,test,0.7466666666666667,0.0
802,test,0.7333333333333333,0.0
803,test,0.8133333333333334,0.0
804,test,0.8666666666666667,0.0
805,test,0.9866666666666667,0.0
806,test,0.9866666666666667,0.0
807,test,0.9866666666666667,0.0
808,test,1.0,1.0
809,test,0.96,0.0
810,test,0.9466666666666667,0.0
811,test,0.6,0.0
812,test,0.8666666666666667,0.0
813,test,0.8266666666666667,0.0
814,test,0.88,0.0
815,test,0.9333333333333333,0.0
816,test,0.9066666666666666,0.0
817,test,0.9466666666666667,0.0
818,test,0.9733333333333334,0.0
819,test,0.9866666666666667,0.0
820,test,1.0,1.0
821,test,0.9866666666666667,0.0
822,test,0.9866666666666667,0.0
823,test,0.9866666666666667,0.0
824,test,0.9333333333333333,0.0
825,test,1.0,1.0
826,test,0.92,0.0
827,test,1.0,1.0
828,test,1.0,1.0
829,test,0.9866666666666667,0.0
830,test,1.0,1.0
831,test,1.0,1.0
832,test,0.96,0.0
833,test,1.0,1.0
834,test,0.96,0.0
835,test,1.0,1.0
836,test,0.9733333333333334,0.0
837,test,0.9466666666666667,0.0
838,test,1.0,1.0
839,test,0.96,0.0
840,test,1.0,1.0
841,test,0.9866666666666667,0.0
842,test,0.64,0.0
843,test,0.9066666666666666,0.0
844,test,0.8666666666666667,0.0
845,test,0.84,0.0
846,test,0.8666666666666667,0.0
847,test,0.88,0.0
848,test,0.9066666666666666,0.0
849,test,0.88,0.0
850,test,0.8266666666666667,0.0
851,test,0.8533333333333334,0.0
852,test,0.8933333333333333,0.0
853,test,0.76,0.0
854,test,0.76,0.0
855,test,0.9333333333333333,0.0
856,test,0.96,0.0
857,test,0.9466666666666667,0.0
858,test,0.9733333333333334,0.0
859,test,0.9866666666666667,0.0
860,test,1.0,1.0
861,test,0.9733333333333334,0.0
862,test,1.0,1.0
863,test,1.0,1.0
864,test,0.9866666666666667,0.0
865,test,0.9733333333333334,0.0
866,test,0.9866666666666667,0.0
867,test,0.9866666666666667,0.0
868,test,1.0,1.0
869,test,0.9866666666666667,0.0
870,test,0.9733333333333334,0.0
871,test,0.96,0.0
872,test,1.0,1.0
873,test,0.9733333333333334,0.0
874,test,0.9866666666666667,0.0
875,test,1.0,1.0
876,test,0.9866666666666667,0.0
877,test,0.9333333333333333,0.0
878,test,0.9866666666666667,0.0
879,test,0.9866666666666667,0.0
880,test,0.9866666666666667,0.0
881,test,0.56,0.0
882,test,0.96,0.0
883,test,0.92,0.0
884,test,0.9333333333333333,0.0
885,test,0.92,0.0
886,test,0.8133333333333334,0.0
887,test,0.88,0.0
888,test,0.9466666666666667,0.0
889,test,0.9466666666666667,0.0
890,test,0.96,0.0
891,test,0.9466666666666667,0.0
892,test,0.6533333333333333,0.0
893,test,0.8266666666666667,0.0
894,test,0.84,0.0
895,test,1.0,1.0
896,test,0.8666666666666667,0.0
897,test,0.64,0.0
898,test,0.84,0.0
899,test,0.84,0.0
900,test,0.8,0.0
901,test,0.9466666666666667,0.0
902,test,0.8,0.0
903,test,0.88,0.0
904,test,0.92,0.0
905,test,0.92,0.0
906,test,0.8533333333333334,0.0
907,test,0.96,0.0
908,test,1.0,1.0
909,test,0.9866666666666667,0.0
910,test,0.9733333333333334,0.0
911,test,0.9333333333333333,0.0
912,test,1.0,1.0
913,test,1.0,1.0
914,test,0.9866666666666667,0.0
915,test,0.9866666666666667,0.0
916,test,0.9733333333333334,0.0
917,test,1.0,1.0
918,test,0.8266666666666667,0.0
919,test,0.6933333333333334,0.0
920,test,0.96,0.0
921,test,0.9866666666666667,0.0
922,test,0.9733333333333334,0.0
923,test,1.0,1.0
924,test,1.0,1.0
925,test,0.9333333333333333,0.0
926,test,0.9866666666666667,0.0
927,test,0.9866666666666667,0.0
928,test,0.9866666666666667,0.0
929,test,0.9866666666666667,0.0
930,test,0.6533333333333333,0.0
931,test,0.8666666666666667,0.0
932,test,0.8133333333333334,0.0
933,test,0.8933333333333333,0.0
934,test,0.96,0.0
935,test,0.8133333333333334,0.0
