bloque,MISE,RMSE_f,MISE_truncamiento,energy,Cob95_puntual,ancho_medio,n
train,1.1101324175420486,1.0536282159955894,0.03396355123414175,5.573337789054582,0.94805256869773,3.9910364473429,279
test,1.0142934481561325,1.007121367143073,0.03484900635953178,5.39785147173489,0.9288888888888889,3.9656827091677647,120
