t,sigma2_media,sigma2_min,sigma2_max,resid2_media
48,1.5216119127155159,1.2947658928042736,1.6692033511707367,1.0285390452877197
49,1.3140428205349906,1.0943633357750486,1.5032496418524572,8.54694539177018
50,2.622677603555802,1.082919489295003,3.7551205774820064,0.4160291253857026
51,1.7904647523709707,1.3068786119784415,2.04252588245603,0.23650491149384412
52,1.288878634389562,1.1833528491654557,1.36534126213502,5.941383574322771
53,2.1147237361205473,1.1552058930898734,2.732657046403811,0.48832462030140467
54,1.517075696193806,1.277838682577117,1.6315826141499177,0.21120454237686398
55,1.1313493569652848,1.0902347597169904,1.1549096796171097,0.8461113430340323
56,1.0488838150987398,0.924528744431813,1.147919459951669,1.4754933720731627
57,1.1038136605339546,0.8928520249082796,1.3717974147517416,0.8721063765927193
58,1.0127737112444106,0.918069454218519,1.1826931778708483,0.39871966395288744
59,0.8838511603155157,0.7936725402589366,1.0225056312649738,0.040865542657597634
60,0.7542359703833204,0.7021783114245558,0.8786097867303503,0.3462190400026378
61,0.7434579499315599,0.6753062945842717,0.8733467218219392,0.211698594144384
62,0.7093866638951748,0.6391791875661146,0.8376270236510597,0.20935507179845175
63,0.6881388356298808,0.6190001391800459,0.8492949186017117,0.3737464506229611
64,0.7162187137018521,0.6885673036356251,0.8162307520515599,1.3456119572297192
65,0.9142197906176696,0.8993717582260412,0.9333374311187488,3.1238531069998805
66,1.3602430703172523,0.9856996838186123,1.6122334277022345,2.556616792768879
67,1.503837618576501,1.0791254659884042,1.7451677633938099,0.46883016018974305
68,1.1753297348322582,1.1270572278246727,1.2037914359222746,0.04826804623582501
69,0.9166518021076083,0.9000111226723649,0.9663305341097346,0.5633358147838864
70,0.8645829688013553,0.762584365895097,1.0210910636101058,0.8164972364752536
71,0.8874146420159057,0.8321070450467205,0.9811756729138681,0.18779744726971134
72,0.7887720500451313,0.7590807596474323,0.8755421875651741,0.4532920469450043
73,0.7852441297823027,0.7484077011728585,0.8776593609961274,1.0908355868434614
74,0.8960236190305274,0.7756979921793286,1.0617734361145463,0.7683548874289229
75,0.9096346384176873,0.7864739988641853,0.9976369431825447,1.12229244387426
76,0.9950105469108481,0.9055825934963901,1.1012940209221131,0.7919703283822808
77,0.9782876782706362,0.883417979570548,1.0766547327962896,0.7086779372759986
78,0.9353110897769263,0.8252312806352369,1.0607185787559732,0.7302073469904574
79,0.9040832113366999,0.756320254633372,1.1233861145905173,0.39288113933391144
80,0.8303251279948634,0.7951274040197169,0.9269412033501706,0.5725389677668852
81,0.8257608452862792,0.7112008215358852,0.9734805296980547,7.126937938594268
82,2.0820423206957557,1.4148157819281408,2.4101819987393323,6.622427041656642
83,2.7301919489475712,1.65714815423806,3.454113211031332,6.285602098583956
84,3.026728131139594,1.4851826620806419,4.13233206112321,0.7731585534309884
85,2.079098748196131,1.510729391552451,2.354483762514457,4.910440824712474
86,2.371944755002999,1.3108893605943244,3.1216554825468474,1.4787416278356749
87,1.8718931910604169,1.299453049672346,2.2119378222072754,0.12868960789768827
88,1.3249640571367325,1.1479370269125488,1.4340166353411998,1.004885619533436
89,1.1916050046662183,1.0468492027330663,1.3282929870233693,0.6209494040416372
90,1.0347031675642155,0.9735368931644781,1.0979169353894478,0.42307359317867765
91,0.9169909354536551,0.8828130765207531,0.9453635934134104,0.6032053234039743
92,0.871625157210749,0.759668580249378,1.0547277536896214,0.4048860197202576
93,0.8068116924825235,0.70049173615702,0.9993306186146897,0.725747474120274
94,0.8300534268825934,0.720787495946602,1.0147693281622217,0.5247927496309698
95,0.8073019172865135,0.7288567459367463,0.9458274778391982,1.4178536262959036
96,0.9482896958078568,0.7846999662202132,1.2361688248947524,1.1403485031918659
97,0.9969024256947747,0.846970586540783,1.136883344501253,0.2186701327419736
98,0.8475414461730361,0.7696497911305189,0.9976521940401961,0.2551116873020415
99,0.7661126132736081,0.6879856400496743,0.9165652189502416,0.3737865514234128
100,0.742984057677136,0.635035587505852,0.9548770552575655,1.022096835862432
101,0.8572705976879146,0.7946111852536192,0.9784378453641167,0.578496350490028
102,0.84103472789831,0.7716403667287677,0.9354735148042086,0.41191403809341126
103,0.8075377706023675,0.7678280685340075,0.8914373264593665,0.020955703928491103
104,0.7127105072672969,0.6617383173897852,0.8405278988791549,0.334522459255193
105,0.7078982778842898,0.6138765249423739,0.8624974303709692,0.4732143424325801
106,0.7258231756079534,0.606724014629056,0.9448325754672044,0.14610044563862018
107,0.6873127516121197,0.6180490307743172,0.8305811419530713,0.13553870310266294
108,0.6621888521909036,0.5828965364136507,0.8321310364498713,0.24711295038358608
109,0.675359175209659,0.6202701447257377,0.8073072522607656,0.2083619011940432
110,0.6741001308198141,0.6060135358958447,0.8138300313603347,1.2563828327313433
111,0.8672496030520838,0.6898706181852203,1.081688733701469,0.5466963461688104
112,0.833065099219198,0.7537206358121575,0.9549681342056928,0.7174240701772587
113,0.8655742816917181,0.8311950103587659,0.9050744339242014,3.7771398753537953
114,1.4500255268488058,0.8835588726296157,1.9515127682495432,2.1368046439397923
115,1.4733040245536817,0.9702564372297356,1.8365259141224834,0.8975126894735359
116,1.2571169448419939,1.0029890655985503,1.4173686791560458,1.1726327341026754
117,1.166962684686698,1.073155885822013,1.242620423456922,0.7920797898525367
118,1.0619754549272937,0.9703879927889428,1.131286847051046,1.0619797805638629
119,1.0368430382739653,0.8619326475371138,1.2705467174746037,0.5022730212690518
120,0.915754652618448,0.7744866657564503,1.1280187568152775,0.9768884803520101
121,0.9399666662002084,0.8762654347476535,1.0393100086664315,0.9737154129309586
122,0.9670155794595335,0.9015991488815238,1.0138286315496525,0.6792424284410722
123,0.929096986933642,0.8496706966582517,0.9854137381939563,0.7507025719998464
124,0.9074050588594961,0.7903917807508232,1.0777545011205216,0.6439631634018586
125,0.8682001629299257,0.7826725605721264,1.0299956852556655,2.0419712216206034
126,1.1115950487441055,0.808826062759403,1.4495287471628138,1.0000406957392802
127,1.0468435033835912,0.9844750921628203,1.1025856177114903,1.5301710624272578
128,1.1335876603557267,0.9553245076051111,1.2884498954806256,0.7092822303072643
129,1.0283439989792715,0.9480176326743811,1.0824420919986575,0.6524698044919021
130,0.9443232344396728,0.8350403084927847,1.0836180765266228,0.7453160192022849
131,0.9207948600852132,0.8813914704091004,0.9762883165200742,0.42252044536532163
132,0.8445158444107906,0.7947104615258258,0.9412527329977081,0.2342799121525004
133,0.7667459779386632,0.7015060899296826,0.9111794997020238,1.0041039701815848
134,0.8764754576489382,0.7250468667320362,1.0178004645120904,0.23479678333994888
135,0.7912833693905458,0.748566419837466,0.9147568009723955,0.36683867381162916
136,0.7605548398335132,0.6809574417637726,0.9032795032060699,0.9888552541920528
137,0.859788282840136,0.7703544603915609,1.0155781934882946,0.0928530091977211
138,0.7504162320221858,0.6937422800490873,0.8839813610424464,0.15821271453264646
139,0.6995216641899471,0.6256052671675686,0.8412654755160095,0.5261172337187829
140,0.738193051772626,0.6416272564507532,0.931301974434007,0.6808016121612869
141,0.7949520369198447,0.7427521492609328,0.8912568964117533,0.07008160596752407
142,0.7134752817284984,0.6575171994463016,0.8445697924144697,0.6206339918407189
143,0.7545245594822144,0.6290123951687896,0.9381986557315344,1.0080791661371178
144,0.8465293042713558,0.6567038737902839,1.13684466216355,0.22731841591621152
145,0.7583200779609977,0.6707620023364051,0.9103458263071899,0.1382370547863329
146,0.6977199487865001,0.6223522973906721,0.8512854904932958,0.10155342558162288
147,0.6629370477477768,0.590805623362921,0.8097129401234153,1.5754660291369744
148,0.9321553917780517,0.8417880218827509,0.9993613771104152,0.08293377241507636
149,0.793004706030231,0.7543576664034151,0.8869532057776565,0.7025932420635983
150,0.8400466431791523,0.8204083353114122,0.8701211666211313,0.028283020474404175
151,0.7323781747873255,0.6873487062085453,0.8448704096034545,1.2773539522727446
152,0.905361173625776,0.7699428187897603,1.0627745721752753,0.4193076811948571
153,0.8420294291452899,0.8230745455732708,0.9032854550361007,0.13319391237937173
154,0.7471131738736841,0.6884301200517744,0.8914633391355082,0.9117224115558273
155,0.8505642593410448,0.8261740770826871,0.8841069474395873,0.0491391585090663
156,0.7413045860692906,0.693464988231884,0.8606778152055666,0.04637411295533591
157,0.6792052950030082,0.6214232629179957,0.8187574319461802,2.729023531383338
158,1.1774593288876343,0.9423298386470291,1.3460562350407237,0.8627058624659234
159,1.076566752703668,1.0432208122828441,1.0896561287296262,0.3574940367895185
160,0.9213990026622512,0.8867526576361309,0.9801890796770834,2.2838514214139063
161,1.2043670864956884,0.9914922828976682,1.3737172881503672,2.122603989119498
162,1.3545428710768022,1.026112832640973,1.63994890697051,0.27100008861982755
163,1.0730162848902436,0.96542929888827,1.1563252589791335,1.943989077421866
164,1.210055459549279,0.9452271785387127,1.5119030539251237,1.2973596477372777
165,1.180021129632465,1.03632687778256,1.3168368751265893,0.22929375315083703
166,0.9630506864800962,0.9049720535968886,1.0130682134241589,0.46977377202397275
167,0.8756550290900404,0.8319136546148274,0.9899106194391681,1.4343314608161015
168,1.0134725884727684,0.7821499568379098,1.2601423645303955,0.5438981290477221
169,0.9174315379505865,0.8640529454103523,0.9744937287908508,1.1036719776333117
170,0.9502455442235618,0.760398644269489,1.271229044054036,1.1144186721030576
171,0.9800841570923091,0.7601770220349516,1.2467852589101525,0.03148336993594094
172,0.804785348618999,0.7302191409310346,0.954383527482177,0.474259183976967
173,0.7894931035636295,0.7042245209335223,0.9298818984309263,0.6314153507055003
174,0.8125239329616809,0.7176594978434819,0.9593188104088566,0.41791853435847387
175,0.7896210718976541,0.7048061017277589,0.9180734268388886,0.7830173004568459
176,0.8422649765681874,0.7230943058956341,1.003668869886898,2.472071500612945
177,1.1828254741561268,1.0346481151908598,1.3105440354459712,7.427438086420316
178,2.3418670010240237,1.4510933138718305,2.8134238216889194,0.8363851297842246
179,1.7013762837059436,1.329968247443269,1.9033913939626754,1.2441040451868468
180,1.417084958347572,1.201324667740831,1.62961824422114,0.743805248089646
181,1.1785768782713673,1.0016143022458635,1.3276794670385286,0.7373307655913006
182,1.0650946333355515,0.9265920228321565,1.197614062462631,0.0806900141704928
183,0.8678867006673838,0.8319132456714917,0.9538231991366339,0.25924765082842227
184,0.7819093398139,0.7130295070903941,0.904299536081998,0.20026742087216842
185,0.7263435305662026,0.6514310632187006,0.8793218987878788,0.26367660601933235
186,0.7085630669079518,0.6390869843636248,0.8567678965328666,0.217044645221551
187,0.6900200986648829,0.6192993139009028,0.8427541946368482,0.24015193444880972
188,0.6839655832975003,0.6034932958505426,0.8231866212460701,1.0163441315366102
189,0.8129490258680218,0.698515024555858,0.9510178479874594,1.4133403995059168
190,0.96488993242701,0.7500582360980812,1.2309025862676797,1.819306823208375
191,1.1444418235747733,0.9641531688771047,1.2695505911010412,0.4463960094523018
192,0.9891271144830012,0.8899655820175059,1.0774882080687682,0.9808136484235994
193,0.9925930706206987,0.8198620500201448,1.1690313795297014,1.1558041606499947
194,1.042565083318722,0.9347562344958688,1.1566261809924892,0.511690857769032
195,0.9311520278670207,0.8312264103291428,1.0745939098866375,0.9207288587503926
196,0.9388121615790537,0.767529910441687,1.1659333535304244,0.14428812540990185
197,0.8039366828859789,0.7503731713894509,0.9238326076040393,0.2235253863842602
198,0.7408812830265187,0.6775108937911206,0.8739725470284476,1.947782505719335
199,1.0490900829028809,0.9252904514546108,1.1337807148756907,0.6632933099804245
200,0.9737260383102182,0.8810908758266383,1.0445840678540794,0.1284725803371534
201,0.8225486127356101,0.7839765573501385,0.9040401516689054,1.8787888192504973
202,1.0551029465412851,0.7800853682755557,1.3921883612691883,0.18390808126226924
203,0.8729020593205526,0.8173070422950932,0.9927628549867514,0.1809827140456476
204,0.7739126685062245,0.7114456652148371,0.899918364098452,0.5578556182442092
205,0.7776787755591291,0.6551186935452463,1.0110708421794619,1.0303355001667502
206,0.8797953886037393,0.729291086639005,1.0643362506719831,0.23439403851796384
207,0.7840235801326281,0.6912587034958702,0.9685868456794073,1.3869298142461235
208,0.9687070426405965,0.8914972917345114,1.0390343087359104,0.10651141344019784
209,0.8226779895484021,0.7926195835043887,0.8941196241065761,0.04296685469689006
210,0.7257354269549424,0.6851189625589713,0.8363943036307018,1.4040025432648662
211,0.9240690881897645,0.8860958425196406,0.9660813990461952,0.45335401789438
212,0.8543050296519485,0.7757975035175888,0.9647573399581604,0.07377634801815548
213,0.7450189189190036,0.6928412935437878,0.8627326991056055,1.3992600684915528
214,0.9546611573090361,0.825940817238055,1.0642927275397343,0.4917827603374075
215,0.8838437408676024,0.8091066348302394,0.9940882773512463,1.4050122675876178
216,0.9878371573364203,0.8082930081559445,1.2271103135416506,0.41930556317803325
217,0.8735999101472313,0.8190824681111463,0.9579232649474559,0.07922027210507415
218,0.7568569128726551,0.7161088346304693,0.8648905402521334,0.08667735222310606
219,0.6971233710256093,0.6474750364256148,0.81614922977485,0.20695496662975776
220,0.6887396209052555,0.6368082071920884,0.8115635334685389,0.7942248705345745
221,0.7749968384717495,0.612679592931564,1.0516549869397043,0.18881513403045802
222,0.7182872262312509,0.6358205819721024,0.8843010345277613,0.5139822795166997
223,0.7547754281961985,0.662722299314626,0.8879562603394827,0.314043992425958
224,0.7304240078229782,0.6494947134230462,0.8794516922887474,0.2762422474072097
225,0.7116999176667043,0.6310535672821437,0.8691046915771691,0.1595440187009188
226,0.6786154294590442,0.600013604868755,0.8359558874113082,1.7499252944483787
227,0.9509050132744782,0.8302826270798906,1.1595573262349748,0.6362569233700146
228,0.8921092962271095,0.8009353742109032,1.0311692199299443,0.047094307699382935
229,0.7571909035955309,0.701588921554581,0.8955468854045656,2.8169665607432965
230,1.2091453142798645,0.870085357256315,1.5031530443467964,0.08291107657127515
231,0.9444797394940599,0.8478534470274153,1.0623110032630871,0.4554744615949978
232,0.8707122665017674,0.8485008011977663,0.9129040923914207,1.2163396164213738
233,0.9686252929405967,0.9445245196303349,1.0200443747273575,1.570748961600447
234,1.0904774266209663,0.835989280213861,1.3579103583384615,0.5960296703627481
235,0.9782803562532568,0.8543462902802555,1.0894592632989486,0.6145901683225647
236,0.916257046703008,0.8583392599297729,0.9847323471644078,1.0807138200433775
237,0.9526283988558032,0.7715566672506945,1.232747901094169,0.5570867651153983
238,0.8855475071046959,0.8462613502449836,0.9642630978038881,0.9355772695183311
239,0.9231890404079077,0.7738110013587398,1.078837793504687,2.8355591869421106
240,1.33156182742437,1.0321180486599015,1.5483823265053704,1.9907201683682316
241,1.3674130563340112,1.2204485176690063,1.4154032914043797,1.3399086618970004
242,1.2631819481411315,1.1122820158461986,1.3792567675749976,1.6996446731385357
243,1.2542650359117429,1.0751045303729572,1.4720260021357108,0.06422939610905785
244,0.9598213103055107,0.9066035273660681,1.0363061717925819,3.6748175693690324
245,1.4820255950384813,0.9055107685909218,2.0046299492855666,2.523436363151799
246,1.5671582548802436,1.2010454967989868,1.751842032023481,0.15323519618110099
247,1.153075061996784,1.0824477866166025,1.1958186531030275,1.3093066546896643
248,1.145722233647831,0.9454864445212995,1.325726211418489,0.06570393500179489
249,0.9088141178582365,0.852178484747613,0.9857498251834609,1.0909392312571997
250,0.9730090742724148,0.8251492205279229,1.106145093881749,0.6704779975828818
251,0.9156022295506477,0.7960610787492368,1.09272719645869,0.044394344732721296
252,0.7724585808010763,0.7241110774134204,0.8982937001919479,0.689525923709758
253,0.8134188730944008,0.7513354147643063,0.9397295253984383,0.30597331853001014
254,0.7692800071675102,0.7345013783803942,0.8656253951495809,0.4400418417012588
255,0.7665801700806031,0.6667153905129313,0.9250701023555379,0.06292815799947618
256,0.6957420355950578,0.6285290971812284,0.8448549113722277,0.13347377561933538
257,0.6656828818399679,0.5861814728822058,0.8466402681744076,1.8104608948979422
258,0.9711138019032213,0.7776189318930399,1.1725466616132412,1.1373798898056895
259,1.023138923583917,0.9227721895743913,1.1132336469484327,0.701371931915523
260,0.9653083811652131,0.8737869825243852,1.0377526244113704,0.6507720846178872
261,0.9299917596208291,0.8482491322591375,1.0013994006631899,0.051228762824404916
262,0.7875458984212831,0.7502354866821409,0.8821568916266542,0.3819926154503346
263,0.7686230546864284,0.7022958008693059,0.892283820772126,1.0583449763342385
264,0.8698288771821423,0.7201513356514826,1.113196449503563,1.7165822005905291
265,1.084242836018197,0.8370687967625976,1.276792004260726,0.1549518706577226
266,0.8937623286529579,0.8521025739182211,0.9699286061924219,1.3839942207699625
267,1.0097843736673986,0.8775485745133687,1.173054341927292,0.0775817615686103
268,0.8297056802986764,0.7776008653023319,0.9481553571953965,0.3770622148677111
269,0.7874142608936268,0.7048783874258192,0.9197294450090145,0.07250200076732745
270,0.7065702643791064,0.6447461981805696,0.8440080884684407,2.207924327622036
271,1.0457453237868182,0.6933617483866997,1.5102225618415899,2.931763435221815
272,1.4000728532808928,0.8570596497768834,1.8809019568129006,3.3205293458825436
273,1.6246953293503654,1.1466219664783877,2.1054277478018797,3.039158052467556
274,1.759722869450087,1.2345132586973115,2.126103989621413,1.8291191306125079
275,1.5983085047595187,1.1732422034861636,1.9277879594524765,4.092056620232929
276,1.8764238008712115,1.0756200953317312,2.814899052819669,1.1006064010488006
277,1.4821617135754181,1.0211671225605718,1.8762696998383577,0.0951704893340029
278,1.0923733748377062,0.9723999958050813,1.1794679515484279,0.7226211210833835
279,0.9982487257264453,0.856152413044994,1.136601466500399,0.10913393966324317
280,0.8312148627685447,0.7843321849453974,0.9502632046694223,3.040764114799454
281,1.2963214996707417,0.9401230028712833,1.5582947232552917,0.7960138658779934
282,1.1447552350905477,0.9295534581733905,1.333224101285634,4.232035070001897
283,1.7206009020920348,1.2402819028507277,2.035367024541174,0.06738283136867942
284,1.233171270211897,1.1306187480944514,1.3201935240453953,3.0709602667166576
285,1.507432893261609,1.0111826160572448,1.965060509154124,0.3765891260289463
286,1.1674423715259608,0.9581277121010524,1.321143319103649,1.309770314927857
287,1.161584140084489,0.9630892477175985,1.3210520546910822,7.113399367637012
288,2.221918540732045,1.022784821514859,3.3824006447174897,1.0690020184562528
289,1.6784272635097504,1.299462920758618,1.82575766131941,1.5813686849650102
290,1.501606364299746,1.2052028466054554,1.708948221250496,1.339416908587434
291,1.3683605695682879,1.0923528965665854,1.6072181982542297,0.7527960311679862
292,1.1623689060223377,0.9791000276560332,1.3333397908634024,0.089868958304355
293,0.9166425787030251,0.8753969722786279,0.9923979370081899,0.36961641942672036
294,0.8209204681648435,0.7392925240198103,0.9923823673916596,0.9293574719520935
295,0.893018503819409,0.8477557706287355,0.930928866639038,4.855677700500059
296,1.7037459217781612,0.8838788015634402,2.3987496645548188,1.174715818540047
297,1.4388940086169117,1.169502942588155,1.6037965501761862,0.6985974160549706
298,1.198071978797718,1.066728362056872,1.3013433041392597,0.9584779180668932
299,1.1142885753762874,0.9964314834105688,1.2048480697398503,0.1962606348677108
300,0.9152343045711475,0.8906974121509048,0.9771666734774378,0.7089506063318419
301,0.9048964173295059,0.8892466243309215,0.9278686587689955,0.6308819516751487
302,0.8796242173426279,0.8518179719219693,0.9485636840789576,0.25913947615290167
303,0.7974759069599424,0.7437072734998058,0.894969718504301,0.10057748731818947
304,0.7189642080619093,0.6636238636315551,0.8442745055392669,2.1567610887599886
305,1.07520676211549,0.9443871478614274,1.1809357061896852,0.32851390393492164
306,0.9258967083557261,0.8926239571057832,0.9642056521627463,0.06482912052563054
307,0.784344711214,0.7462841107095693,0.8900700750465791,3.48717080418563
308,1.337947695905723,0.8532485424081548,1.8752620647187088,0.2810290919168533
309,1.0516665188050205,0.8711865760299082,1.1930327018971179,2.334925146576045
310,1.282002188052729,1.0560972516491494,1.4286990059900968,1.15685881318026
311,1.196205752339524,1.0290206058793607,1.2923391002011038,0.2836917822090086
312,0.9747590098445983,0.9401330564754298,1.0210828903826121,1.3676866330753878
313,1.041453609449251,0.9972711162461942,1.1017548729138746,0.3077246941486817
314,0.8925710951348463,0.830290904465113,0.9731108094340886,0.8570622231379572
315,0.905121371168884,0.7371068559087632,1.1389931549921608,0.3761601530862593
316,0.8293246091416899,0.7352481581027521,0.9767481229581756,0.1121590585891836
317,0.7429369032864386,0.6974503077266532,0.8606268530589614,0.84997891185183
318,0.8309433897235257,0.6978801203134755,0.9715528131004372,0.1356056561092482
319,0.7440032542906898,0.6677001332374434,0.904405736530401,0.5438666609298143
320,0.7722450624143449,0.7089792838719937,0.8888927465223981,0.23844535898291502
321,0.7299203635856402,0.6673963286002741,0.8503718002926153,2.1592891889210106
322,1.0387544591640916,0.7518403377782603,1.493725544800789,0.09965844728562209
323,0.8429018658681694,0.760144096134635,1.0002797679484052,0.03688128635524954
324,0.7323782921037056,0.6805504012720524,0.8599085594791722,0.22261839496003044
325,0.7065929842494679,0.6463011008501318,0.8398742881847536,2.775639762174327
326,1.1584208051461935,1.066704602115592,1.2973474224907644,5.040949235917942
327,1.857044031655347,1.0691364048934848,2.432396918075815,0.22454208626490763
328,1.3274054036013796,1.1176231987526584,1.4450340090170801,1.6199889492861201
329,1.2645710739726397,1.1259417191677885,1.505753774975195,1.7495850766044252
330,1.3042629864415773,1.041962456751264,1.4889143846659438,1.0936428404071632
331,1.1679548675697546,0.9573944535731238,1.4827165084095424,2.426885418253654
332,1.3770314737508598,1.113153021366322,1.5541313723719836,3.6818194491884895
333,1.6995164626655272,1.1355655467152912,2.3280352798999786,1.4153712870295414
334,1.4762296825345036,1.0255203870419298,1.7836867991644376,0.8443388875982876
335,1.2189640712364067,1.164280308673474,1.291563327511073,0.31757428402929916
336,0.9782844103062375,0.9120257670495799,1.1017042476864196,0.0630923709046645
337,0.8097515860384331,0.7622468414217959,0.9253520255982715,0.23880310931310267
338,0.7507163138420142,0.6786221412408104,0.8946301684909488,0.1554436516108984
339,0.6993641530133791,0.6235839046479801,0.851651950237114,0.7543508522908727
340,0.7823616590497534,0.67556826303495,0.9644026630761303,1.0724335162466745
341,0.8807090955259423,0.673113724859177,1.1711216370473108,1.0142483487688225
342,0.9272778223541787,0.8645343416917339,0.9988156374524522,1.5600643789433533
343,1.0506574311170618,0.7920552961833842,1.3790113923588418,1.474418160769445
344,1.0758358523488045,0.8051962699222048,1.5612722055256834,1.1978328815207226
345,1.0804973271985656,0.9572530461393154,1.1606637574603225,0.6280688823121203
346,0.9666577039394214,0.8492686842298728,1.1454282251414036,0.6454316447347161
347,0.9023336646306075,0.8057319064804054,1.0234090095828998,3.4418105932484755
348,1.3894341597126572,1.1779540891912792,1.5362866267542707,0.18538143952383138
349,1.0602950996602765,0.9967538986094513,1.0992143652057849,0.6065525030757023
350,0.9596137197418348,0.8446811369128477,1.0762689799676157,2.9879828255191367
351,1.3600395090007553,0.9486134020579042,1.7064902205467316,0.15543729267801634
352,1.0414289304648718,0.9193237770288194,1.1496383633551468,1.6511079055509512
353,1.1588321967420347,0.8766889862520453,1.4038553566861705,0.1837486290278094
354,0.9366192461300121,0.8394287789203498,1.0566583294177816,0.5394336711248146
355,0.883484793148186,0.8291135580764291,0.9545716585829975,0.3738704601242889
356,0.822433411930111,0.7876194143570914,0.9046008343953293,0.8331555532511858
357,0.8773139107095342,0.8384953926816585,0.9196682791870487,1.1599116680890444
358,0.9695655114480172,0.9023149940281174,1.038745575009941,0.3736735579849943
359,0.8558928529175294,0.7785343429258281,0.9962911076745795,0.09817754128005395
360,0.7482112703051499,0.6852318636398539,0.8910186748587241,1.806548456904574
361,0.9985633733370559,0.816469059249536,1.2640173902499743,0.2666253068534501
362,0.860297319703493,0.8350890292048377,0.957009473030392,0.66131317184335
363,0.8532828741925785,0.7253908103388016,1.029585416547636,0.3669116804477085
364,0.7934208274444332,0.7274814009312304,0.922238815824711,2.180978371517005
365,1.0825157205956881,0.7371334990374236,1.5592540110298392,0.4203219455401948
366,0.9218444069014979,0.7879884559981525,1.0970995758603712,0.0909161973630093
367,0.7828953532956838,0.7293315518653551,0.9022205849833613,0.41830902488028193
368,0.7593919605011037,0.6495378401791811,0.9783540314958349,1.3346281503306519
369,0.9031247164591023,0.6621882570861563,1.3022500009412972,2.2055411952224313
370,1.1450605999014827,1.0536760895369008,1.2714047889425397,0.7923038570626159
371,1.0287858205096838,0.9547455327435579,1.0761681816376323,0.07760875728132974
372,0.8387041313317773,0.8028729772074819,0.9300190363403289,0.544954168333999
373,0.8169578116017503,0.7422747972875351,0.9630819383086789,0.5440396622956999
