bloque,modelo,RMSE_scores,R2_scores,MISE,RMSE_func,MISE_rel_PSBP
train,PSBPM-FD,0.9986063259505986,0.005004518280476644,1.1101324175420486,1.0536282159955894,1.0
train,VAR,0.9980173570501302,0.006184067332510312,1.1129896879523877,1.0549832642996702,1.0025738104438617
train,FAR1,0.9980199819917834,0.00617883969848132,1.1130020570159564,1.0549891264918119,1.0025849524151915
train,RF,0.8440180262549668,0.2891773640682099,0.8135106769541517,0.9019482673380729,0.7328050817175045
train,GBT,0.450981359642433,0.7967910997616082,0.2634841489585399,0.5133070708246087,0.23734479310308032
train,media,1.0011200531890276,-4.802409087401038e-06,1.1196818355611953,1.0581501951808143,1.008602053113889
train,persistencia,1.4361192288343703,-1.05879230096235,2.334940481339092,1.528051203768739,2.103299069951402
train,(truncamiento FPCA),,,0.03396355123414175,,0.03059414417366594
test,PSBPM-FD,0.9742560300737836,-0.0058713237389893,1.0142934481561323,1.007121367143073,1.0
test,VAR,0.979851094995407,-0.017940506668587153,1.03485781361377,1.0172796142721872,1.0202745719150816
test,FAR1,0.9798373816394557,-0.017905463692099666,1.0347457308218806,1.0172245233093236,1.0201640685966453
test,RF,1.0062161373207545,-0.07402482539581057,1.0964514263589833,1.0471157655001586,1.0810002059583492
test,GBT,1.1276420727233862,-0.3580108417800997,1.443836857086571,1.2015976269477944,1.4234902726733556
test,media,0.9717743159832248,-0.0004932989160471024,1.0092749841028743,1.004626788465684,0.9950522562653037
test,persistencia,1.3251613595457066,-0.8564630822929383,1.7469091649923487,1.3217069134238304,1.722291678180537
test,(truncamiento FPCA),,,0.03484900635953178,,0.03435791330692634
