bloque,estrato,n,cobertura,ancho_medio,desvio,energy
train,baja,90,0.9633633633633633,3.7860242672722038,0.01523781846362482,4.925353527743772
train,media,100,0.9618243243243242,3.914893907008505,0.01369877942458575,5.021907629878893
train,alta,89,0.9173246279987854,4.295289008888882,-0.03080091690095299,6.848187220914602
test,baja,43,0.9354179761156505,3.7590790894058674,0.006251309448983777,5.051253766373997
test,media,33,0.9361179361179361,3.870511740398074,0.006951269451269448,4.841508880819592
test,alta,44,0.9178439803439802,4.24866022703707,-0.011322686322686515,6.153828899705869
todo,baja,133,0.9543283885389149,3.777312668413163,0.011904761904762085,4.966058116173093
todo,media,133,0.9554460475513107,3.903881790481105,0.013022420917157884,4.977147038007035
todo,alta,133,0.9174964438122333,4.27986294571986,-0.024927182821919525,6.6184746935974275
