variable,FPC 1,FPC 1_sd,FPC 2,FPC 2_sd,FPC 3,FPC 3_sd,FPC 4,FPC 4_sd,FPC 5,FPC 5_sd,FPC 6,FPC 6_sd
fpc_1_lag1,1.0,0.0,1.0,0.0,1.0,0.0,0.999,0.0014142135623730963,0.01924999999999999,0.01025304832720491,0.03125,0.022980970388562776
fpc_2_lag1,0.9655,0.048790367901871745,1.0,0.0,1.0,0.0,0.9995,0.0,0.12675000000000003,0.09722718241315026,0.033499999999999974,0.007071067811865481
fpc_3_lag1,0.024249999999999994,0.003889087296526054,0.02300000000000002,0.0028284271247461927,0.8755,0.03959797974644662,0.9804999999999999,0.02757716446627538,0.03125,0.00035355339059323483,0.03749999999999998,0.009899494936611674
fpc_4_lag1,0.014249999999999985,0.00035355339059323483,0.04150000000000004,0.0021213203435596446,0.033499999999999974,0.03111269837220812,0.8025,0.02333452377915601,0.016749999999999987,0.00035355339059331333,0.029000000000000026,0.0028284271247461927
fpc_5_lag1,0.00649999999999995,0.0028284271247461927,0.016749999999999987,0.007424621202458795,0.024249999999999994,0.010960155108391536,0.011249999999999982,0.003889087296526054,0.768,0.0657609306503489,0.034499999999999975,0.019798989873223347
fpc_6_lag1,0.011249999999999982,0.003889087296526054,0.02100000000000002,0.0028284271247461927,0.020000000000000018,0.005656854249492385,0.01699999999999996,0.0007071067811865482,0.01874999999999999,0.003181980515339506,0.8805000000000001,0.0007071067811865482
