componente,n_activas,VP,FP,FN,VN,sensibilidad,especificidad,exactitud,auc,pip_media_activas,pip_media_inactivas
FPC 1,6,2,0,4,0,0.3333333333333333,0.0,0.3333333333333333,,0.3369583333333333,
FPC 2,6,2,0,4,0,0.3333333333333333,0.0,0.3333333333333333,,0.35037500000000005,
FPC 3,6,3,0,3,0,0.5,0.0,0.5,,0.4922083333333333,
FPC 4,6,4,0,2,0,0.6666666666666666,0.0,0.6666666666666666,,0.6349583333333334,
FPC 5,6,1,0,5,0,0.16666666666666666,0.0,0.16666666666666666,,0.16345833333333334,
FPC 6,6,1,0,5,0,0.16666666666666666,0.0,0.16666666666666666,,0.17437500000000003,
