bloque,banda,winkler,picp,ee_picp,ace,mpiw,picp_simultaneo
test,FAR (IC del modelo AR),5.319343903192187,0.9131666666666667,0.001817659960356029,-0.036833333333333274,3.910570390632012,0.7375
test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",5.3153399165767174,0.9109166666666667,0.0018387891515835848,-0.03908333333333325,3.880593478465541,0.7291666666666666
test,PSBPM-FD (predictiva bayesiana),5.475115149521455,0.9089583333333333,0.0018568912371355857,-0.04104166666666664,3.9412919200235472,0.6625
train,FAR (IC del modelo AR),4.648731210526548,0.947871198568873,0.000940172685128597,-0.0021288014311269254,3.9105703906320133,0.8568872987477638
train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",4.611507602688649,0.9482468694096601,0.0009369644594596444,-0.0017531305903398797,3.8805934784655403,0.8479427549194991
train,PSBPM-FD (predictiva bayesiana),4.639050627552245,0.9425044722719141,0.000984584145476323,-0.007495527728085816,3.8492740649013912,0.7978533094812165
