variable,FPC 1,FPC 1_sd,FPC 2,FPC 2_sd
fpc_1_lag1,1.0,0.0,0.035499999999999976,0.016970562748477157
fpc_2_lag1,0.04450000000000004,0.0035355339059327407,1.0,0.0
