M,metrica,columna,bloque,modelo,pct_ventanas_ganadas,n_ventanas
1,1. MAE  (L^1),mae_f,train,FAR,0.7203703703703703,540
1,1. MAE  (L^1),mae_f,train,RF,0.10555555555555556,540
1,1. MAE  (L^1),mae_f,train,GBT,0.17407407407407408,540
1,1. MAE  (L^1),mae_f,train,PSBPM-FD,0.0,540
1,1. MAE  (L^1),mae_f,test,FAR,0.7828054298642534,221
1,1. MAE  (L^1),mae_f,test,RF,0.058823529411764705,221
1,1. MAE  (L^1),mae_f,test,GBT,0.06334841628959276,221
1,1. MAE  (L^1),mae_f,test,PSBPM-FD,0.09502262443438914,221
1,2. RMSE (L^2),rmse_f,train,FAR,0.7018518518518518,540
1,2. RMSE (L^2),rmse_f,train,RF,0.08888888888888889,540
1,2. RMSE (L^2),rmse_f,train,GBT,0.20925925925925926,540
1,2. RMSE (L^2),rmse_f,train,PSBPM-FD,0.0,540
1,2. RMSE (L^2),rmse_f,test,FAR,0.8687782805429864,221
1,2. RMSE (L^2),rmse_f,test,RF,0.03619909502262444,221
1,2. RMSE (L^2),rmse_f,test,GBT,0.01809954751131222,221
1,2. RMSE (L^2),rmse_f,test,PSBPM-FD,0.07692307692307693,221
1,3. E_max promedio por curva,linf_medio,train,FAR,0.7666666666666667,540
1,3. E_max promedio por curva,linf_medio,train,RF,0.10555555555555556,540
1,3. E_max promedio por curva,linf_medio,train,GBT,0.12777777777777777,540
1,3. E_max promedio por curva,linf_medio,train,PSBPM-FD,0.0,540
1,3. E_max promedio por curva,linf_medio,test,FAR,0.8190045248868778,221
1,3. E_max promedio por curva,linf_medio,test,RF,0.0,221
1,3. E_max promedio por curva,linf_medio,test,GBT,0.013574660633484163,221
1,3. E_max promedio por curva,linf_medio,test,PSBPM-FD,0.167420814479638,221
1,4. E_max peor de la ventana,linf_max,train,FAR,0.48518518518518516,540
1,4. E_max peor de la ventana,linf_max,train,RF,0.08148148148148149,540
1,4. E_max peor de la ventana,linf_max,train,GBT,0.2611111111111111,540
1,4. E_max peor de la ventana,linf_max,train,PSBPM-FD,0.17222222222222222,540
1,4. E_max peor de la ventana,linf_max,test,FAR,0.6470588235294118,221
1,4. E_max peor de la ventana,linf_max,test,RF,0.013574660633484163,221
1,4. E_max peor de la ventana,linf_max,test,GBT,0.167420814479638,221
1,4. E_max peor de la ventana,linf_max,test,PSBPM-FD,0.17194570135746606,221
2,1. MAE  (L^1),mae_f,train,FAR,0.040740740740740744,540
2,1. MAE  (L^1),mae_f,train,RF,0.0,540
