M,metrica,bloque,banda,razon_vs_mejor
2,7. PICPB curva completa,train,FAR (IC del modelo AR),1.1122801426968092
2,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0280601651434986
2,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),2.7301934022767362
2,7. PICPB curva completa,test,FAR (IC del modelo AR),1.1721992060227353
2,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0
2,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),2.245781995781996
2,8. Winkler,train,FAR (IC del modelo AR),1.007547206520995
2,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0142072241892965
2,8. Winkler,train,PSBPM-FD (predictiva bayesiana),1.1784370855205981
2,8. Winkler,test,FAR (IC del modelo AR),1.0163458863809152
2,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0163653756869764
2,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.1488323376271203
2,9. Winkler max promedio,train,FAR (IC del modelo AR),1.0205796890555243
2,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0269235230562042
2,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),1.06418195035593
2,9. Winkler max promedio,test,FAR (IC del modelo AR),1.0356622613265607
2,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0182292962430277
2,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),1.0490249959198328
2,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.0722915777551
2,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0650650764211516
2,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),1.468437856401182
2,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.1001363732420002
2,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0458701873981293
2,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.286841645745754
3,5. MPIW,train,FAR (IC del modelo AR),1.0043540445711507
3,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.017215460014189
3,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.003917554967136
3,5. MPIW,test,FAR (IC del modelo AR),1.00349827705872
3,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0163487338347825
3,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.0048842760106456
3,6. PICP puntual,train,FAR (IC del modelo AR),2.025010854887971
3,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.1263195039957545
3,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),6.460701050867638
3,6. PICP puntual,test,FAR (IC del modelo AR),1.906215280164332
3,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.8065631472790369
3,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),3.312261773582185
3,7. PICPB curva completa,train,FAR (IC del modelo AR),1.1245408326413913
3,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0885634745969939
3,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),1.6577135413727595
3,7. PICPB curva completa,test,FAR (IC del modelo AR),1.1274389009683128
3,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.027142302142302
3,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),1.2804372098489745
3,8. Winkler,train,FAR (IC del modelo AR),1.0084952273222252
3,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0200699725398632
3,8. Winkler,train,PSBPM-FD (predictiva bayesiana),1.065395448016556
3,8. Winkler,test,FAR (IC del modelo AR),1.0175602745266412
3,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.026794707892322
3,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.0476204747852946
3,9. Winkler max promedio,train,FAR (IC del modelo AR),1.0301745539454559
3,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0353957402063816
3,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),1.0354283618258344
3,9. Winkler max promedio,test,FAR (IC del modelo AR),1.0566847250119742
3,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0394853941402358
3,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),1.0255070719643793
3,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.0647992742052952
3,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0725341640364738
3,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),1.3357725430709682
3,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.1258055525807944
3,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0462182997823937
3,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.2536097960241877
4,5. MPIW,train,FAR (IC del modelo AR),1.0
4,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0098747549717595
4,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.081106263973614
4,5. MPIW,test,FAR (IC del modelo AR),1.0
4,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0098747549717597
4,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.0846274202051343
4,6. PICP puntual,train,FAR (IC del modelo AR),2.649068126524044
4,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.7016743398103893
4,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),2.3705510321920666
4,6. PICP puntual,test,FAR (IC del modelo AR),2.8805439767460017
4,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",3.1900656398378335
4,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),2.5231344233071966
4,7. PICPB curva completa,train,FAR (IC del modelo AR),1.4878212573334528
4,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.4637355192233241
4,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),1.1187989517257813
4,7. PICPB curva completa,test,FAR (IC del modelo AR),1.4798732313438194
4,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.2202542555483735
4,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),1.0043632837750485
4,8. Winkler,train,FAR (IC del modelo AR),1.012366714585295
4,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0203398888512785
4,8. Winkler,train,PSBPM-FD (predictiva bayesiana),1.0520276889799245
4,8. Winkler,test,FAR (IC del modelo AR),1.03482706031214
4,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0379255999423556
4,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.028097103521102
4,9. Winkler max promedio,train,FAR (IC del modelo AR),1.0259712685553533
4,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0324573455521258
4,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),1.0360760757882983
4,9. Winkler max promedio,test,FAR (IC del modelo AR),1.0575151026074503
4,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0422288224502025
4,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),1.0201159878418236
4,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.0603759376767887
4,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.073669561148776
4,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),1.3543523028893603
4,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.1462739663321837
4,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0651082536598298
4,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.1831635947038992
5,5. MPIW,train,FAR (IC del modelo AR),1.0
5,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0173434779093424
5,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.1014391672345831
5,5. MPIW,test,FAR (IC del modelo AR),1.0
5,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0173434779093424
5,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.1079312509096104
5,6. PICP puntual,train,FAR (IC del modelo AR),3.932338441052909
5,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",5.202347840928402
5,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),3.686274790090712
5,6. PICP puntual,test,FAR (IC del modelo AR),4.168688454524181
5,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",5.026550873713939
5,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),2.8441656012915875
5,7. PICPB curva completa,train,FAR (IC del modelo AR),1.652420788135074
5,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.5680747073604218
5,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),1.0459873138444569
5,7. PICPB curva completa,test,FAR (IC del modelo AR),1.7728346742045373
5,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.326614481409002
5,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),1.0247173298543162
5,8. Winkler,train,FAR (IC del modelo AR),1.0082001865015828
5,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0351530296503049
5,8. Winkler,train,PSBPM-FD (predictiva bayesiana),1.05833603550489
5,8. Winkler,test,FAR (IC del modelo AR),1.0270418739978842
5,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.055200811249943
5,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.036911945466893
5,9. Winkler max promedio,train,FAR (IC del modelo AR),1.027007189650949
5,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0341816695319548
5,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),1.046941754489067
5,9. Winkler max promedio,test,FAR (IC del modelo AR),1.0575189395095288
5,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0445909847265233
5,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),1.0284802155758082
5,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.0646802452632897
5,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0851828315390868
5,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),1.3110743742722961
5,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.1579296501085352
5,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0791201146947114
5,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.2601427830315852
6,5. MPIW,train,FAR (IC del modelo AR),1.0
6,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0122332014367184
6,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.09524432533644
6,5. MPIW,test,FAR (IC del modelo AR),1.0
6,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0122332014367181
6,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.0971840193734193
6,6. PICP puntual,train,FAR (IC del modelo AR),4.73310623754477
6,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",5.898124492914665
6,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),4.499094017851799
6,6. PICP puntual,test,FAR (IC del modelo AR),4.975770786209452
6,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",5.218494069218251
6,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),3.192995389994471
6,7. PICPB curva completa,train,FAR (IC del modelo AR),1.7580239311561152
6,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.680192179042754
6,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),1.0624201787994891
6,7. PICPB curva completa,test,FAR (IC del modelo AR),1.909902431920781
6,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.5323940585408475
6,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),1.0065749235474006
6,8. Winkler,train,FAR (IC del modelo AR),1.0117467340075856
6,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0315161555310555
6,8. Winkler,train,PSBPM-FD (predictiva bayesiana),1.0532145784431621
6,8. Winkler,test,FAR (IC del modelo AR),1.0315540090075648
6,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0476683127992912
6,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.0303209548308003
6,9. Winkler max promedio,train,FAR (IC del modelo AR),1.0283060342309889
6,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.033694762568925
6,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),1.0499498889297663
6,9. Winkler max promedio,test,FAR (IC del modelo AR),1.0578076836300416
6,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0383083763783236
6,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),1.032182635534818
6,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.0686729506870085
6,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0729634376517636
6,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),1.4005495375224823
6,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.1377796535823916
6,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0528984723240622
6,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.229263924233034
