M,metrica,bloque,modelo,razon_vs_mejor,razon_vs_FAR
1,1. MAE  (L^1),train,FAR,1.073333679882941,1.0
1,1. MAE  (L^1),train,RF,1.0141765044794897,0.946342742043501
1,1. MAE  (L^1),train,GBT,1.0037388260884428,0.9368483920171123
1,1. MAE  (L^1),train,PSBPM-FD,1.0801764649707124,1.006289249932006
1,1. MAE  (L^1),test,FAR,1.0250739102154047,1.0
1,1. MAE  (L^1),test,RF,1.0164555176096253,0.9918400763212083
1,1. MAE  (L^1),test,GBT,1.01825640694562,0.993631842506459
1,1. MAE  (L^1),test,PSBPM-FD,1.022211102458565,0.9971431492785217
1,2. RMSE (L^2),train,FAR,1.13101154327939,1.0
1,2. RMSE (L^2),train,RF,1.0230642759957003,0.9072992270619064
1,2. RMSE (L^2),train,GBT,1.0046097826186917,0.8912204745471384
1,2. RMSE (L^2),train,PSBPM-FD,1.136611808439368,1.0052036391373989
1,2. RMSE (L^2),test,FAR,1.0307375786010382,1.0
1,2. RMSE (L^2),test,RF,1.0335968258655917,1.0035694006790936
1,2. RMSE (L^2),test,GBT,1.039763940457471,1.0099090090474758
1,2. RMSE (L^2),test,PSBPM-FD,1.0230173189703864,0.9925593128811855
1,3. E_max promedio por curva,train,FAR,1.1544367667720719,1.0
1,3. E_max promedio por curva,train,RF,1.0350109083329235,0.9021827082204485
1,3. E_max promedio por curva,train,GBT,1.008728767219998,0.8798048758458749
1,3. E_max promedio por curva,train,PSBPM-FD,1.1571845881088072,1.0028154348075453
1,3. E_max promedio por curva,test,FAR,1.0416348245248481,1.0
1,3. E_max promedio por curva,test,RF,1.0771667712477861,1.0359714494633752
1,3. E_max promedio por curva,test,GBT,1.0756556859074868,1.0352645327712369
1,3. E_max promedio por curva,test,PSBPM-FD,1.0203105406042088,0.9799200160108034
1,4. E_max peor de la ventana,train,FAR,1.2026594948459775,1.0
1,4. E_max peor de la ventana,train,RF,1.0569110595480167,0.8931554749427298
1,4. E_max peor de la ventana,train,GBT,1.0441385182138765,0.8861010676437511
1,4. E_max peor de la ventana,train,PSBPM-FD,1.2155913892171797,1.0116103267732355
1,4. E_max peor de la ventana,test,FAR,1.0582083863210956,1.0
1,4. E_max peor de la ventana,test,RF,1.0890795397190656,1.0335827280217393
1,4. E_max peor de la ventana,test,GBT,1.119079783340805,1.060960514586736
1,4. E_max peor de la ventana,test,PSBPM-FD,1.0378942304221057,0.9817907920018113
2,1. MAE  (L^1),train,FAR,1.3421606840095914,1.0
2,1. MAE  (L^1),train,RF,1.1354485830043808,0.84979914823145
2,1. MAE  (L^1),train,GBT,1.0,0.7500079182125982
2,1. MAE  (L^1),train,PSBPM-FD,1.3516824554913833,1.00654039785417
2,1. MAE  (L^1),test,FAR,1.1045920302978083,1.0
2,1. MAE  (L^1),test,RF,1.0133319017569433,0.9192700318305004
2,1. MAE  (L^1),test,GBT,1.0359094892740355,0.9402537100897659
2,1. MAE  (L^1),test,PSBPM-FD,1.0920284221784946,0.9887938065686088
2,2. RMSE (L^2),train,FAR,1.5044762059060628,1.0
2,2. RMSE (L^2),train,RF,1.23829533093636,0.8258525517872543
2,2. RMSE (L^2),train,GBT,1.0,0.6683949657734345
2,2. RMSE (L^2),train,PSBPM-FD,1.5151053248055666,1.0069088456917068
2,2. RMSE (L^2),test,FAR,1.0687788411576329,1.0
2,2. RMSE (L^2),test,RF,1.0190582332456386,0.9547192242827207
2,2. RMSE (L^2),test,GBT,1.0615650790238262,0.9955629235717731
2,2. RMSE (L^2),test,PSBPM-FD,1.0562784509694483,0.98824055029154
2,3. E_max promedio por curva,train,FAR,1.5510888509760252,1.0
2,3. E_max promedio por curva,train,RF,1.2846284955435563,0.831920246284391
2,3. E_max promedio por curva,train,GBT,1.0,0.6520035642643376
2,3. E_max promedio por curva,train,PSBPM-FD,1.5651137705749774,1.0086744481106185
2,3. E_max promedio por curva,test,FAR,1.0507847654249298,1.0
2,3. E_max promedio por curva,test,RF,1.0301537316478464,0.982330459281705
2,3. E_max promedio por curva,test,GBT,1.10658740861829,1.0544006369964123
2,3. E_max promedio por curva,test,PSBPM-FD,1.0320247537122036,0.9825495357673013
2,4. E_max peor de la ventana,train,FAR,1.5424107959565985,1.0
2,4. E_max peor de la ventana,train,RF,1.299253513531533,0.8492939211331704
2,4. E_max peor de la ventana,train,GBT,1.0088550521968047,0.6748739731322932
2,4. E_max peor de la ventana,train,PSBPM-FD,1.5639534447593428,1.0152334803332947
2,4. E_max peor de la ventana,test,FAR,1.071133214140562,1.0
2,4. E_max peor de la ventana,test,RF,1.0799218302487188,1.0153266757545698
2,4. E_max peor de la ventana,test,GBT,1.2158180950421862,1.1445336147127447
2,4. E_max peor de la ventana,test,PSBPM-FD,1.0553361977040088,0.9866839480307573
3,1. MAE  (L^1),train,FAR,1.8096216687225903,1.0
3,1. MAE  (L^1),train,RF,1.4249873061694471,0.7893280808695486
3,1. MAE  (L^1),train,GBT,1.0,0.5551087277886141
3,1. MAE  (L^1),train,PSBPM-FD,1.8301099010735364,1.0109494025415078
3,1. MAE  (L^1),test,FAR,1.140518732599899,1.0
3,1. MAE  (L^1),test,RF,1.0163141568908272,0.8943490434637743
3,1. MAE  (L^1),test,GBT,1.0549343529351545,0.9285142838963447
3,1. MAE  (L^1),test,PSBPM-FD,1.1269103068245054,0.9888801274132112
3,2. RMSE (L^2),train,FAR,2.0092295731558947,1.0
