M,metrica,columna,banda,bloque,minimo,maximo,promedio
1,5. MPIW,mpiw,FAR (IC del modelo AR),test,2.905250122926947,2.905250122926947,2.905250122926947
1,5. MPIW,mpiw,FAR (IC del modelo AR),train,2.905250122926947,2.905250122926947,2.905250122926947
1,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,2.922727324730984,2.922727324730985,2.922727324730984
1,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,2.922727324730984,2.922727324730985,2.9227273247309844
1,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),test,1.612314095206857,1.6859245076285734,1.6393440388448115
1,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),train,1.6066236048668507,1.6728932241909789,1.6388710838331668
1,6. PICP puntual,picp,FAR (IC del modelo AR),test,0.862,0.994,0.9265067873303168
1,6. PICP puntual,picp,FAR (IC del modelo AR),train,0.792,0.997,0.9342777777777778
1,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,0.865,0.994,0.9271131221719456
1,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,0.79,0.9965,0.9339166666666666
1,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),test,0.4895,0.742,0.6230294117647059
1,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),train,0.4385,0.7365,0.5909574074074074
1,7. PICPB curva completa,picp_simultaneo,FAR (IC del modelo AR),test,0.4,0.95,0.6678733031674208
1,7. PICPB curva completa,picp_simultaneo,FAR (IC del modelo AR),train,0.3,0.9,0.6390740740740741
1,7. PICPB curva completa,picp_simultaneo,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,0.5,0.95,0.681447963800905
1,7. PICPB curva completa,picp_simultaneo,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,0.3,0.9,0.6350925925925925
1,7. PICPB curva completa,picp_simultaneo,PSBPM-FD (predictiva bayesiana),test,0.0,0.0,0.0
1,7. PICPB curva completa,picp_simultaneo,PSBPM-FD (predictiva bayesiana),train,0.0,0.05,0.001851851851851852
1,8. Winkler,winkler,FAR (IC del modelo AR),test,2.7730653334818633,6.67427994042643,3.85899876626187
1,8. Winkler,winkler,FAR (IC del modelo AR),train,2.771862859202631,5.25998583661082,3.470928445002132
1,8. Winkler,winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,2.7901435268654686,6.970368686709536,3.873982765746466
1,8. Winkler,winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,2.788927623837424,5.304488521575601,3.5008962990716075
1,8. Winkler,winkler,PSBPM-FD (predictiva bayesiana),test,3.8622166155020663,14.077290949684539,7.619006466648274
1,8. Winkler,winkler,PSBPM-FD (predictiva bayesiana),train,3.510712794581321,12.429196823632301,7.165440460188928
1,9. Winkler max promedio,winkler_max_medio,FAR (IC del modelo AR),test,32.40987392717168,64.74231861771443,42.90882327981207
1,9. Winkler max promedio,winkler_max_medio,FAR (IC del modelo AR),train,32.40987392717168,69.87178593551138,40.87420767646644
1,9. Winkler max promedio,winkler_max_medio,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,32.46904410405648,61.54819640323335,42.17302356511011
1,9. Winkler max promedio,winkler_max_medio,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,32.46904410405648,68.58738329585677,41.267820434926314
1,9. Winkler max promedio,winkler_max_medio,PSBPM-FD (predictiva bayesiana),test,35.31914847262201,102.51470745032796,66.2875187464965
1,9. Winkler max promedio,winkler_max_medio,PSBPM-FD (predictiva bayesiana),train,36.95523577862418,118.577906297655,65.20671923192853
1,10. Winkler max peor ventana,winkler_max_glob,FAR (IC del modelo AR),test,32.409873927171674,524.3020599574284,169.89155060178234
1,10. Winkler max peor ventana,winkler_max_glob,FAR (IC del modelo AR),train,32.409873927171674,441.2924868410694,141.6354025181128
1,10. Winkler max peor ventana,winkler_max_glob,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,32.46904410405648,510.09567487908123,159.80640275681066
1,10. Winkler max peor ventana,winkler_max_glob,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,32.46904410405648,435.6882370964844,147.41582440809094
1,10. Winkler max peor ventana,winkler_max_glob,PSBPM-FD (predictiva bayesiana),test,77.99025021379131,548.5241189559526,228.30073654956755
1,10. Winkler max peor ventana,winkler_max_glob,PSBPM-FD (predictiva bayesiana),train,74.73557705939687,482.8207126675105,232.66890714042555
2,5. MPIW,mpiw,FAR (IC del modelo AR),test,2.667912293950232,2.667912293950232,2.667912293950232
2,5. MPIW,mpiw,FAR (IC del modelo AR),train,2.667912293950232,2.667912293950232,2.667912293950232
2,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,2.687866718448867,2.6878667184488676,2.6878667184488676
2,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,2.687866718448867,2.6878667184488676,2.6878667184488676
2,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),test,2.2418114045298134,2.292820860910637,2.265640965628587
