metrica,bloque,columna,minimo,maximo,promedio,M
1. MAE  (L^1),train,mae_f,0.36365800035647716,0.7604695143784616,0.5482848583103866,1
1. MAE  (L^1),test,mae_f,0.3945057941193991,0.7880397810489292,0.560823390827971,1
2. RMSE (L^2),train,rmse_f,0.8073752592488026,1.669948109448819,1.2750736361277868,1
2. RMSE (L^2),test,rmse_f,0.9793203864688329,1.7427602878736437,1.309099947707124,1
3. E_max promedio por curva,train,linf_medio,4.170323837020699,9.513690827672667,6.8453123426712725,1
3. E_max promedio por curva,test,linf_medio,4.436822049909238,8.722761134392897,6.834466894117925,1
4. E_max peor de la ventana,train,linf_max,8.795823016636986,25.869777704299807,18.07821352969958,1
4. E_max peor de la ventana,test,linf_max,11.007480563035607,28.267665085876484,17.61820959908458,1
5. MPIW,train,mpiw,1.6066236053976066,1.6728932204818068,1.6388710842702925,1
5. MPIW,test,mpiw,1.6123140918408987,1.6859245074503229,1.6393440383568083,1
6. PICP puntual,train,picp,0.4385,0.7365,0.5909574074074073,1
6. PICP puntual,test,picp,0.4895,0.742,0.6230294117647059,1
7. PICPB curva completa,train,picp_simultaneo,0.0,0.05,0.001851851851851852,1
7. PICPB curva completa,test,picp_simultaneo,0.0,0.0,0.0,1
8. Winkler,train,winkler,3.510712784077088,12.429196806605027,7.165440458456634,1
8. Winkler,test,winkler,3.862216625169723,14.077290950630992,7.619006465579838,1
9. Winkler max promedio,train,winkler_max_medio,36.95523604764607,118.57790592778017,65.20671914125774,1
9. Winkler max promedio,test,winkler_max_medio,35.31914852734245,102.51470717107085,66.28751866610335,1
10. Winkler max peor ventana,train,winkler_max_glob,74.73557637548288,482.82069559711175,232.66890769247456,1
10. Winkler max peor ventana,test,winkler_max_glob,77.99024924461925,548.5241284583893,228.3007372926227,1
1. MAE  (L^1),train,mae_f,0.3699280900399249,0.6505653281740427,0.5012262949863643,2
1. MAE  (L^1),test,mae_f,0.39709176107789534,0.6502323618105804,0.5126456255503161,2
2. RMSE (L^2),train,rmse_f,0.8106785163497151,1.598712408383123,1.226157733425075,2
2. RMSE (L^2),test,rmse_f,0.9791061747121329,1.5199584614060186,1.254638603022984,2
3. E_max promedio por curva,train,linf_medio,4.18985923506948,9.068614801848662,6.733628277989209,2
3. E_max promedio por curva,test,linf_medio,4.380122243658777,8.432427524257625,6.699968491364593,2
4. E_max peor de la ventana,train,linf_max,8.830374656294719,26.382720068102643,18.106872177451713,2
4. E_max peor de la ventana,test,linf_max,11.420991975540366,25.441095410398113,16.891109841570383,2
5. MPIW,train,mpiw,2.2473018750763307,2.314561482972382,2.270819096296642,2
5. MPIW,test,mpiw,2.241811407730459,2.2928208581956064,2.2656409667259605,2
6. PICP puntual,train,picp,0.651,0.9485,0.8159851851851851,2
6. PICP puntual,test,picp,0.749,0.9235,0.8328846153846153,2
7. PICPB curva completa,train,picp_simultaneo,0.05,0.6,0.2646296296296296,2
7. PICPB curva completa,test,picp_simultaneo,0.1,0.55,0.3361990950226244,2
8. Winkler,train,winkler,2.329271999309005,6.283254953865223,3.7252989284756515,2
8. Winkler,test,winkler,2.330752020091787,5.358314875962767,3.919818320603849,2
9. Winkler max promedio,train,winkler_max_medio,29.394099949712142,84.79285372324415,42.67713130508924,2
9. Winkler max promedio,test,winkler_max_medio,29.789955409994356,61.01441822151078,40.518497449992026,2
10. Winkler max peor ventana,train,winkler_max_glob,30.979375700041544,524.5586622097271,190.44971334197865,2
10. Winkler max peor ventana,test,winkler_max_glob,31.239936724117022,439.60669452100933,152.278867905655,2
