metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.6621443461938815,1.5871731093121353,1.1110241322934693
1. MAE  (L^1),test,mae_f,1.4666616469495564,3.0195153028643915,2.064987041116179
2. RMSE (L^2),train,rmse_f,0.8539665345695763,1.8850716886058239,1.3633674528474975
2. RMSE (L^2),test,rmse_f,1.757385755437978,3.3541210233229783,2.403582963254596
3. E_max promedio por curva,train,linf_medio,1.1661967893359029,2.2574557135557027,1.687719933530904
3. E_max promedio por curva,test,linf_medio,2.1931243355602246,3.8035821541530836,2.7919048195374647
4. E_max peor de la ventana,train,linf_max,1.8869912035606717,5.123104619848888,3.385934638963717
4. E_max peor de la ventana,test,linf_max,3.8749553186579355,6.312811155085181,5.11417610781628
5. MPIW,train,mpiw,4.8500808386167185,5.958703101761028,5.230665356024987
5. MPIW,test,mpiw,5.992971994580981,7.7249419149896275,6.652202910613403
6. PICP puntual,train,picp,0.8146666666666667,1.0,0.944728431372549
6. PICP puntual,test,picp,0.5633333333333334,0.918,0.7763843416370108
7. PICPB curva completa,train,picp_simultaneo,0.55,1.0,0.8334558823529412
7. PICPB curva completa,test,picp_simultaneo,0.3,0.85,0.5446619217081851
8. Winkler,train,winkler,4.898334302647578,10.463139938926172,6.205180443889074
8. Winkler,test,winkler,8.239604862583512,29.01900494898547,14.84550242531376
9. Winkler max promedio,train,winkler_max_medio,5.135975662074829,19.34800088164012,8.936164973895583
9. Winkler max promedio,test,winkler_max_medio,14.352281264950403,47.263248491687136,27.314085741397697
10. Winkler max peor ventana,train,winkler_max_glob,5.546670771571921,91.8212673623318,38.285885211947566
10. Winkler max peor ventana,test,winkler_max_glob,54.22521258232549,173.08369427792903,107.66638029482704
