grupo,t,banda,rmse_f_PSBPM,mpiw,picp_puntual,I_t_simultaneo
mejores,732,FAR (IC del modelo AR),0.0693488648952855,5.245249172487302,1.0,1.0
mejores,732,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.0693488648952855,5.425416975665146,1.0,1.0
mejores,732,PSBPM-FD (predictiva bayesiana),0.0693488648952855,6.972790267467499,1.0,1.0
mejores,799,FAR (IC del modelo AR),0.18314403646665922,5.245249172487302,1.0,1.0
mejores,799,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.18314403646665922,5.425416975665146,1.0,1.0
mejores,799,PSBPM-FD (predictiva bayesiana),0.18314403646665922,5.8996474866072335,1.0,1.0
mejores,705,FAR (IC del modelo AR),0.2671869575816921,5.245249172487302,1.0,1.0
mejores,705,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.2671869575816921,5.425416975665146,1.0,1.0
mejores,705,PSBPM-FD (predictiva bayesiana),0.2671869575816921,6.198642970720927,1.0,1.0
mejores,768,FAR (IC del modelo AR),0.297874746549514,5.245249172487302,1.0,1.0
mejores,768,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.297874746549514,5.425416975665146,1.0,1.0
mejores,768,PSBPM-FD (predictiva bayesiana),0.297874746549514,6.4355756330490115,1.0,1.0
mejores,803,FAR (IC del modelo AR),0.33296364183779653,5.245249172487302,1.0,1.0
mejores,803,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.33296364183779653,5.425416975665146,1.0,1.0
mejores,803,PSBPM-FD (predictiva bayesiana),0.33296364183779653,5.094118419090907,1.0,1.0
peores,984,FAR (IC del modelo AR),5.54715474155869,5.245249172487302,0.0,0.0
peores,984,"PSBPM-FD (IC gaussiano, mismo mecanismo)",5.54715474155869,5.425416975665146,0.0,0.0
peores,984,PSBPM-FD (predictiva bayesiana),5.54715474155869,5.47328021923701,0.0,0.0
peores,970,FAR (IC del modelo AR),5.078657504814086,5.245249172487302,0.0,0.0
peores,970,"PSBPM-FD (IC gaussiano, mismo mecanismo)",5.078657504814086,5.425416975665146,0.0,0.0
peores,970,PSBPM-FD (predictiva bayesiana),5.078657504814086,6.284486898581187,0.0,0.0
peores,941,FAR (IC del modelo AR),4.973858620774646,5.245249172487302,0.0,0.0
peores,941,"PSBPM-FD (IC gaussiano, mismo mecanismo)",4.973858620774646,5.425416975665146,0.0,0.0
peores,941,PSBPM-FD (predictiva bayesiana),4.973858620774646,6.4226478266716,0.0,0.0
peores,991,FAR (IC del modelo AR),4.869953125047877,5.245249172487301,0.0,0.0
peores,991,"PSBPM-FD (IC gaussiano, mismo mecanismo)",4.869953125047877,5.425416975665146,0.0,0.0
peores,991,PSBPM-FD (predictiva bayesiana),4.869953125047877,5.573266478776932,0.0,0.0
peores,989,FAR (IC del modelo AR),4.683175247001441,5.245249172487302,0.0,0.0
peores,989,"PSBPM-FD (IC gaussiano, mismo mecanismo)",4.683175247001441,5.425416975665146,0.0,0.0
peores,989,PSBPM-FD (predictiva bayesiana),4.683175247001441,6.237752165993054,0.0,0.0
