M,experiment_id,objetivo_evaluacion,modo_residuo,n_lags,M_fpca,K_base,var_explicada,n_train_origenes,n_test_origenes,w_ventana,p_bic_libre,far_hs_norm,far_hs_referencia,far_radio_espectral,mise_truncamiento_test,mise_test_VAR,mise_test_FAR1,mise_test_RF,mise_test_GBT,mise_test_media,mise_test_persistencia,mise_test_PSBPM-FD
3,escenario_C_r01_m03,curva_verdadera,ninguno,1,3,7,0.995513,279,120,20,1,0.940185,0.70,0.677922,0.01126898,1.648019,1.65985747,3.33993448,2.4804342,7.75554093,1.33273247,1.77936834
