M,p_covariables,var_explicada,MISE,MISE_truncamiento,razon_MISE_piso,RMSE_scores,CRPS,energy,Cob_puntual,PIT_ks_max,salto_T0_w20,degradacion_rmse
3,3,0.9955132699796726,1.77936833873395,0.011268984283280794,157.8996202323138,0.9363916773667201,0.5314239976402098,6.857951399429444,0.9256666666666666,0.23968888888888895,1.4008843054367988,1.173821305566206
