M,puesto_PSBPM,de_n_modelos,n_que_lo_superan,MISE_PSBPM,MISE_mejor,mejor_modelo,MISE_VAR,MISE_truncamiento,piso_sobre_PSBPM,far_hs,far_hs_referencia,var_explicada
3,4,7,3,1.77936833873395,1.3327324722135634,persistencia,1.6480190011408202,0.011268984283280794,0.0063331374611840414,0.9401847273327064,0.70,0.9955132699796726
