variable,FPC 1,FPC 1_sd,FPC 2,FPC 2_sd,FPC 3,FPC 3_sd
fpc_1_lag1,1.0,0.0,1.0,0.0,1.0,0.0
fpc_2_lag1,0.05049999999999999,0.02545584412271573,0.8495,0.018384776310850254,0.017249999999999988,0.00954594154601844
fpc_3_lag1,0.04025000000000001,0.00601040764008562,0.034499999999999975,0.01131370849898477,0.78025,0.012374368670764632
