metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.369683328917451,0.6452499854225399,0.4929838681951004
1. MAE  (L^1),test,mae_f,0.3958938605930462,0.6526464586671318,0.5093248828310281
2. RMSE (L^2),train,rmse_f,0.8060285692364539,1.5891491475149444,1.2189648284188161
2. RMSE (L^2),test,rmse_f,0.9772320999529887,1.5339606334308193,1.2532767098851163
3. E_max promedio por curva,train,linf_medio,4.079696070375406,9.106860808848811,6.723122145493848
3. E_max promedio por curva,test,linf_medio,4.27875619251389,8.566749614618464,6.720959888604784
4. E_max peor de la ventana,train,linf_max,10.02676699399706,26.013636475595522,18.008322284163313
4. E_max peor de la ventana,test,linf_max,11.26196303385293,25.966188480268613,16.938424491178285
5. MPIW,train,mpiw,2.549015238408326,2.6811767612638113,2.612140500303842
5. MPIW,test,mpiw,2.567721842210914,2.7115338873921964,2.6168566658913313
6. PICP puntual,train,picp,0.7715,0.989,0.9059722222222223
6. PICP puntual,test,picp,0.8175,0.981,0.9061380090497738
7. PICPB curva completa,train,picp_simultaneo,0.25,0.8,0.5367592592592593
7. PICPB curva completa,test,picp_simultaneo,0.35,0.8,0.5475113122171946
8. Winkler,train,winkler,2.4788834905759685,4.745879394987907,3.2625953841247903
8. Winkler,test,winkler,2.504981047265421,4.460145830150216,3.4620932191988567
9. Winkler max promedio,train,winkler_max_medio,29.501663211417387,79.0437688208018,41.133909323507254
9. Winkler max promedio,test,winkler_max_medio,29.452973636804835,60.423661372989976,39.19814668095546
10. Winkler max peor ventana,train,winkler_max_glob,30.682919027774787,484.9984382425476,173.78198698401232
10. Winkler max peor ventana,test,winkler_max_glob,30.20462573972656,441.2939378308917,153.10464249560508
