componente,n_activas,VP,FP,FN,VN,sensibilidad,especificidad,exactitud,auc,pip_media_activas,pip_media_inactivas
FPC 1,3,1,0,2,0,0.3333333333333333,0.0,0.3333333333333333,,0.3635833333333333,
FPC 2,3,2,0,1,0,0.6666666666666666,0.0,0.6666666666666666,,0.628,
FPC 3,3,2,0,1,0,0.6666666666666666,0.0,0.6666666666666666,,0.5991666666666666,
