M,metrica,columna,bloque,modelo,pct_ventanas_ganadas,n_ventanas
1,1. MAE  (L^1),mae_f,train,FAR,0.25522388059701495,670
1,1. MAE  (L^1),mae_f,train,RF,0.573134328358209,670
1,1. MAE  (L^1),mae_f,train,GBT,0.17164179104477612,670
1,1. MAE  (L^1),mae_f,train,PSBPM-FD,0.0,670
1,1. MAE  (L^1),mae_f,test,FAR,0.8302583025830258,271
1,1. MAE  (L^1),mae_f,test,RF,0.06273062730627306,271
1,1. MAE  (L^1),mae_f,test,GBT,0.05904059040590406,271
1,1. MAE  (L^1),mae_f,test,PSBPM-FD,0.04797047970479705,271
1,2. RMSE (L^2),rmse_f,train,FAR,0.2507462686567164,670
1,2. RMSE (L^2),rmse_f,train,RF,0.5059701492537313,670
1,2. RMSE (L^2),rmse_f,train,GBT,0.23582089552238805,670
1,2. RMSE (L^2),rmse_f,train,PSBPM-FD,0.007462686567164179,670
1,2. RMSE (L^2),rmse_f,test,FAR,0.7601476014760148,271
1,2. RMSE (L^2),rmse_f,test,RF,0.11439114391143912,271
1,2. RMSE (L^2),rmse_f,test,GBT,0.055350553505535055,271
1,2. RMSE (L^2),rmse_f,test,PSBPM-FD,0.07011070110701106,271
1,3. E_max promedio por curva,linf_medio,train,FAR,0.2373134328358209,670
1,3. E_max promedio por curva,linf_medio,train,RF,0.5522388059701493,670
1,3. E_max promedio por curva,linf_medio,train,GBT,0.20149253731343283,670
1,3. E_max promedio por curva,linf_medio,train,PSBPM-FD,0.008955223880597015,670
1,3. E_max promedio por curva,linf_medio,test,FAR,0.6199261992619927,271
1,3. E_max promedio por curva,linf_medio,test,RF,0.17343173431734318,271
1,3. E_max promedio por curva,linf_medio,test,GBT,0.05166051660516605,271
1,3. E_max promedio por curva,linf_medio,test,PSBPM-FD,0.15498154981549817,271
1,4. E_max peor de la ventana,linf_max,train,FAR,0.2746268656716418,670
1,4. E_max peor de la ventana,linf_max,train,RF,0.22388059701492538,670
1,4. E_max peor de la ventana,linf_max,train,GBT,0.408955223880597,670
1,4. E_max peor de la ventana,linf_max,train,PSBPM-FD,0.09253731343283582,670
1,4. E_max peor de la ventana,linf_max,test,FAR,0.3062730627306273,271
1,4. E_max peor de la ventana,linf_max,test,RF,0.35793357933579334,271
1,4. E_max peor de la ventana,linf_max,test,GBT,0.04059040590405904,271
1,4. E_max peor de la ventana,linf_max,test,PSBPM-FD,0.2952029520295203,271
2,1. MAE  (L^1),mae_f,train,FAR,0.0,670
2,1. MAE  (L^1),mae_f,train,RF,0.0,670
2,1. MAE  (L^1),mae_f,train,GBT,1.0,670
2,1. MAE  (L^1),mae_f,train,PSBPM-FD,0.0,670
2,1. MAE  (L^1),mae_f,test,FAR,0.8118081180811808,271
2,1. MAE  (L^1),mae_f,test,RF,0.01845018450184502,271
2,1. MAE  (L^1),mae_f,test,GBT,0.01845018450184502,271
2,1. MAE  (L^1),mae_f,test,PSBPM-FD,0.15129151291512916,271
2,2. RMSE (L^2),rmse_f,train,FAR,0.0,670
2,2. RMSE (L^2),rmse_f,train,RF,0.0,670
2,2. RMSE (L^2),rmse_f,train,GBT,1.0,670
2,2. RMSE (L^2),rmse_f,train,PSBPM-FD,0.0,670
2,2. RMSE (L^2),rmse_f,test,FAR,0.8191881918819188,271
2,2. RMSE (L^2),rmse_f,test,RF,0.014760147601476014,271
2,2. RMSE (L^2),rmse_f,test,GBT,0.01845018450184502,271
2,2. RMSE (L^2),rmse_f,test,PSBPM-FD,0.14760147601476015,271
2,3. E_max promedio por curva,linf_medio,train,FAR,0.0014925373134328358,670
2,3. E_max promedio por curva,linf_medio,train,RF,0.007462686567164179,670
2,3. E_max promedio por curva,linf_medio,train,GBT,0.991044776119403,670
2,3. E_max promedio por curva,linf_medio,train,PSBPM-FD,0.0,670
2,3. E_max promedio por curva,linf_medio,test,FAR,0.6826568265682657,271
2,3. E_max promedio por curva,linf_medio,test,RF,0.0959409594095941,271
2,3. E_max promedio por curva,linf_medio,test,GBT,0.0036900369003690036,271
2,3. E_max promedio por curva,linf_medio,test,PSBPM-FD,0.2177121771217712,271
2,4. E_max peor de la ventana,linf_max,train,FAR,0.12686567164179105,670
2,4. E_max peor de la ventana,linf_max,train,RF,0.11791044776119403,670
2,4. E_max peor de la ventana,linf_max,train,GBT,0.6701492537313433,670
2,4. E_max peor de la ventana,linf_max,train,PSBPM-FD,0.08507462686567165,670
2,4. E_max peor de la ventana,linf_max,test,FAR,0.4059040590405904,271
2,4. E_max peor de la ventana,linf_max,test,RF,0.04428044280442804,271
2,4. E_max peor de la ventana,linf_max,test,GBT,0.23247232472324722,271
2,4. E_max peor de la ventana,linf_max,test,PSBPM-FD,0.3173431734317343,271
3,1. MAE  (L^1),mae_f,train,FAR,0.0,670
3,1. MAE  (L^1),mae_f,train,RF,0.0,670
3,1. MAE  (L^1),mae_f,train,GBT,1.0,670
3,1. MAE  (L^1),mae_f,train,PSBPM-FD,0.0,670
3,1. MAE  (L^1),mae_f,test,FAR,0.7416974169741697,271
3,1. MAE  (L^1),mae_f,test,RF,0.14760147601476015,271
3,1. MAE  (L^1),mae_f,test,GBT,0.007380073800738007,271
3,1. MAE  (L^1),mae_f,test,PSBPM-FD,0.1033210332103321,271
3,2. RMSE (L^2),rmse_f,train,FAR,0.0,670
3,2. RMSE (L^2),rmse_f,train,RF,0.0,670
