M,metrica,columna,banda,bloque,minimo,maximo,promedio
1,5. MPIW,mpiw,FAR (IC del modelo AR),test,1.7122488845569117,1.7122488845569117,1.7122488845569117
1,5. MPIW,mpiw,FAR (IC del modelo AR),train,1.7122488845569117,1.7122488845569117,1.712248884556912
1,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,1.7352813575639658,1.7352813575639658,1.7352813575639658
1,5. MPIW,mpiw,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,1.7352813575639658,1.7352813575639658,1.735281357563966
1,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),test,0.8102865139312214,0.8290680448512237,0.8196910209865196
1,5. MPIW,mpiw,PSBPM-FD (predictiva bayesiana),train,0.8080251096652614,0.8408106874658002,0.8220862321994198
1,6. PICP puntual,picp,FAR (IC del modelo AR),test,0.9395555555555556,0.972,0.9534645346453465
1,6. PICP puntual,picp,FAR (IC del modelo AR),train,0.9324444444444444,0.9675555555555555,0.9521711442786069
1,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,0.9346666666666666,0.9671111111111111,0.9526756867568675
1,6. PICP puntual,picp,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,0.9253333333333333,0.9746666666666667,0.9521174129353234
1,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),test,0.6311111111111111,0.6866666666666666,0.6559425994259942
1,6. PICP puntual,picp,PSBPM-FD (predictiva bayesiana),train,0.6,0.6911111111111111,0.643795688225539
1,7. PICPB curva completa,picp_simultaneo,FAR (IC del modelo AR),test,0.0,0.23333333333333334,0.11783517835178352
1,7. PICPB curva completa,picp_simultaneo,FAR (IC del modelo AR),train,0.0,0.23333333333333334,0.0991044776119403
1,7. PICPB curva completa,picp_simultaneo,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,0.0,0.26666666666666666,0.10528905289052891
1,7. PICPB curva completa,picp_simultaneo,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,0.0,0.36666666666666664,0.11019900497512437
1,7. PICPB curva completa,picp_simultaneo,PSBPM-FD (predictiva bayesiana),test,0.0,0.0,0.0
1,7. PICPB curva completa,picp_simultaneo,PSBPM-FD (predictiva bayesiana),train,0.0,0.0,0.0
1,8. Winkler,winkler,FAR (IC del modelo AR),test,1.8554662060833602,2.1595294662915063,2.0265902707613646
1,8. Winkler,winkler,FAR (IC del modelo AR),train,1.8732061212051305,2.178011696722163,2.0177915047500004
1,8. Winkler,winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,1.896454380242814,2.1949716927236134,2.0436272630281485
1,8. Winkler,winkler,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,1.8996956242857717,2.2080506808819154,2.041326168364228
1,8. Winkler,winkler,PSBPM-FD (predictiva bayesiana),test,3.555821803316658,4.6388523405698345,4.0502192120828635
1,8. Winkler,winkler,PSBPM-FD (predictiva bayesiana),train,3.4922116002435244,5.009521483757571,4.179652155573675
1,9. Winkler max promedio,winkler_max_medio,FAR (IC del modelo AR),test,7.880113274504617,14.437710161273738,11.207936581862636
1,9. Winkler max promedio,winkler_max_medio,FAR (IC del modelo AR),train,8.165104942831453,16.101323316848976,11.348022289700575
1,9. Winkler max promedio,winkler_max_medio,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,7.202498938126239,14.570288564791747,11.067856644976706
1,9. Winkler max promedio,winkler_max_medio,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,8.028771141438002,15.916659611225871,11.357832966444207
1,9. Winkler max promedio,winkler_max_medio,PSBPM-FD (predictiva bayesiana),test,24.2680609272974,32.175833931957136,28.366036431890592
1,9. Winkler max promedio,winkler_max_medio,PSBPM-FD (predictiva bayesiana),train,24.953857709604687,33.539798996996424,28.574713070299627
1,10. Winkler max peor ventana,winkler_max_glob,FAR (IC del modelo AR),test,22.715730720019046,45.56599136399327,31.8701682757389
1,10. Winkler max peor ventana,winkler_max_glob,FAR (IC del modelo AR),train,18.69765468680363,58.73879167328786,29.520425745376738
1,10. Winkler max peor ventana,winkler_max_glob,"PSBPM-FD (IC gaussiano, mismo mecanismo)",test,21.928496494776045,47.06459567852735,31.94920003292149
1,10. Winkler max peor ventana,winkler_max_glob,"PSBPM-FD (IC gaussiano, mismo mecanismo)",train,19.211750107216233,61.490440510415645,29.809128692249182
1,10. Winkler max peor ventana,winkler_max_glob,PSBPM-FD (predictiva bayesiana),test,40.211634389777664,64.54095049014168,49.133445636980696
1,10. Winkler max peor ventana,winkler_max_glob,PSBPM-FD (predictiva bayesiana),train,36.58271205857944,75.2295320833522,47.11828968499277
2,5. MPIW,mpiw,FAR (IC del modelo AR),test,1.7122488845569117,1.7122488845569117,1.7122488845569117
