M,metrica,bloque,banda,razon_vs_mejor
1,5. MPIW,train,FAR (IC del modelo AR),2.0829343872958526
1,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.1109531703615345
1,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.0
1,5. MPIW,test,FAR (IC del modelo AR),2.0889390337670415
1,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.1170385888857894
1,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.0
1,6. PICP puntual,train,FAR (IC del modelo AR),2.1079066865978753
1,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.9215508880537813
1,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),226.07087527066633
1,6. PICP puntual,test,FAR (IC del modelo AR),2.147712107620748
1,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.2177711255670616
1,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),257.0282542259245
1,7. PICPB curva completa,train,FAR (IC del modelo AR),1.0353841439231062
1,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0207944084748386
1,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),1.1616857258626658
1,7. PICPB curva completa,test,FAR (IC del modelo AR),1.0138568999638384
1,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0290511128688526
1,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),1.1639789929804563
1,8. Winkler,train,FAR (IC del modelo AR),1.001082700026142
1,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0127465799533517
1,8. Winkler,train,PSBPM-FD (predictiva bayesiana),2.072229103369042
1,8. Winkler,test,FAR (IC del modelo AR),1.0011115849965848
1,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0095920922317556
1,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.9996247942054237
1,9. Winkler max promedio,train,FAR (IC del modelo AR),1.0137383579012285
1,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0145634988309462
1,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),2.5818087253714905
1,9. Winkler max promedio,test,FAR (IC del modelo AR),1.02033734292084
1,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.006228639416009
1,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),2.6153127427449747
1,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.0304603087780644
1,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0357988197134709
1,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),1.6771240875044067
1,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.0215307450228144
1,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0208451786442934
1,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.592173654965358
2,5. MPIW,train,FAR (IC del modelo AR),1.7764897655454504
2,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.7951915899361914
2,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.0
2,5. MPIW,test,FAR (IC del modelo AR),1.783740095854356
2,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.8025182473970125
2,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.0
2,6. PICP puntual,train,FAR (IC del modelo AR),1.8712916603663412
2,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.934090010981927
2,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),161.07054925923245
2,6. PICP puntual,test,FAR (IC del modelo AR),2.282720781356841
2,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.878879565410792
2,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),190.7360343475076
2,7. PICPB curva completa,train,FAR (IC del modelo AR),1.0286941234135274
2,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0160048055969777
2,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),1.1544712511839177
2,7. PICPB curva completa,test,FAR (IC del modelo AR),1.0121760307722185
2,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0273644619492925
2,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),1.162027948544002
2,8. Winkler,train,FAR (IC del modelo AR),1.0012698996881122
2,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.010782746312219
2,8. Winkler,train,PSBPM-FD (predictiva bayesiana),1.6973351606994136
2,8. Winkler,test,FAR (IC del modelo AR),1.0013078461325493
2,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0076301956163412
2,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.6473136766699854
2,9. Winkler max promedio,train,FAR (IC del modelo AR),1.013199689701921
2,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0150481493498207
2,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),2.333054201828243
2,9. Winkler max promedio,test,FAR (IC del modelo AR),1.0205215432900065
2,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.007795521588935
2,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),2.366662291481934
2,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.0253136911383451
2,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.031407295758568
2,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),1.5799889640455447
2,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.02237440078965
2,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0191399307361955
2,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.530946799995228
3,5. MPIW,train,FAR (IC del modelo AR),1.6273375141951718
3,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.6440593670004793
3,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.0
3,5. MPIW,test,FAR (IC del modelo AR),1.632135192581181
3,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.6489063443617036
3,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.0
3,6. PICP puntual,train,FAR (IC del modelo AR),1.8385433425111213
3,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.9195772025769269
3,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),133.15007245027925
3,6. PICP puntual,test,FAR (IC del modelo AR),1.782295392411813
3,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.9483757143094547
3,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),142.3521901372989
3,7. PICPB curva completa,train,FAR (IC del modelo AR),1.0275074324691373
3,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.01545652658388
3,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),1.1527737241180158
3,7. PICPB curva completa,test,FAR (IC del modelo AR),1.0158582564456369
3,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0175064173241537
3,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),1.1659152854586048
3,8. Winkler,train,FAR (IC del modelo AR),1.0013064753727472
3,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0106967192257208
3,8. Winkler,train,PSBPM-FD (predictiva bayesiana),1.5141286029852579
3,8. Winkler,test,FAR (IC del modelo AR),1.001319078680857
3,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0075713985013723
3,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.473084618302403
3,9. Winkler max promedio,train,FAR (IC del modelo AR),1.0131224176842202
3,9. Winkler max promedio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0156819663478762
3,9. Winkler max promedio,train,PSBPM-FD (predictiva bayesiana),2.1768000919240453
3,9. Winkler max promedio,test,FAR (IC del modelo AR),1.020421202568789
3,9. Winkler max promedio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0086488010822596
3,9. Winkler max promedio,test,PSBPM-FD (predictiva bayesiana),2.19813267137494
3,10. Winkler max peor ventana,train,FAR (IC del modelo AR),1.0243814011055936
3,10. Winkler max peor ventana,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.030871987090376
3,10. Winkler max peor ventana,train,PSBPM-FD (predictiva bayesiana),1.5121073461960397
3,10. Winkler max peor ventana,test,FAR (IC del modelo AR),1.0237087039899762
3,10. Winkler max peor ventana,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0197818022223055
3,10. Winkler max peor ventana,test,PSBPM-FD (predictiva bayesiana),1.4857431090883229
4,5. MPIW,train,FAR (IC del modelo AR),1.5345957218125759
4,5. MPIW,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.5496508733511773
4,5. MPIW,train,PSBPM-FD (predictiva bayesiana),1.0
4,5. MPIW,test,FAR (IC del modelo AR),1.5345208026544117
4,5. MPIW,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.5495752191986016
4,5. MPIW,test,PSBPM-FD (predictiva bayesiana),1.0
4,6. PICP puntual,train,FAR (IC del modelo AR),1.7264413497964348
4,6. PICP puntual,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.9098391944145634
4,6. PICP puntual,train,PSBPM-FD (predictiva bayesiana),106.88727542579646
4,6. PICP puntual,test,FAR (IC del modelo AR),1.8945602107558357
4,6. PICP puntual,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.7310379791966337
4,6. PICP puntual,test,PSBPM-FD (predictiva bayesiana),128.21954065570026
4,7. PICPB curva completa,train,FAR (IC del modelo AR),1.0275074324691373
4,7. PICPB curva completa,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.01545652658388
4,7. PICPB curva completa,train,PSBPM-FD (predictiva bayesiana),1.1527737241180158
4,7. PICPB curva completa,test,FAR (IC del modelo AR),1.0155506198477775
4,7. PICPB curva completa,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.026540900275308
4,7. PICPB curva completa,test,PSBPM-FD (predictiva bayesiana),1.1655642932127626
4,8. Winkler,train,FAR (IC del modelo AR),1.0013240944093906
4,8. Winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0103177261120602
4,8. Winkler,train,PSBPM-FD (predictiva bayesiana),1.4001092164794533
4,8. Winkler,test,FAR (IC del modelo AR),1.0014241129559154
4,8. Winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",1.0071382242511113
4,8. Winkler,test,PSBPM-FD (predictiva bayesiana),1.363531016771078
4,9. Winkler max promedio,train,FAR (IC del modelo AR),1.0134848653443058
