M,metrica,bloque,modelo,razon_vs_mejor,razon_vs_FAR
1,1. MAE  (L^1),train,FAR,1.0141005956259153,1.0
1,1. MAE  (L^1),train,RF,1.0025584659327418,0.9889121212638332
1,1. MAE  (L^1),train,GBT,1.0067214804567748,0.9929944288320524
1,1. MAE  (L^1),train,PSBPM-FD,1.028360508413956,1.0141721182259946
1,1. MAE  (L^1),test,FAR,1.0011864502957313,1.0
1,1. MAE  (L^1),test,RF,1.0215223514719682,1.0203453098482795
1,1. MAE  (L^1),test,GBT,1.023882342805253,1.022707086316768
1,1. MAE  (L^1),test,PSBPM-FD,1.0142922338760296,1.0131072784319133
1,2. RMSE (L^2),train,FAR,1.014338553413042,1.0
1,2. RMSE (L^2),train,RF,1.0024002884213223,0.988490902738551
1,2. RMSE (L^2),train,GBT,1.006148029274828,0.9921633607137709
1,2. RMSE (L^2),train,PSBPM-FD,1.0271936541139322,1.0127617957993642
1,2. RMSE (L^2),test,FAR,1.0015072979749158,1.0
1,2. RMSE (L^2),test,RF,1.0194935705642805,1.0179953218922055
1,2. RMSE (L^2),test,GBT,1.0224294073609335,1.0209327324828825
1,2. RMSE (L^2),test,PSBPM-FD,1.0130194479016144,1.0115147277213201
1,3. E_max promedio por curva,train,FAR,1.0117047345876797,1.0
1,3. E_max promedio por curva,train,RF,1.0031227794806608,0.9916749198365769
1,3. E_max promedio por curva,train,GBT,1.0062846023934982,0.9947845566684392
1,3. E_max promedio por curva,train,PSBPM-FD,1.020288234994034,1.0085552420080253
1,3. E_max promedio por curva,test,FAR,1.0018447685036365,1.0
1,3. E_max promedio por curva,test,RF,1.0113569940489766,1.0095127574435943
1,3. E_max promedio por curva,test,GBT,1.0133114782765602,1.0114629925903498
1,3. E_max promedio por curva,test,PSBPM-FD,1.0090675676008372,1.0072264183338453
1,4. E_max peor de la ventana,train,FAR,1.0297260182692085,1.0
1,4. E_max peor de la ventana,train,RF,1.0241929443795244,0.9956627210358057
1,4. E_max peor de la ventana,train,GBT,1.019864164486823,0.9917144671928184
1,4. E_max peor de la ventana,train,PSBPM-FD,1.0388828256926295,1.0094624899116236
1,4. E_max peor de la ventana,test,FAR,1.016723800814912,1.0
1,4. E_max peor de la ventana,test,RF,1.0257681806145689,1.009703899810157
1,4. E_max peor de la ventana,test,GBT,1.0317497957211101,1.015447306742668
1,4. E_max peor de la ventana,test,PSBPM-FD,1.0221899195977746,1.0057001970122668
2,1. MAE  (L^1),train,FAR,1.0819765892391695,1.0
2,1. MAE  (L^1),train,RF,1.042325024471834,0.9635697676356494
2,1. MAE  (L^1),train,GBT,1.0,0.9246563799178303
2,1. MAE  (L^1),train,PSBPM-FD,1.0939763598601058,1.0111610898354275
2,1. MAE  (L^1),test,FAR,1.0006020025245597,1.0
2,1. MAE  (L^1),test,RF,1.0219519148295308,1.0213438406598347
2,1. MAE  (L^1),test,GBT,1.0527088545800858,1.0520831901946557
2,1. MAE  (L^1),test,PSBPM-FD,1.0106751993582879,1.0100740704453282
2,2. RMSE (L^2),train,FAR,1.0806309034891914,1.0
2,2. RMSE (L^2),train,RF,1.0414543168253796,0.9639509081364485
2,2. RMSE (L^2),train,GBT,1.0,0.9257823696640293
2,2. RMSE (L^2),train,PSBPM-FD,1.09135247805448,1.0099777241644103
2,2. RMSE (L^2),test,FAR,1.0008515598388439,1.0
2,2. RMSE (L^2),test,RF,1.02126667623614,1.0204064887921886
2,2. RMSE (L^2),test,GBT,1.0524974542809684,1.0516084518364146
2,2. RMSE (L^2),test,PSBPM-FD,1.0094380233757718,1.0085904546959525
2,3. E_max promedio por curva,train,FAR,1.0540926245386202,1.0
