M,metrica,columna,bloque,banda,pct_ventanas_ganadas,n_ventanas,criterio
1,5. MPIW,mpiw,train,FAR (IC del modelo AR),0.0,670,menor es mejor
1,5. MPIW,mpiw,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.0,670,menor es mejor
1,5. MPIW,mpiw,train,PSBPM-FD (predictiva bayesiana),1.0,670,menor es mejor
1,5. MPIW,mpiw,test,FAR (IC del modelo AR),0.0,271,menor es mejor
1,5. MPIW,mpiw,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.0,271,menor es mejor
1,5. MPIW,mpiw,test,PSBPM-FD (predictiva bayesiana),1.0,271,menor es mejor
1,6. PICP puntual,picp,train,FAR (IC del modelo AR),0.608955223880597,670,|valor - nominal|
1,6. PICP puntual,picp,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.39104477611940297,670,|valor - nominal|
1,6. PICP puntual,picp,train,PSBPM-FD (predictiva bayesiana),0.0,670,|valor - nominal|
1,6. PICP puntual,picp,test,FAR (IC del modelo AR),0.44280442804428044,271,|valor - nominal|
1,6. PICP puntual,picp,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.5571955719557196,271,|valor - nominal|
1,6. PICP puntual,picp,test,PSBPM-FD (predictiva bayesiana),0.0,271,|valor - nominal|
1,7. PICPB curva completa,picp_simultaneo,train,FAR (IC del modelo AR),0.5253731343283582,670,|valor - nominal|
1,7. PICPB curva completa,picp_simultaneo,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.4746268656716418,670,|valor - nominal|
1,7. PICPB curva completa,picp_simultaneo,train,PSBPM-FD (predictiva bayesiana),0.0,670,|valor - nominal|
1,7. PICPB curva completa,picp_simultaneo,test,FAR (IC del modelo AR),0.8154981549815498,271,|valor - nominal|
1,7. PICPB curva completa,picp_simultaneo,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.18450184501845018,271,|valor - nominal|
1,7. PICPB curva completa,picp_simultaneo,test,PSBPM-FD (predictiva bayesiana),0.0,271,|valor - nominal|
1,8. Winkler,winkler,train,FAR (IC del modelo AR),0.8552238805970149,670,menor es mejor
1,8. Winkler,winkler,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.14477611940298507,670,menor es mejor
1,8. Winkler,winkler,train,PSBPM-FD (predictiva bayesiana),0.0,670,menor es mejor
1,8. Winkler,winkler,test,FAR (IC del modelo AR),0.7970479704797048,271,menor es mejor
1,8. Winkler,winkler,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.2029520295202952,271,menor es mejor
1,8. Winkler,winkler,test,PSBPM-FD (predictiva bayesiana),0.0,271,menor es mejor
1,9. Winkler max promedio,winkler_max_medio,train,FAR (IC del modelo AR),0.5119402985074627,670,menor es mejor
1,9. Winkler max promedio,winkler_max_medio,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.4880597014925373,670,menor es mejor
1,9. Winkler max promedio,winkler_max_medio,train,PSBPM-FD (predictiva bayesiana),0.0,670,menor es mejor
1,9. Winkler max promedio,winkler_max_medio,test,FAR (IC del modelo AR),0.3874538745387454,271,menor es mejor
1,9. Winkler max promedio,winkler_max_medio,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.6125461254612546,271,menor es mejor
1,9. Winkler max promedio,winkler_max_medio,test,PSBPM-FD (predictiva bayesiana),0.0,271,menor es mejor
1,10. Winkler max peor ventana,winkler_max_glob,train,FAR (IC del modelo AR),0.6104477611940299,670,menor es mejor
1,10. Winkler max peor ventana,winkler_max_glob,train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.3895522388059702,670,menor es mejor
1,10. Winkler max peor ventana,winkler_max_glob,train,PSBPM-FD (predictiva bayesiana),0.0,670,menor es mejor
1,10. Winkler max peor ventana,winkler_max_glob,test,FAR (IC del modelo AR),0.4981549815498155,271,menor es mejor
1,10. Winkler max peor ventana,winkler_max_glob,test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.5018450184501845,271,menor es mejor
1,10. Winkler max peor ventana,winkler_max_glob,test,PSBPM-FD (predictiva bayesiana),0.0,271,menor es mejor
2,5. MPIW,mpiw,train,FAR (IC del modelo AR),0.0,670,menor es mejor
