grupo,t,banda,rmse_f_PSBPM,mpiw,picp_puntual,I_t_simultaneo
mejores,771,FAR (IC del modelo AR),0.23789990227213398,2.5310355544988195,1.0,1.0
mejores,771,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.23789990227213398,2.5703035211152776,1.0,1.0
mejores,771,PSBPM-FD (predictiva bayesiana),0.23789990227213398,2.3077263026960644,0.78,0.0
mejores,582,FAR (IC del modelo AR),0.3354846486676217,2.5310355544988195,1.0,1.0
mejores,582,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.3354846486676217,2.5703035211152776,1.0,1.0
mejores,582,PSBPM-FD (predictiva bayesiana),0.3354846486676217,3.002700085788965,0.8,0.0
mejores,619,FAR (IC del modelo AR),0.3618536079938161,2.53103555449882,1.0,1.0
mejores,619,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.3618536079938161,2.5703035211152776,1.0,1.0
mejores,619,PSBPM-FD (predictiva bayesiana),0.3618536079938161,2.3050925608631223,0.94,0.0
mejores,720,FAR (IC del modelo AR),0.38459521249832607,2.5310355544988195,1.0,1.0
mejores,720,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.38459521249832607,2.5703035211152776,1.0,1.0
mejores,720,PSBPM-FD (predictiva bayesiana),0.38459521249832607,2.2840210588416086,0.81,0.0
mejores,696,FAR (IC del modelo AR),0.39841523872726,2.53103555449882,1.0,1.0
mejores,696,"PSBPM-FD (IC gaussiano, mismo mecanismo)",0.39841523872726,2.5703035211152776,1.0,1.0
mejores,696,PSBPM-FD (predictiva bayesiana),0.39841523872726,2.4493105428497075,0.87,0.0
peores,579,FAR (IC del modelo AR),3.0620315547588564,2.5310355544988195,0.89,0.0
peores,579,"PSBPM-FD (IC gaussiano, mismo mecanismo)",3.0620315547588564,2.5703035211152776,0.92,0.0
peores,579,PSBPM-FD (predictiva bayesiana),3.0620315547588564,2.4695092889561785,0.76,0.0
peores,610,FAR (IC del modelo AR),2.9459723965504336,2.53103555449882,0.82,0.0
peores,610,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.9459723965504336,2.5703035211152776,0.81,0.0
peores,610,PSBPM-FD (predictiva bayesiana),2.9459723965504336,2.577225672779605,0.62,0.0
peores,666,FAR (IC del modelo AR),2.7426192424153952,2.5310355544988195,0.95,0.0
peores,666,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.7426192424153952,2.5703035211152776,0.95,0.0
peores,666,PSBPM-FD (predictiva bayesiana),2.7426192424153952,2.822321916250512,0.91,0.0
peores,654,FAR (IC del modelo AR),2.712021215555312,2.53103555449882,0.78,0.0
peores,654,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.712021215555312,2.5703035211152776,0.79,0.0
peores,654,PSBPM-FD (predictiva bayesiana),2.712021215555312,2.3586238699033855,0.57,0.0
peores,758,FAR (IC del modelo AR),2.701420288044873,2.5310355544988195,0.8,0.0
peores,758,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.701420288044873,2.5703035211152776,0.82,0.0
peores,758,PSBPM-FD (predictiva bayesiana),2.701420288044873,2.586250029534567,0.78,0.0
