fpc,carga_e,carga_e2,var_ratio,retenida
1,-0.03058698346122086,0.0009355635572569985,0.8639730825210037,1
2,-0.8479249163360405,0.7189766637434812,0.11601764059027013,1
3,0.025164471584125405,0.000633250630108255,0.017933194582843506,1
