t,regimen,p_regimen_0,p_regimen_1,p_regimen_2,p_max,modas_efectivas,z_lag,ambiguo,b_t_realizada,factor_volatil,sep_dinamica,sep_tendencia,separacion,sep_en_sd,bimodal,nivel_curva,bloque
114,0,0.9004710805620959,0.09543519575566883,0.004093723682235262,0.9004710805620959,1.219552645465433,-0.4910601103857297,0,0.48124069572427297,1.0,0.9397694862645444,0.784031129698034,1.7238006159625785,1.7238006159625785,0,0.580567097188468,train
115,0,0.6896194953870077,0.2785661148506867,0.03181438976230555,0.6896194953870077,1.8044474007896767,-0.2936930219549724,1,0.4897959183673469,1.0,0.1864060694753981,0.7730727293275631,0.9594787988029612,0.9594787988029612,0,-0.43102338752493957,train
116,0,0.4833705052307036,0.42292853676145226,0.09370095800784417,0.4833705052307036,2.373631073775768,-0.15957598988132873,1,0.49842651742137295,1.0,1.0171856056738753,0.7619082321352184,1.7790938378090937,1.7790938378090937,1,-0.24739972935965,train
117,1,0.09759748635245541,0.42817092880053814,0.47423158484700645,0.47423158484700645,2.393769250289018,0.15384079557184596,1,1.2576765786489,1.0,0.7930035015069153,0.7505440857625487,1.543547587269464,1.543547587269464,1,2.0697779838467407,train
118,2,0.007882722761814023,0.1379899126000237,0.8541273646381623,0.8541273646381623,1.3357610196409233,0.433575173713884,0,0.673192464812792,1.0,0.9326940110403218,0.7389868071860597,1.6716808182263816,1.6716808182263816,0,-2.026985205185925,train
119,2,0.0066654850842809265,0.1258019490162723,0.8675325658994468,0.8675325658994468,1.3012644314222042,0.4487007397460972,0,0.6764127842970582,1.0,3.073920455465525,0.7272429790812254,3.8011634345467504,3.8011634345467504,0,0.622580665121795,train
120,1,0.4763589520858545,0.4269614863360682,0.09667956157807733,0.4763589520858545,2.3891385955541793,-0.15517648874956042,1,1.249021923896845,1.0,0.09319558337062099,0.715319246149846,0.8085148295204669,0.8085148295204669,0,1.488292743565157,train
121,1,0.1544991568833235,0.47957893473489166,0.36592190838178484,0.47957893473489166,2.5788829546447287,0.08433153058901605,1,1.245932470268583,1.0,0.21604725684634946,0.703222311412797,0.9192695682591465,0.9192695682591465,0,0.8099129188418194,train
122,2,0.00182922258195971,0.059198603354964345,0.938972174063076,0.938972174063076,1.129718115305001,0.5565506437106189,0,0.685956042627734,1.0,0.5911946769035143,0.6909589324702444,1.2821536093737587,1.2821536093737587,0,0.9530526467286673,train
123,2,0.416096291515377,0.45844205900563567,0.1254616494789873,0.45844205900563567,2.50597756612541,-0.11702741371050655,1,0.6890986855875649,1.0,0.2608169762363529,0.6785359177314059,0.9393528939677588,0.9393528939677588,0,0.3942004133159385,train
124,0,0.41304768675347875,0.45986912278928566,0.1270831904572356,0.45986912278928566,2.5110603487186247,-0.11507197275992728,1,0.5701848606478602,1.0,0.3654315165728078,0.6659601226159652,1.031391639188773,1.031391639188773,1,-1.0571361410057891,train
125,2,0.07728550817719475,0.3973708444751764,0.5253436473476288,0.5253436473476288,2.273437279478451,0.18589247319908495,1,0.6953276845818906,1.0,1.8993519387242865,0.6532384457292578,2.5525903844535445,2.5525903844535445,1,2.60461344956724,train
126,0,0.8407911058674957,0.1500149814102546,0.009193912722249675,0.8407911058674957,1.3707667688960836,-0.4194286413464107,0,0.5888782105640039,1.0,2.157324043704351,0.6403778250133637,2.7977018687177146,2.7977018687177146,0,2.6933868327999066,train
127,2,0.07563569652679766,0.39444973413822393,0.5299145693349784,0.5299145693349784,2.261825263932396,0.18876377835859354,1,0.7014831110011523,1.0,2.3977019382712315,0.6273852338762501,3.0250871721474817,3.0250871721474817,1,-1.8283982285482163,train
128,0,0.9124233944778375,0.08427111444103497,0.003305491081127543,0.9124233944778375,1.19100221958873,-0.5089575413887905,0,0.6078730661239564,1.0,2.8574124228741478,0.6142676773011315,3.4716801001752793,3.4716801001752793,0,-0.341470429129921,train
129,2,0.19477193056304115,0.49653389017824295,0.3086941792587159,0.49653389017824295,2.6331442453332854,0.045111217368970224,1,0.707566682552228,1.0,1.0963247469496085,0.6010321879382075,1.697356934887816,1.697356934887816,1,0.9520785331736299,train
130,0,0.4812301745762538,0.4241671726117208,0.0946026528120254,0.4812301745762538,2.3784044689379904,-0.15823341335975835,1,0.6271694273277177,1.0,0.26732215561082984,0.5876858221809702,0.8550079777918,0.8550079777918,0,0.5324082525067583,train
131,2,0.284074814894523,0.5009338332954415,0.21499135181003548,0.5009338332954415,2.6465214361782117,-0.027305312703032044,1,0.7135800574802261,1.0,0.06592844800621714,0.574235656229259,0.6401641042354761,0.6401641042354761,0,-0.3634321722453866,train
132,0,0.9560763649515355,0.042842050016591804,0.0010815850318727227,0.9560763649515355,1.0918000473564724,-0.5967160851866258,0,0.6467672941752878,1.0,1.323653689726919,0.5606887821412689,1.884342471868188,1.884342471868188,0,0.09778842927145719,train
133,0,0.6607049331141934,0.30129555235167405,0.03799951453413253,0.6607049331141934,1.8912387136057636,-0.273596946052752,1,0.656679292215501,1.0,0.5917258898869517,0.5470523038767127,1.1387781937636645,1.1387781937636645,1,0.6171532230366586,train
134,2,0.025770924998351163,0.2528508575105181,0.7213782174911307,0.7213782174911307,1.7094477932220156,0.3167351634342819,1,0.7224719895935547,1.0,0.22782228781628402,0.5333333333333333,0.7611556211496173,0.7611556211496173,0,-0.4460599938262502,train
135,2,0.013034688764890985,0.18043621374577298,0.806529097489336,0.806529097489336,1.463665280530292,0.38629417811469385,0,0.7254025692649712,1.0,1.3111088372491124,0.5195389863790024,1.830647823628115,1.830647823628115,0,1.0469907757013062,train
136,1,0.47067173790948147,0.4301797577645653,0.09914850432595324,0.47067173790948147,2.4014393184059397,-0.15160465130590042,1,1.1925439236834432,1.0,0.384054610852929,0.505676378881589,0.889730989734518,0.889730989734518,0,0.8952202261779477,train
137,1,0.916868795704291,0.08009932658076135,0.0030318777149476173,0.916868795704291,1.1805351249248035,-0.5160784350494744,0,1.1888336712247147,1.0,0.4751039385484837,0.49175262273883846,0.9668565612873221,0.9668565612873221,0,1.0337161481307977,train
138,2,0.03497516084332625,0.29057568666071815,0.6744491524959556,0.6744491524959556,1.8500047562045656,0.2830580564009943,1,0.7340967104773128,1.0,0.2460638253376257,0.4777748219104616,0.7238386472480873,0.7238386472480873,0,1.2288552953855,train
139,2,0.002907917643401773,0.0781504346282521,0.9189416477283461,0.9189416477283461,1.1756826065436596,0.5194969718626941,0,0.7369628224396139,1.0,0.6050343327302765,0.4637500684546543,1.0687844011849308,1.0687844011849308,0,0.7762902730700394,train
140,0,0.3771104493673662,0.47532162043862464,0.14756793019400916,0.47532162043862464,2.564633720130233,-0.09173033407407333,1,0.7281738180036557,1.0,0.12584241859772682,0.44968543857125653,0.5755278571689834,0.5755278571689834,0,1.2257075730671911,train
141,1,0.33265023346705647,0.490488563141658,0.17686120339128553,0.490488563141658,2.6142759241803533,-0.06184830634492633,1,1.1742768159852457,1.0,0.5783590529273434,0.43558798865375914,1.0139470415811025,1.0139470415811025,1,1.0359198178803988,train
142,0,0.8311701657384488,0.158626884082389,0.010202950179162174,0.8311701657384488,1.396432664536028,-0.4096999209570062,0,0.7492792130702696,1.0,0.3409276810651091,0.4252761836846666,0.7662038647497758,0.7662038647497758,0,1.1735327064705698,train
143,0,0.5458866594867076,0.3840441081741699,0.07006923233912254,0.5458866594867076,2.2202889951341085,-0.1988188989809448,1,0.7599449752200048,1.0,0.4755959328044476,0.4189955065670814,0.8945914393715291,0.8945914393715291,0,0.8244001457739473,train
144,1,0.6181969846870992,0.33342106432442753,0.04838195098847331,0.6181969846870992,2.0174390205216195,-0.24518720747630135,1,1.1638550167361748,1.0,0.18196026603069235,0.4127934072138044,0.5947536732444968,0.5947536732444968,0,1.1111657315322874,train
145,0,0.9403773292485259,0.05786096081155512,0.0017617099399189762,0.9403773292485259,1.1265568111134139,-0.5594872466057683,0,0.7815026287523319,1.0,0.35488464711529966,0.40667666373955436,0.761561310854854,0.761561310854854,0,0.7697028348132676,train
146,0,0.9993147793452913,0.0006826727632358587,2.547891472803876e-06,0.9993147793452913,1.0013713838515257,-0.9702013091063773,0,0.7923945201349236,1.0,0.6277637207823398,0.4006520174615108,1.0284157382438506,1.0284157382438506,0,0.37432601453853565,train
147,1,0.44213346500434,0.44557622149150883,0.1122903135041512,0.44557622149150883,2.4592424550182286,-0.13360942463624098,1,1.1540675297314174,1.0,0.5283660523327268,0.3947261689969027,0.9230922213296295,0.9230922213296295,0,1.4027110185439096,train
148,0,0.9069531595504219,0.08939011327302948,0.0036567271765486353,0.9069531595504219,1.203995341575614,-0.5005559178381928,0,0.8144044321329639,1.0,0.4218401593660503,0.3889057743860902,0.8107459337521405,0.8107459337521405,0,0.3717555174492076,train
149,0,0.8467455073981824,0.14465847040288393,0.008596022198933628,0.8467455073981824,1.3550540935083009,-0.425643670569889,0,0.8255224527484124,1.0,0.562372025590863,0.3831974412432356,0.9455694668340986,0.9455694668340986,0,0.384317913501546,train
150,2,0.03562859896821994,0.29295238960419684,0.6714190114275832,0.6714190114275832,1.8591023906100963,0.2809587169971793,1,0.7674916231150217,1.0,0.5394210249209165,0.37760772493663697,0.9170287498575534,0.9170287498575534,0,0.654047897144466,train
151,2,0.1693698760805467,0.4872816894376493,0.34334843448180397,0.4872816894376493,2.6040463160151344,0.06916457500454676,1,0.7701802965503137,1.0,0.11950366220662663,0.3721431248007865,0.4916467870074131,0.4916467870074131,0,1.1259428663515871,train
152,1,0.37114176454470427,0.47762747851379883,0.1512307569414969,0.47762747851379883,2.5723806203787123,-0.08779228267442006,1,1.139665250443409,1.0,0.36796883513590023,0.3668100803822032,0.7347789155181035,0.7347789155181035,0,2.67636845833778,train
153,0,0.9528378615809345,0.045951521947507734,0.001210616471557735,0.9528378615809345,1.0988854024417403,-0.5882538342210262,0,0.8707482993197277,1.0,1.7694860965495205,0.3616149677210708,2.131101064270591,2.131101064270591,0,2.7341470533223013,train
154,1,0.1838236424594874,0.4930990911603365,0.3230772663801761,0.4930990911603365,2.6224915635710166,0.05522227608184317,1,1.1347281745776934,1.0,2.046270129340772,0.3565640956706928,2.402834225011465,2.402834225011465,1,1.3719485164749332,train
155,0,0.45521315086115727,0.43867958464527385,0.10610726449356889,0.45521315086115727,2.433578265975033,-0.141874789361154,1,0.8938134810710987,1.0,0.2779329560441535,0.35166370225675037,0.6295966583009038,0.6295966583009038,0,0.45653147706481195,train
156,1,0.01898189527395831,0.2182467935647006,0.7627713111613411,0.7627713111613411,1.587775277674966,0.3488113671925052,0,1.1303394027039453,1.0,0.5758825462436885,0.3469199510783554,0.9228024973220439,0.9228024973220439,0,2.1196207763960597,train
157,1,0.005799589785076023,0.11639023175988986,0.8778101784550341,0.8778101784550341,1.2752970624309756,0.4610273726018472,0,1.1283663249956115,1.0,1.1109423045156694,0.34233892775282704,1.4532812322684965,1.4532812322684965,0,1.2575716367160283,train
158,1,0.027972834409124323,0.2626868261546425,0.7093403394362332,0.7093403394362332,1.74535127574381,0.3078646566289827,1,1.1265489935909931,1.0,0.264071664017261,0.33792663640613774,0.6019983004233987,0.6019983004233987,0,0.5950234256858653,train
159,0,0.2699402001691903,0.5025298728907128,0.22752992694009688,0.5025298728907128,2.6512972557768557,-0.016751535282629453,1,0.9408483615052667,1.0,0.6530971933728738,0.33368899621092574,0.9867861895837995,0.9867861895837995,0,1.125622470129902,train
160,1,0.41741926154861264,0.45781742514663504,0.12476331330475232,0.45781742514663504,2.5037461110250354,-0.11787498093444002,1,1.123405670826372,1.0,0.18839293031307777,0.32963183797395457,0.5180247682870324,0.5180247682870324,0,2.8705621961562517,train
161,1,0.42443274004005443,0.4544528124259511,0.12111444753399447,0.4544528124259511,2.491657811658908,-0.12235845215163352,1,1.1220915010364745,1.0,1.9960676900607461,0.3257609007748794,2.3218285908356258,2.3218285908356258,1,1.3738826291434436,train
162,2,0.0037715192578136616,0.09101087241635497,0.9052176083258314,0.9052176083258314,1.208143678501714,0.49796692063974646,0,0.7988748854368077,1.0,0.43166150017025223,0.32208182865813995,0.7537433288283921,0.7537433288283921,0,0.49886933540145123,train
163,2,6.151192496242793e-05,0.006507222662939843,0.9934312654120977,0.9934312654120977,1.0132245800350341,0.7900052183563155,0,0.8014068096636384,1.0,0.6478020270255623,0.31860016737978203,0.9664021944053444,0.9664021944053444,0,2.7813362601448746,train
164,1,0.6802828351970445,0.28597913080579174,0.0337380339971638,0.6802828351970445,1.8324850165734239,-0.287122461865271,1,1.1192478536794548,1.0,2.2896221571277637,0.3153213612109753,2.604943518338739,2.604943518338739,1,1.321439883024724,train
165,1,0.27207395790188293,0.5023355109733842,0.22559053112473282,0.5023355109733842,2.6507178846497634,-0.018361869183679363,1,1.1186848014523618,1.0,0.22244496787059895,0.3122507497999746,0.5346957176705736,0.5346957176705736,0,1.266135679608973,train
166,2,0.12004785770565896,0.4534366124316378,0.42651552986270325,0.4534366124316378,2.487984608939126,0.12368689639540348,1,0.8089296033241324,1.0,0.17134470179567773,0.30939356509421834,0.48073826688989607,0.48073826688989607,0,1.3062663036841484,train
167,0,0.834576732008228,0.15558370611039873,0.009839561881373249,0.834576732008228,1.3873061494642929,-0.41310254174568006,0,1.0385361900993084,1.0,0.5462011636737443,0.3067549283242528,0.852956091997997,0.852956091997997,0,2.1308665569848997,train
168,1,0.3171164682879095,0.49459548782408613,0.18828804388800435,0.49459548782408613,2.627154690922923,-0.05105563746094646,1,1.1182249873486936,1.0,1.2261782915897217,0.3043398470511174,1.530518138640839,1.530518138640839,1,1.2636937870255496,train
169,0,0.45108327258233366,0.44088712063837004,0.1080296067792963,0.45108327258233366,2.44183567035496,-0.13926876785109374,1,1.0637119113573406,1.0,0.16303828760413558,0.302153212278802,0.46519149988293756,0.46519149988293756,0,1.7316134759379724,train
170,0,0.4164079699118475,0.4582951916327377,0.12529683845541484,0.4582951916327377,2.5054532580266833,-0.11722714646974472,1,1.0764128366027852,1.0,0.7821330887415644,0.3001997956333473,1.0823328843749116,1.0823328843749116,1,1.6456151987612702,train
171,2,0.0003122894427392575,0.01935306687139535,0.9803346436858654,0.9803346436858654,1.0401166195124962,0.6851775063192697,0,0.8212311983485634,1.0,0.737145153867766,0.29848424661012674,1.0356294004778928,1.0356294004778928,0,0.36222268322638385,train
172,0,0.9635070973884019,0.03568467058270275,0.0008082320288953504,0.9635070973884019,1.0757083821028426,-0.6182298618839105,0,1.1020408163265305,1.0,0.654632497423405,0.29701108989080893,0.951643587314214,0.951643587314214,0,0.8040662408669267,train
173,2,0.10527748322615837,0.4377084547276787,0.4570140620461629,0.4570140620461629,2.4299335186820263,0.143010221248379,1,0.82607166699994,1.0,0.2610714036356335,0.2957847227314636,0.5568561263670971,0.5568561263670971,0,0.45337040043029075,train
174,0,0.7555315275317739,0.22438367097755418,0.020084801490671933,0.7555315275317739,1.6088051316827303,-0.34300015288902364,0,1.1279703016940847,1.0,0.4547093220572677,0.2994951559762835,0.7542044780335513,0.7542044780335513,0,1.6351520255962362,train
175,0,0.961881611904864,0.03725309734190163,0.0008652907532343823,0.961881611904864,1.0792087678445728,-0.6132378261837319,0,1.14104810899429,1.0,0.7158711959933657,0.3101805181646534,1.0260517141580192,1.0260517141580192,0,1.1790919232745498,train
176,0,0.8158030867305999,0.17227032951599552,0.011926583753404607,0.8158030867305999,1.4381164412900944,-0.39487151082710104,0,1.1542012927054477,1.0,0.24599155321503308,0.320952189529204,0.5669437427442371,0.5669437427442371,0,1.6281694150893875,train
177,2,0.19918369614823983,0.49770029107797886,0.3031160127737813,0.49770029107797886,2.636720262185626,0.04113514715767493,1,0.8356197822222652,1.0,0.5219540045372285,0.33181007060529233,0.8537640751425208,0.8537640751425208,0,-0.48205361757773896,train
178,2,0.41058608319793394,0.4610087539323083,0.12840516286975778,0.4610087539323083,2.515103898299007,-0.11349059677009317,1,0.8379797260811177,1.0,1.4885511084803,0.34275406327950186,1.831305171759802,1.831305171759802,1,0.5735251289983656,train
179,1,0.1317227570953433,0.4637769423098168,0.4045003005948399,0.4637769423098168,2.524867227093892,0.1095711194514473,1,1.1341676985663995,1.0,0.31331778375034747,0.35378407076527796,0.6671018545156254,0.6671018545156254,0,2.234934500605734,train
180,1,0.5383081495264512,0.389019358130661,0.07267249234288775,0.5383081495264512,2.2401784171769066,-0.19404308421332697,1,1.1371195259409679,1.0,1.2504246297333659,0.3648999975791112,1.615324627312477,1.615324627312477,1,0.6922961734024409,train
181,0,0.4241404201898835,0.45459481833337145,0.12126476147674503,0.45459481833337145,2.4921703032604734,-0.12217189797604842,1,1.2210978574255185,1.0,0.4766010113098468,0.3761017495172494,0.8527027608270962,0.8527027608270962,0,1.2692788926972867,train
182,0,0.5296081942317273,0.39464633137243166,0.075745474395841,0.5296081942317273,2.2626075385976323,-0.18857125024566793,1,1.2347032996023892,1.0,0.1275551344613027,0.3873892336329291,0.5149443680942318,0.5149443680942318,0,1.6779928634169274,train
183,2,0.00018715420608621773,0.013802903507406464,0.9860099422865073,0.9860099422865073,1.028376865176176,0.7193912649454006,0,0.849621759976099,1.0,0.6610435858737751,0.3987623582141132,1.0598059440878882,1.0598059440878882,0,1.5109514457415214,train
184,1,0.5043886432399708,0.4104240220008696,0.08518733475915963,0.5043886432399708,2.3249722349524204,-0.1727502297793739,1,1.1516248904647086,1.0,0.6998694118804515,0.4102210327617156,1.110090444642167,1.110090444642167,1,1.6487794990815907,train
185,0,0.6892913672099305,0.27882779989956985,0.0318808328904997,0.6892913672099305,1.805432450296899,-0.2934606780976515,1,1.2759718845987147,1.0,0.6088989282396144,0.421765167968307,1.0306640962079214,1.0306640962079214,1,-0.5758666505621262,train
186,0,0.8509438906219751,0.14086954460278545,0.008186564775239491,0.8509438906219751,1.3440557559959365,-0.43012254783279347,0,1.2898788324193942,1.0,2.018761525856224,0.43339467569728374,2.4521562015535077,2.4521562015535077,0,0.11703264209580383,train
187,0,0.575814665239836,0.36375818367223334,0.06042715108793062,0.575814665239836,2.1388819445247904,-0.21779943648488015,1,1.3038611566510259,1.0,1.3601052111819267,0.4451094689624908,1.8052146801444175,1.8052146801444175,1,0.48941072986167106,train
188,0,0.9956575074982495,0.004308640216701298,3.385228504915183e-05,0.9956575074982495,1.0087229948769607,-0.8260528606439378,0,1.3179188572936098,1.0,1.0753079033799284,0.45690946190828696,1.5322173652882154,1.5322173652882154,0,-0.17640744597387448,train
189,0,0.7872278526339574,0.19726305833772184,0.01550908902832071,0.7872278526339574,1.517724891314599,-0.36920985630544223,0,1.332051934347146,1.0,1.7540942453705097,0.46879456979003764,2.2228888151605473,2.2228888151605473,0,0.0028058684569894155,train
190,2,0.004676035052246565,0.10301365991374384,0.8923103050340095,0.8923103050340095,1.2393856535369954,0.4797271219981335,0,0.8654956788566052,1.0,1.5061092834459784,0.480764708955029,1.9868739924010073,1.9868739924010073,0,0.933933027963169,train
191,1,0.02353199727518347,0.2422160440939537,0.7342519586308629,0.7342519586308629,1.6712673714145505,0.32643096410607353,1,1.1878246417075293,1.0,0.25647572080669967,0.49281979682378907,0.7492955176304887,0.7492955176304887,0,1.6773381468924384,train
192,1,0.16669621854124145,0.4860320292172475,0.3472717522415111,0.4860320292172475,2.600019955737456,0.07182582371194449,1,1.1941559952246916,1.0,0.6014779147866685,0.504959751871806,1.1064376666584743,1.1064376666584743,1,0.5858084745968942,train
193,2,0.0021952661538076988,0.0660946768686476,0.9317100569775447,0.9317100569775447,1.1461883516184033,0.5421621885621664,0,0.8721535130591769,1.0,0.7268293077208943,0.5171844936116354,1.2440138013325297,1.2440138013325297,0,0.06704951565626076,train
194,1,0.8339038135578081,0.1561853752186153,0.009910811223576621,0.8339038135578081,1.3891056166117224,-0.41242684396417273,0,1.2077057217990397,1.0,0.9149821373478589,0.5294939425753846,1.4444760799232435,1.4444760799232435,0,1.565937504192734,train
195,1,0.2512250759831762,0.5034766769385907,0.2452982470782331,0.5034766769385907,2.6541107196855567,-0.0023401011556762295,1,1.2149266029471646,1.0,0.4202334925672114,0.5418880202975649,0.9621215128647762,0.9621215128647762,0,2.7535656411950176,train
196,0,0.6757575758983604,0.2895471182764445,0.03469530582519509,0.6757575758983604,1.8460756884241611,-0.2839670186476841,1,1.43309401322856,1.0,1.787701740815695,0.5543666492983026,2.3420683901139974,2.3420683901139974,1,1.7294302505400867,train
197,0,0.5523670827897942,0.3797366765324879,0.06789624067771793,0.5523670827897942,2.2030350735400757,-0.20291101484633398,1,1.4478301015697137,1.0,0.40619391612276967,0.5669297530669019,0.9731236691896715,0.9731236691896715,0,2.0131778470744837,train
198,2,4.4240595686697265e-05,0.005186589239019173,0.9947691701652941,0.9947691701652941,1.0105168484236413,0.8100461330671022,0,0.8830643102760731,1.0,0.8304627014793582,0.5795772560457464,1.4100399575251046,1.4100399575251046,0,-0.5191182568628501,train
199,1,0.3120928739458112,0.49577694410997253,0.19213018194421627,0.49577694410997253,2.630812224196684,-0.047518317662996704,1,1.2468050855020318,1.0,1.6090265624678783,0.592309083614535,2.2013356460824136,2.2013356460824136,1,2.983282468987525,train
200,0,0.8870133691105093,0.10791338995305644,0.005073240936434242,0.8870133691105093,1.2524050019581876,-0.472699219656732,0,1.4924906250588876,1.0,1.94899487644144,0.6051251620748436,2.5541200385162837,2.5541200385162837,0,3.034355801885779,train
201,2,0.003070585144511581,0.08070010266087152,0.9162293121946169,0.9162293121946169,1.1820357689601706,0.515036760568687,0,0.8895028004088504,1.0,1.7495672648117773,0.6180254186349997,2.367592683446777,2.367592683446777,0,1.2375299291090527,train
202,0,0.987912422011801,0.011937017725330512,0.00015056026286852653,0.987912422011801,1.0244710601195146,-0.7335835316160199,0,1.5226411894397651,1.0,0.6029500008767218,0.6310097813952695,1.2339597822719912,1.2339597822719912,0,1.8542283726408197,train
203,0,0.9986755267093039,0.0013181399915405123,6.3332991555586915e-06,0.9986755267093039,1.0026524718130858,-0.9214466996267784,0,1.5378295362466314,1.0,0.6847213853213485,0.6440781793333435,1.328799564654692,1.328799564654692,0,2.4774734516050616,train
204,1,0.13625852051039566,0.4673565419433303,0.396384937546274,0.4673565419433303,2.537365624105498,0.10432112695688382,1,1.2934233211448194,1.0,1.0509680368874155,0.6572305422901212,1.7081985791775367,1.7081985791775367,1,1.3537962070724352,train
205,2,4.272627956902298e-10,9.005533430508638e-07,0.9999990990193941,0.9999990990193941,1.000001801962836,1.3636133164108502,0,0.8979655581374484,1.0,0.8744804440428476,0.6704668009557735,1.544947244998621,1.544947244998621,0,0.7616462196343126,train
206,0,0.9896956967074877,0.01018541539919593,0.00011888789331637728,0.9896956967074877,1.0208234416345154,-0.7487697612930148,0,1.5838468351329453,1.0,0.4954451243507094,0.6837868868560946,1.179232011206804,1.179232011206804,0,1.8200907274124905,train
207,0,0.9336849334805533,0.06422217566431832,0.0020928908551284264,0.9336849334805533,1.1416875028675117,-0.5459526577982631,0,1.5993366875836204,1.0,0.41427611808091136,0.6971907323391213,1.1114668504200327,1.1114668504200327,0,1.576867596924653,train
208,0,0.8612793914939627,0.13149976881458236,0.007220839691454928,0.8612793914939627,1.3172687666194471,-0.44152134665479215,0,1.6149019164452485,1.0,0.30354230065660137,0.7106782705620227,1.014220571218624,1.014220571218624,0,1.8606443548211826,train
209,1,0.30669020934737934,0.496963890139007,0.19634590051361367,0.496963890139007,2.6344650366766404,-0.043686489913246494,1,1.347539453871308,1.0,0.2744601963822457,0.7242494354782439,0.9987096318604897,0.9987096318604897,0,3.534847026689485,train
210,1,0.8923810036632178,0.10294816020503916,0.004670836131743017,0.8923810036632178,1.239212659839207,-0.47982258645847387,0,1.359253213136101,1.0,2.4728050710257703,0.737904161824914,3.210709232850684,3.210709232850684,0,2.506246248275022,train
211,1,0.09740196451507849,0.4279146063315255,0.474683429153396,0.474683429153396,2.3927886466006805,0.15412452876391086,1,1.3712606984980245,1.0,1.2402057835075204,0.751642385110491,1.9918481686180114,1.9918481686180114,1,0.9064911092913007,train
212,2,0.09135102794150696,0.4196259274131422,0.48902304464535085,0.48902304464535085,2.360859959294626,0.16312034513551968,1,0.9124525543986217,1.0,0.48676436608050067,0.7654640416026599,1.2522284076831607,1.2522284076831607,1,-0.13972672433890734,train
213,1,0.030010598026175825,0.2712989321810239,0.6986904697928003,0.6986904697928003,1.7772339625871443,0.3001594684315226,1,1.3961500230922532,1.0,1.2480592025832369,0.7793690683164556,2.0274282708996925,2.0274282708996925,1,2.116804311341974,train
214,2,0.016814718587333858,0.20547380472652937,0.7777114766861368,0.7777114766861368,1.5447895665313016,0.3611217643401559,0,0.9165187912423804,1.0,0.871998262125951,0.7933574030026307,1.6653556651285817,1.6653556651285817,0,1.2751192981339938,train
215,0,0.486512135917709,0.421098567193038,0.09238929688925301,0.486512135917709,2.366562308009474,-0.1615461237565127,1,1.725969057983304,1.0,0.4477384023285795,0.8074289841362348,1.2551673864648143,1.2551673864648143,1,0.7972726639964932,train
216,1,0.025984109234157723,0.2538289543035334,0.7201869364623088,0.7201869364623088,1.7129930346524471,0.31584923136694254,1,1.4356400477449498,1.0,1.0311331073046293,0.8215837509054256,1.8527168582100548,1.8527168582100548,1,-0.8479051589470316,train
217,1,0.18307622801780804,0.49283525521597044,0.3240885167662215,0.49283525521597044,2.62166587161249,0.055925963000987663,1,1.4493692513669638,1.0,2.629027740770828,0.8358216432004892,3.464849383971317,3.464849383971317,1,1.507012518878089,train
218,0,0.9664158437166127,0.03287413548502116,0.0007100207983661289,0.9664158437166127,1.069472053395881,-0.6276365373089609,0,1.7746999076638965,1.0,0.41476930202625906,0.8501426016030733,1.2649119036293324,1.2649119036293324,0,0.6963042824714006,train
219,1,0.027682066650090018,0.26142077636485533,0.7108971569850546,0.7108971569850546,1.740698919732485,0.3090018902262454,1,1.477660933544567,1.0,1.2314387051399036,0.8645465673756239,2.0959852725155272,2.0959852725155272,1,1.4377752478592762,train
220,2,0.005902535959369591,0.11754616485266664,0.8765512991879638,0.8765512991879638,1.2784550193704567,0.45947956098871484,0,0.9285305403880268,1.0,0.28226443301584353,0.8790334824510257,1.1612979154668692,1.1612979154668692,0,1.8093888895154355,train
221,1,0.23654696413469872,0.5031936268266315,0.26025940903866984,0.5031936268266315,2.653271168591685,0.009363533181637407,1,1.5070443379710428,1.0,1.0269131585161608,0.8936032894224369,1.9205164479385979,1.9205164479385979,1,2.31895674125637,train
222,2,0.044962858040024395,0.3235518754449803,0.6314852665149953,0.6314852665149953,1.9783132688706384,0.25394742198266285,1,0.9324737121247,1.0,0.9334776316438611,0.9082559315333174,1.8417335631771785,1.8417335631771785,1,0.27797217450406425,train
223,2,0.009048937562556942,0.1487344875237215,0.8422165749137216,0.8422165749137216,1.3669930957560097,0.420902387202768,0,0.9344341660162867,1.0,0.7661382760726689,0.9229913526676408,1.6891296287403097,1.6891296287403097,0,-0.13915766678121047,train
224,0,0.881163768618,0.11330666005141143,0.005529571330588512,0.881163768618,1.266915599751699,-0.46520611642347215,0,1.8741967701207911,1.0,1.2012762208571393,0.937809497340298,2.139085718197437,2.139085718197437,0,0.9320904974375632,train
225,1,0.5679391832964533,0.3691921697937176,0.06286864690982907,0.5679391832964533,2.160712775071638,-0.2127824725960656,1,1.5689827333171815,1.0,1.0681101570370992,0.9527103106876664,2.0208204677247656,2.0208204677247656,1,2.524974003409617,train
226,2,0.011960601764557802,0.17252758051683734,0.8155118177186049,0.8155118177186049,1.4389144548820674,0.3945981104393578,0,0.9402716637690005,1.0,1.0596083592321275,0.9676937384583726,2.0273020976905,2.0273020976905,0,-0.4074988120265015,train
227,0,0.821278138541712,0.16742533845273766,0.011296523005550285,0.821278138541712,1.4231702206056864,-0.4000617382980587,0,1.9249627828970919,1.0,1.5381907325355397,0.9827597270042077,2.5209504595397476,2.5209504595397476,0,2.4654267486100068,train
