t,regimen,p_regimen_0,p_regimen_1,p_regimen_2,p_max,modas_efectivas,z_lag,ambiguo,b_t_realizada,factor_volatil,sep_dinamica,sep_tendencia,separacion,sep_en_sd,bimodal,nivel_curva,bloque
24,2,0.01359165762102397,0.1843836828721275,0.8020246595068485,0.8020246595068485,1.4761768016036858,0.3822188264899998,0,0.21779967417544557,1.0,0.4659209314202664,0.466734208292496,0.9326551397127625,0.9326551397127625,0,-0.37357765765804546,train
25,2,0.23457253933520905,0.5030813641751037,0.2623460964896872,0.5030813641751037,2.6529378228488723,0.010967691641480915,1,0.22548266410640222,1.0,0.6460169810942217,0.4848253068216928,1.1308422879159146,1.1308422879159146,1,2.3288492322191403,train
26,2,9.816533567483497e-05,0.008948766550896652,0.9909530681134285,0.9909530681134285,1.0182593521015233,0.76092292049213,0,0.2330540327948109,1.0,2.4022053236308047,0.5026792347855804,2.904884558416385,2.904884558416385,0,-1.2742698963924004,train
27,1,0.2984456291326559,0.4986024924535957,0.2029518784137484,0.4986024924535957,2.6394716345014846,-0.037780923038013954,1,0.5457672615044552,1.0,1.662264728018963,0.5202900346026141,2.182554762621577,2.182554762621577,1,0.2844618136711641,train
28,0,0.8289421743472587,0.1606135634341308,0.0104442622186105,0.8289421743472587,1.4024243725591472,-0.40749832781117507,0,0.027474701792074167,1.0,0.40348854653173555,0.5376518422842334,0.9411403888159688,0.9411403888159688,0,1.5595971674241391,train
29,0,0.36364137698690274,0.4804120602472825,0.15594656276581476,0.4804120602472825,2.5816436469382795,-0.08281441475417632,1,0.029547553093259463,1.0,1.7344178287116054,0.5547588907065296,2.289176719418135,2.289176719418135,1,-0.04507085994734916,train
30,2,0.08866219396576958,0.41571046060281247,0.49562734543141795,0.49562734543141795,2.3456413351418797,0.16725979023865814,1,0.2622852478261445,1.0,0.1319073122778272,0.5716055128278742,0.7035128251057015,0.7035128251057015,0,1.7402801598019277,train
31,0,0.37082843674149635,0.477746346846729,0.15142521641177464,0.477746346846729,2.5727781197787642,-0.08758499751759675,1,0.033919384928486625,1.0,1.6378693199140597,0.5881861448507052,2.226055464764765,2.226055464764765,1,0.9179376123245981,train
32,1,0.06884349538140547,0.38163213406003815,0.5495243705585564,0.5495243705585564,2.2106309192917766,0.20111494018361983,1,0.6407136947882397,1.0,0.9964176698154203,0.6044953293257112,1.6009129991411315,1.6009129991411315,1,2.4198553897236406,train
33,1,0.14021309530532117,0.4702927048042776,0.38949419989040124,0.4702927048042776,2.547506720296231,0.09984060845416,1,0.6591204406042057,1.0,2.044683068717607,0.6205277181966832,2.6652107869142903,2.6652107869142903,1,0.9453213795574618,train
34,1,0.4886927993941026,0.419820122447115,0.09148707815878243,0.4886927993941026,2.3616126131156037,-0.16291331385778157,1,0.6773205315478004,1.0,0.3037072272191339,0.6362780757843316,0.9399853030034655,0.9399853030034655,0,0.32220263356475737,train
35,0,0.5731790879808072,0.3655841082677268,0.06123680375146601,0.5731790879808072,2.146217721608618,-0.2161184356442467,1,0.04356756553036727,1.0,0.41488750490457793,0.6517412817074052,1.0666287866119832,1.0666287866119832,1,-0.46349414127423616,train
36,0,0.8898743865860756,0.10526879973403647,0.004856813679887884,0.8898743865860756,1.245358653006094,-0.4764650908601044,0,0.04616805170821791,1.0,0.6089609678603493,0.6669123337394837,1.275873301599833,1.275873301599833,0,-0.4452505282912264,train
37,0,0.9592763211859346,0.03976372215751678,0.0009599566565485773,0.9592763211859346,1.0848420990383745,-0.6055873022492434,0,0.048843914297020743,1.0,0.7094743671604593,0.6817863505998463,1.3912607177603056,1.3912607177603056,0,-0.31438342352073095,train
38,1,0.4039221036094135,0.4640362440141875,0.13204165237639898,0.4640362440141875,2.52577745639916,-0.10919797980460771,1,0.7479537279736407,1.0,0.47222384528989697,0.6963585746768649,1.1685824199667618,1.1685824199667618,1,0.16645804467301936,train
39,0,0.5576744161356159,0.3761732656494209,0.06615231821496326,0.5576744161356159,2.1887431610770776,-0.20626890478421006,1,0.054421768707482984,1.0,0.7020824614801565,0.710624374682396,1.4127068361625525,1.4127068361625525,1,-0.7995397557245482,train
40,2,0.15963206337469876,0.4824496757818922,0.35791826084340905,0.4824496757818922,2.5883563473360387,0.07899280612025791,1,0.32890604124594214,1.0,1.0292998644616758,0.7245792482356948,1.7538791126973705,1.7538791126973705,1,1.0017920948671457,train
41,1,0.11289857041846801,0.44622343892526933,0.44087799065626265,0.44622343892526933,2.461630277809354,0.13281410799638146,1,0.7985199531371634,1.0,0.8190411756999745,0.7382188243754094,1.557260000075384,1.557260000075384,1,-0.84718295967877,train
42,1,0.015701169465362517,0.19849761886956838,0.7858012116650691,0.7858012116650691,1.521765718422281,0.36798417917168147,0,0.8148927394035691,1.0,1.90468645299035,0.7515388659982513,2.6562253189886014,2.6562253189886014,0,1.1901869076027172,train
43,2,0.14631419554989233,0.4745026681412231,0.37918313630888456,0.4745026681412231,2.561866010711616,0.09309328277609999,1,0.3473377477369992,1.0,0.4561612182195873,0.7645352722229841,1.2206964904425714,1.2206964904425714,1,-0.34032336188978485,train
44,1,0.04015629781425522,0.30852793935044326,0.6513157628353015,0.6513157628353015,1.9193333352644524,0.26721879806646615,1,0.8468895726037118,1.0,0.8297295241909338,0.7772040806784098,1.6069336048693437,1.6069336048693437,1,0.8685075445824834,train
45,2,0.18230711132957372,0.49255970389129905,0.3251331847791272,0.49255970389129905,2.6208023969998444,0.05665195607835573,1,0.35927307956366644,1.0,0.04069649556422631,0.7895414697140761,0.8302379652783024,0.8302379652783024,0,0.5172945971387608,train
46,2,0.1882698267770042,0.494589654576878,0.3171405186461178,0.494589654576878,2.627136579319128,0.05107251460181625,1,0.36513978367404365,1.0,0.15686576603125324,0.8015437605324753,0.9584095265637286,0.9584095265637286,0,1.553850099954841,train
47,0,0.9083289188102247,0.08810420036984334,0.00356688081993195,0.9083289188102247,1.2007158703917633,-0.5026336741690184,0,0.07974824278741967,1.0,1.3750523086482267,0.8132074192415375,2.188259727889764,2.188259727889764,0,-0.09223574278054195,train
48,0,0.7709791827371455,0.21124748292899564,0.01777333433385886,0.7709791827371455,1.5640878163207823,-0.3555188578374973,0,0.08325324589669662,1.0,0.3095254229335284,0.8245290588262788,1.1340544817598073,1.1340544817598073,0,1.1379314157923046,train
49,0,0.578931317381719,0.3615894585359918,0.05947922408228923,0.578931317381719,2.1301696173823768,-0.21979007118262062,1,0.08683362541692577,1.0,1.1463719943087967,0.835505441038507,1.9818774353473037,1.9818774353473037,1,1.0110909429105372,train
50,0,0.6487489618262453,0.3104920137863455,0.04075902438740919,0.6487489618262453,1.926998349284147,-0.2654862784944437,1,0.0904893813481071,1.0,1.0174837837472772,0.8461334782035184,1.8636172619507956,1.8636172619507956,1,-0.6604369202827503,train
51,0,0.1666098276356479,0.4859906988895627,0.3473994734747894,0.4859906988895627,2.59988641244323,0.07191227072594643,1,0.09422051369024063,1.0,0.8770101974770697,0.856410234942795,1.7334204324198645,1.7334204324198645,1,0.515735149471373,train
52,1,0.14307557327252857,0.4723150687045961,0.3846093580228753,0.4723150687045961,2.554431733983013,0.09665074927461906,1,0.9643599522550501,1.0,0.4903885843673894,0.8663329298117237,1.3567215141791131,1.3567215141791131,1,0.9529834087798676,train
53,2,0.06641965156628059,0.3767258358563144,0.5568545125774049,0.5568545125774049,2.190960268550762,0.20574974877054272,1,0.4044554421473544,1.0,0.12448206502574907,0.8758989368514375,1.0003810018771866,1.0003810018771866,1,0.8750987989324134,train
54,1,0.758552139376634,0.221827458511209,0.019620402112156987,0.758552139376634,1.6000160521765232,-0.34541319756964045,0,0.9909719562362586,1.0,0.5678978188253092,0.8851057870539042,1.4530036058792133,1.4530036058792133,0,2.9580801630162465,train
55,1,0.43792627556676805,0.4477346817006114,0.11433904273262052,0.4477346817006114,2.4671913832182373,-0.13094276028908847,1,1.0038499769077465,1.0,2.158130761984186,0.8939511697394498,3.0520819317236354,3.0520819317236354,1,1.7919218252753641,train
56,1,0.22543301433817803,0.5023189020894183,0.2722480835724037,0.5023189020894183,2.650668346804392,0.018493002619616714,1,1.016439755411136,1.0,0.9053422088647092,0.9024329338459448,1.8077751427106539,1.8077751427106539,1,0.32057423739598323,train
57,0,0.6356631950456846,0.32041559829124155,0.043921206663073864,0.6356631950456846,1.9659384432264386,-0.2567226163559368,1,0.11819021237303785,1.0,0.837048819567532,0.9105490891289372,1.747597908696469,1.747597908696469,1,0.6380079617004687,train
58,0,0.6211599735214247,0.33123461832271495,0.04760540815586034,0.6211599735214247,2.0087486630127662,-0.24713217902919993,1,0.12244897959183673,1.0,0.6233129074673524,0.9182978072720621,1.5416107147394145,1.5416107147394145,1,1.4370714129642455,train
59,1,0.3446310839715538,0.4868774015291422,0.168491514499304,0.4868774015291422,2.6027461459925982,-0.07003585959113268,1,1.0524605461286918,1.0,1.547274380723662,0.925677422907104,2.472951803630766,2.472951803630766,1,-0.025322920086025224,train
60,1,0.41060965029258645,0.46099789724824414,0.12839245245916941,0.46099789724824414,2.5150654430254655,-0.11350574729637539,1,1.0638790778054406,1.0,1.2105421459921655,0.9326864345431495,2.143228580535315,2.143228580535315,1,1.8016871935050176,train
61,0,0.7812887771721142,0.2023940464154944,0.016317176412391388,0.7812887771721142,1.5345855210579837,-0.3641382899762726,0,0.1356775397139465,1.0,0.942712878124255,0.939323505404307,1.882036383528562,1.882036383528562,0,0.9568483589944543,train
62,0,0.41967937553030993,0.4567429034513674,0.12357772101832265,0.4567429034513674,2.499898058964594,-0.11932155472760655,1,0.14023781257655415,1.0,0.864752762722512,0.9455874641755291,1.810340226898041,1.810340226898041,1,0.7205993663809205,train
63,0,0.7393339820755636,0.23798563099898495,0.02268038692545149,0.7393339820755636,1.6562699906128864,-0.3303233656395189,1,0.144873461850114,1.0,0.6588329249618058,0.9514773056561183,1.610310230617924,1.610310230617924,1,0.3070072416438531,train
64,0,0.9286319890689454,0.06900897786426441,0.002359033066790195,0.9286319890689454,1.1532360362927077,-0.5364195078277847,0,0.14958448753462603,1.0,0.40765253104514043,0.9569921913205545,1.364644722365695,1.364644722365695,0,-0.5185250123591741,train
65,0,0.8739521868644405,0.11992998681465494,0.006117826320904518,0.8739521868644405,1.2849951491652964,-0.45631852805876133,0,0.15437088963009027,1.0,0.8332246078426101,0.9621314497863297,1.7953560576289398,1.7953560576289398,0,-0.148843835517442,train
66,2,0.08759599061812168,0.4141161242845622,0.49828788509731614,0.49828788509731614,2.339421859015086,0.1689270878003606,1,0.4704266432935119,1.0,0.4148074674587071,0.9668945771885291,1.3817020446472363,1.3817020446472363,1,-0.7014122609148005,train
67,1,0.8492715247556522,0.1423800041776634,0.00834847106668446,0.8492715247556522,1.3484287498966898,-0.4283285145258247,0,1.1354510605148267,1.0,1.3432796413647257,0.9712812374609514,2.3145608788256773,2.3145608788256773,0,1.546843281156911,train
68,0,0.7278380177240588,0.24752926802675623,0.024632714249185006,0.7278380177240588,1.6902579084699543,-0.321571834754606,1,0.16918235438219606,1.0,0.51555713315775,0.9752912625236082,1.490848395681358,1.490848395681358,1,0.8392067330571162,train
69,2,0.02348976334297452,0.24200876135481664,0.7345014753022088,0.7345014753022088,1.6705299710976365,0.32662118256810396,1,0.4845339118851034,1.0,0.7720667629515038,0.9789246523764987,1.7509914153280026,1.7509914153280026,1,-1.8909009073458614,train
70,0,0.11270441176258178,0.44601743378980213,0.4412781544476161,0.44601743378980213,2.460870647769128,0.13306764383419847,1,0.17943354627169428,1.0,2.6301918799671706,0.9821815750996128,3.612373455066783,3.612373455066783,1,-0.6321921111479311,train
71,0,0.5961414102326934,0.34943232281370307,0.05442626695360353,0.5961414102326934,2.081383130433992,-0.2308430171207011,1,0.18467220683287164,1.0,0.9105928506915797,0.9850623667591512,1.8956552174507308,1.8956552174507308,1,-1.0608849206094086,train
72,0,0.8728000697127682,0.12098548628012551,0.006214444007106246,0.8728000697127682,1.2879028705676259,-0.45493186656008294,0,0.1899862438050012,1.0,1.407071368526761,0.9875675312200284,2.3946388997467896,2.3946388997467896,0,-1.3620463977335795,train
73,0,0.5443980818834602,0.385026675777946,0.0705752423385938,0.5443980818834602,2.224220672385937,-0.1978800537813695,1,0.19537565718808297,1.0,1.8110786245101638,0.9896977398647522,2.800776364374916,2.800776364374916,1,-2.172747246229721,train
74,2,0.0012165828817859057,0.04609179371822312,0.9526916233999909,0.9526916233999909,1.0992063849709173,0.5878828610212097,0,0.5072292270132542,1.0,2.6891691329010063,0.9914538312188433,3.68062296411985,3.68062296411985,0,1.838701458473746,train
75,2,0.00047823074207145193,0.025528034970514958,0.9739937342874135,0.9739937342874135,1.053390348539413,0.6557575046774532,0,0.5116520545056099,1.0,1.6702020915153275,0.992836810482999,2.6630389019983265,2.6630389019983265,0,-2.1818934883219057,train
76,2,0.517504748661305,0.4023197432493426,0.08017550808935237,0.517504748661305,2.2930496714608344,-0.18097299672405787,1,0.5160376628121464,1.0,3.035329801906149,0.9938478489722671,4.029177650878416,4.029177650878416,1,3.2389219731361085,train
77,2,0.0007703324234458569,0.03461760221762853,0.9646120653589256,0.9646120653589256,1.073335188361024,0.6217282114858917,0,0.5203866731262865,1.0,3.1193586242787217,0.9944882834625384,4.1138469077412605,4.1138469077412605,0,-1.5022317022176341,train
78,0,0.6733047556916265,0.2914741754508342,0.035221068857539284,0.6733047556916265,1.8534409623297183,-0.28226426732807874,1,0.22345337026777468,1.0,2.3217830706774185,0.9947596154447268,3.3165426861221454,3.3165426861221454,1,-1.2431199221486677,train
79,1,0.5927258017776458,0.35186913494814787,0.055405063274206356,0.5927258017776458,2.091151253648576,-0.22864059980046295,1,1.2239585524036172,1.0,1.70986000555615,0.9946635102870476,2.7045235158431975,2.7045235158431975,1,1.739915918639213,train
80,1,0.4654953830200412,0.43306683833584964,0.10143777864410919,0.4654953830200412,2.412414510785133,-0.14835040890081697,1,1.2294138866821827,1.0,0.6103034515740696,0.994201796305866,1.6045052478799358,1.6045052478799358,1,2.1335590580990385,train
81,1,0.14243279376016493,0.4718682988172406,0.3856989074225945,0.4718682988172406,2.5529061764328125,0.09736325489376553,1,1.2345809787926498,1.0,1.0155253179782824,0.9933764637456338,2.008901781723916,2.008901781723916,1,1.210274437887969,train
82,0,0.8019471844904054,0.1844514700201214,0.013601345489473227,0.8019471844904054,1.4763925682348287,-0.38214922568201093,0,0.24727231612866749,1.0,0.24758069351863263,0.9921896636684803,1.2397703571871128,1.2397703571871128,0,-0.5912682742734803,train
83,0,0.8243924391262891,0.1646615160120779,0.010946044861632975,0.8243924391262891,1.4147150536316966,-0.40305873522949054,0,0.2534154936212712,1.0,0.9636245774729716,0.9906437067540799,1.9542682842270516,1.9542682842270516,0,0.6208375100447976,train
84,1,0.7416594238700649,0.23604387886451017,0.022296697265424936,0.7416594238700649,1.6494231667296353,-0.33211744431505635,1,1.2483751095352913,1.0,0.4762590058040978,0.9887410620104642,1.465000067814562,1.465000067814562,1,0.5096969962997779,train
85,2,0.023641514112721102,0.2427523494033644,0.7336061364839145,0.7336061364839145,1.6731764725690907,0.32593904294368353,1,0.5539309062496978,1.0,0.8597933466051702,0.9864843553965013,1.8462777020016714,1.8462777020016714,1,1.9710330733846646,train
86,2,0.20971167282436154,0.5000120921095814,0.29027623506605704,0.5000120921095814,2.643744551048868,0.031855521947701686,1,0.5579761015525457,1.0,1.5241456946887968,0.9838763683568027,2.5080220630455994,2.5080220630455994,1,-0.826814097154493,train
87,0,0.45562316928194446,0.4384589357044092,0.10591789501364635,0.45562316928194446,2.432750793689667,-0.1421333464409711,1,0.2787419677012079,1.0,1.5326016870610581,0.980920036269888,2.513521723330946,2.513521723330946,1,-0.7387582747188459,train
88,0,0.7431395458688559,0.23480602526719585,0.02205442886394826,0.7431395458688559,1.6450705858857038,-0.3332637163782392,1,0.2852620272485725,1.0,1.1913926225685831,0.97761844681046,2.169011069379043,2.169011069379043,1,-1.8618728768965236,train
89,0,0.3844921661890135,0.47236297469024424,0.14314485912074226,0.47236297469024424,2.554595170412249,-0.09657407683806889,1,0.2918574632068894,1.0,2.409354249842681,0.9739748382267113,3.3833290880693925,3.3833290880693925,1,-0.13150937340065952,train
90,0,0.536769930862587,0.3900208866981081,0.07320918243930497,0.536769930862587,2.2441760734829193,-0.1930748584306262,1,0.2985282755761584,1.0,0.4941208054383343,0.9699925975336252,1.4641134029719596,1.4641134029719596,1,1.5497151020483886,train
91,0,0.7972231973886443,0.18857779490347937,0.014199007707876299,0.7972231973886443,1.489584771872949,-0.37793593530045483,0,0.3052744643563796,1.0,1.4313113337282604,0.9656752586232717,2.3969865923515323,2.3969865923515323,0,1.4707521492337432,train
92,1,0.3745869401442914,0.4763060856992265,0.1491069741564821,0.4763060856992265,2.567949531975564,-0.09006778504844631,1,1.273122529840713,1.0,1.2874033712283146,0.96102650029316,2.2484298715214743,2.2484298715214743,1,0.9385601156485534,train
93,2,0.3634793219021199,0.4804708068521995,0.1560498712456806,0.4804708068521995,2.581837963743965,-0.08270648653189798,1,0.5854460004483072,1.0,0.4013633086931318,0.9560501441937403,1.3574134528868722,1.3574134528868722,1,0.9228643989886258,train
94,0,0.9713982987174247,0.02804807415881161,0.0005536271237637225,0.9713982987174247,1.0588715023372188,-0.6454383471462346,0,0.32596528916275647,1.0,0.6200958781773258,0.9507501526962114,1.5708460308735372,1.5708460308735372,0,1.0728431206836173,train
95,0,0.8078303979190673,0.17929352380602526,0.012876078274907443,0.8078303979190673,1.460063085246499,-0.3874822508934045,0,0.3330129835867865,1.0,0.8394184266157573,0.94513062668181,1.7845490532975674,1.7845490532975674,0,0.4172919685526737,train
96,0,0.9897444770049236,0.010137464383864536,0.00011805861121183536,0.9897444770049236,1.020723846191617,-0.7492164375860013,0,0.3401360544217687,1.0,0.5017026951501967,0.9391958032538246,1.4408984984040214,1.4408984984040214,0,0.6757128370345432,train
97,0,0.1873090633739002,0.49427887382019586,0.31841206280590395,0.49427887382019586,2.6261708870177682,0.051964041176192195,1,0.3473345016677031,1.0,0.41478857053537865,0.9329500533736069,1.3477386239089855,1.3477386239089855,1,1.000000421823745,train
98,1,0.5360819693851899,0.3904678996258202,0.07345013098898989,0.5360819693851899,2.2459596182978734,-0.19264193659613849,1,1.2810062047464912,1.0,0.7573186684928717,0.9263978794219015,1.683716547914773,1.683716547914773,1,2.031323106093071,train
99,2,1.970197380024956e-06,0.0005659871258101349,0.9994320426768099,0.9994320426768099,1.0011365620322907,0.9836254347794756,0,0.6078914808695256,1.0,1.083370283608345,0.9195439126868522,2.002914196295197,2.002914196295197,0,-0.7686924946996686,train
100,1,0.4580370114660084,0.4371545586870794,0.10480842984691219,0.4580370114660084,2.427851423791322,-0.1436549173095043,1,1.2817750126513063,1.0,1.5309987978617505,0.912392910780087,2.4433917086418377,2.4433917086418377,1,1.1101216416868653,train
101,0,0.6564538993585711,0.3045793492469069,0.03896675139452199,0.6564538993585711,1.9039687306641822,-0.27070107374425373,1,0.37688205476096254,1.0,0.30272271947391843,0.9049497549823264,1.2076724744562448,1.2076724744562448,1,0.7357307289976613,train
102,2,0.16731379257761564,0.4863257373951669,0.3463604700272175,0.4863257373951669,2.6009682665751104,0.0712086886952616,1,0.6187618179618003,1.0,0.47858928911703047,0.8972194475199917,1.3758087366370222,1.3758087366370222,1,0.5412683970250896,train
103,2,0.12955818320496115,0.46198557092028214,0.4084562458747567,0.46198557092028214,2.518558658278039,0.11212052847363853,1,0.6223354551300426,1.0,0.10301547847184526,0.8892071087743326,0.9922225872461778,0.9922225872461778,0,0.9299217969406834,train
104,1,0.8995706327231836,0.09627315271695391,0.004156214559862481,0.8995706327231836,1.2217275188998704,-0.48977720753500836,0,1.2807521463205453,1.0,0.4550314024607503,0.8809179744246403,1.3359493768853905,1.3359493768853905,0,2.6735530728587613,train
105,0,0.7681509064330387,0.21366428716338548,0.01818480640357578,0.7681509064330387,1.5722308070682909,-0.3531927190553673,0,0.40763563042945705,1.0,1.5572449277332714,0.8723573925271224,2.429602320260394,2.429602320260394,0,-0.11346719625944209,train
106,1,0.42878110289488436,0.45232251752461716,0.11889637958049848,0.45232251752461716,2.4839459891974247,-0.12513044124865194,1,1.2790432859050522,1.0,0.5961465880385692,0.8635308205310911,1.4596774085696604,1.4596774085696604,1,1.440690511713435,train
107,0,0.7337292963299048,0.24265009730231968,0.02362060636777552,0.7337292963299048,1.6728123476623795,-0.3260328068622348,1,0.42346467672941746,1.0,0.2630388054826485,0.8544438222341082,1.1174826277167567,1.1174826277167567,1,0.45739391413515484,train
108,1,0.49788876357990997,0.41435591493606594,0.0877553214840241,0.49788876357990997,2.3403580810549647,-0.16867697259822445,1,1.2765943291736284,1.0,0.14616707006827018,0.8451020646778024,0.9912691347460725,0.9912691347460725,0,0.739378896984965,train
109,2,0.030728863811428808,0.2742310459013557,0.6950400902872155,0.6950400902872155,1.7881805164580056,0.2975469782081747,1,0.6432774709233173,1.0,0.6580442716792717,0.8355113149860819,1.4935555866653536,1.4935555866653536,1,1.5170564755496139,train
110,0,0.9194296479549864,0.07769128237487988,0.002879069670133738,0.9194296479549864,1.174542815343797,-0.5203113485248955,0,0.4477735692614996,1.0,1.0718492467838434,0.8256774371475074,1.8975266839313507,1.8975266839313507,0,2.4371909041656092,train
111,0,0.4491039278112015,0.44193542649689926,0.10896064569189923,0.4491039278112015,2.445743136083232,-0.13801860126407342,1,0.4560272862607646,1.0,2.275750253272988,0.8156063887436238,3.0913566420166116,3.0913566420166116,1,0.8197438594763241,train
112,2,0.29379465602836696,0.49943174176132066,0.20677360221031238,0.49943174176132066,2.6419891692227084,-0.034416817480136794,1,0.6534411308674972,1.0,0.4132856575002874,0.8053042176250732,1.2185898751253605,1.2185898751253605,1,0.21527224819060825,train
113,2,0.0010652691841486087,0.04243790367182096,0.9564968271440304,0.9564968271440304,1.0908833570066896,0.597851289450292,0,0.6567854420975969,1.0,0.6460404158891815,0.7947770585373419,1.4408174744265234,1.4408174744265234,0,1.3807422277503698,train
