variable,FPC 1,FPC 1_sd,FPC 2,FPC 2_sd,FPC 3,FPC 3_sd
fpc_1_lag1,1.0,0.0,0.010749999999999982,0.0017677669529664096,0.013500000000000012,0.0021213203435596446
fpc_2_lag1,1.0,0.0,1.0,0.0,0.050000000000000044,0.007071067811865481
fpc_3_lag1,0.04225000000000001,0.01732411613907039,1.0,0.0,0.01749999999999996,0.0028284271247461927
