metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.6682336797271555,1.6202326820906012,1.1118997650236888
1. MAE  (L^1),test,mae_f,0.861974550191184,1.7538681069304272,1.159996140257052
2. RMSE (L^2),train,rmse_f,0.9034676406090293,2.3402979857586845,1.44517482379735
2. RMSE (L^2),test,rmse_f,1.0546537755257173,2.2362041684112124,1.502566618645922
3. E_max promedio por curva,train,linf_medio,1.4145670513972028,2.923486909601293,2.028748603986925
3. E_max promedio por curva,test,linf_medio,1.583033182539446,2.988983892126222,2.065604488279908
4. E_max peor de la ventana,train,linf_max,2.496605239265058,13.609250027785462,5.259742746015413
4. E_max peor de la ventana,test,linf_max,2.7305091593803006,11.268096884195739,5.380252313603862
5. MPIW,train,mpiw,5.296713868074487,5.529304515811162,5.3880402529711615
5. MPIW,test,mpiw,5.284357325629409,5.462039655951833,5.3816561593135015
6. PICP puntual,train,picp,0.7766666666666666,1.0,0.9346196078431372
6. PICP puntual,test,picp,0.802,0.998,0.9248042704626335
7. PICPB curva completa,train,picp_simultaneo,0.5,1.0,0.7744852941176472
7. PICPB curva completa,test,picp_simultaneo,0.55,0.95,0.7852313167259786
8. Winkler,train,winkler,5.309354539520831,18.263226200025226,7.7145352987346385
8. Winkler,test,winkler,5.439525730512021,14.93616889355772,8.03058003143301
9. Winkler max promedio,train,winkler_max_medio,6.181859953072424,40.747994955288775,15.471920354009645
9. Winkler max promedio,test,winkler_max_medio,6.740097106570372,38.327453419472995,15.621865784680441
10. Winkler max peor ventana,train,winkler_max_glob,6.813008218191908,436.2679691347832,106.62302328822692
10. Winkler max peor ventana,test,winkler_max_glob,12.492288504176154,334.1632262976861,114.25629724341701
