metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.39312266157671577,0.568294472064445,0.4851047923226952
1. MAE  (L^1),test,mae_f,0.40477700031619185,0.543777517615627,0.4748771106802532
2. RMSE (L^2),train,rmse_f,0.9774665483094331,1.7094352603745762,1.3689740272398643
2. RMSE (L^2),test,rmse_f,1.0695347117695877,1.6346446277420383,1.3294895368982644
3. E_max promedio por curva,train,linf_medio,4.802743922538377,10.16280709496874,7.4465493220905
3. E_max promedio por curva,test,linf_medio,5.35044654138162,9.807868377938616,7.199183858096132
4. E_max peor de la ventana,train,linf_max,9.361391564268704,28.144297689861535,19.108216736505177
4. E_max peor de la ventana,test,linf_max,11.875800754486603,21.734612420655225,18.304942603981846
5. MPIW,train,mpiw,2.6771871010417416,3.2476795386012163,2.876891150297019
5. MPIW,test,mpiw,2.727101828797107,3.1502034869373707,2.8557251033538673
6. PICP puntual,train,picp,0.8295,0.933,0.8872037037037036
6. PICP puntual,test,picp,0.847,0.92,0.8839117647058823
7. PICPB curva completa,train,picp_simultaneo,0.0,0.25,0.05685185185185185
7. PICPB curva completa,test,picp_simultaneo,0.0,0.15,0.05656108597285068
8. Winkler,train,winkler,2.62656429890676,3.987109476497616,3.1054466624510235
8. Winkler,test,winkler,2.6602403539530672,3.577728091768023,3.0137606295156574
9. Winkler max promedio,train,winkler_max_medio,29.36035158819093,88.06248399448467,44.840993553172055
9. Winkler max promedio,test,winkler_max_medio,29.772582129039392,55.552556548822395,40.9646831483968
10. Winkler max peor ventana,train,winkler_max_glob,35.50286370815251,567.444097963189,205.06071974315373
10. Winkler max peor ventana,test,winkler_max_glob,35.334550972476016,321.6446912439607,170.27698328248906
