bloque,banda,winkler,picp,ee_picp,ace,mpiw,picp_simultaneo
test,FAR (IC del modelo AR),2.5631792417442787,0.955875,0.0013256756826709158,0.005875000000000075,2.3020396077147613,0.5
test,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.5910001526683555,0.9578333333333333,0.0012972509216430351,0.007833333333333359,2.346670344104884,0.5333333333333333
test,PSBPM-FD (predictiva bayesiana),3.0170169039343753,0.8838333333333334,0.0020683323820393546,-0.0661666666666666,2.7317468058917473,0.05416666666666667
train,FAR (IC del modelo AR),2.6535090938751824,0.9543649373881932,0.0008826746602535536,0.004364937388193213,2.3020396077147613,0.5098389982110912
train,"PSBPM-FD (IC gaussiano, mismo mecanismo)",2.6999090986089587,0.9539355992844365,0.0008866175771586336,0.003935599284436542,2.3466703441048846,0.5026833631484794
train,PSBPM-FD (predictiva bayesiana),3.093000269768386,0.8865474060822898,0.0013413814392233495,-0.06345259391771019,2.742395496761993,0.055456171735241505
