variable,FPC 1,FPC 1_sd,FPC 2,FPC 2_sd,FPC 3,FPC 3_sd
fpc_1_lag1,1.0,0.0,0.5,0.30405591591021547,1.0,0.0
fpc_2_lag1,1.0,0.0,1.0,0.0,1.0,0.0
fpc_3_lag1,1.0,0.0,1.0,0.0,1.0,0.0
