metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.006315547067526343,0.11077285468060852,0.02093530153950567
1. MAE  (L^1),test,mae_f,0.005616509541092781,0.02246331160797111,0.010321943427254728
2. RMSE (L^2),train,rmse_f,0.008253349141873976,0.25372829142297126,0.032780086217454416
2. RMSE (L^2),test,rmse_f,0.006901438793901842,0.05207207710401075,0.016336595526451267
3. E_max promedio por curva,train,linf_medio,0.018286696755426796,0.2718705412219958,0.05764169252316331
3. E_max promedio por curva,test,linf_medio,0.014890170248901768,0.06591705095235992,0.03709765609116428
4. E_max peor de la ventana,train,linf_max,0.027254599064414742,2.010613443631737,0.1896240129675548
4. E_max peor de la ventana,test,linf_max,0.026674633772031386,0.34926458469588817,0.12576736622457863
5. MPIW,train,mpiw,0.1717099760912871,0.40402623474792115,0.23442824279425717
5. MPIW,test,mpiw,0.17120289239891553,0.20769795520242335,0.18439500941597137
6. PICP puntual,train,picp,0.7142857142857143,1.0,0.9772725483636077
6. PICP puntual,test,picp,0.9459183673469388,1.0,0.9944311517710531
7. PICPB curva completa,train,picp_simultaneo,0.3,1.0,0.8428158148505303
7. PICPB curva completa,test,picp_simultaneo,0.6,1.0,0.8949425287356321
8. Winkler,train,winkler,0.17271365849588782,1.615661335545545,0.31516816796064184
8. Winkler,test,winkler,0.1718957324118649,0.4060309799340297,0.19650411751930158
9. Winkler max promedio,train,winkler_max_medio,0.2200621262991079,5.901296241644362,0.7502188470544181
9. Winkler max promedio,test,winkler_max_medio,0.21370523346246512,0.9046065258114071,0.37912257528137266
10. Winkler max peor ventana,train,winkler_max_glob,0.26037227985963995,74.63584005403052,4.386123938093888
10. Winkler max peor ventana,test,winkler_max_glob,0.2532661368553005,10.375328784266426,1.921931420868768
