M,bloque,modelo,MISE,RMSE_func,RMSE_scores,R2_scores,MISE_VAR,MISE_rel_VAR
1,train,VAR,6.122408053232373,2.4743500264175182,0.9511728397020535,0.0974219906943905,6.122408053232373,1.0
1,train,FAR1,6.122559892644027,2.474380708913652,0.9511862762161712,0.09739649041238829,6.122408053232373,1.00002480060302
1,train,RF,4.217103565499924,2.053558756281379,0.7819369878670112,0.39002872913021747,6.122408053232373,0.6887981867320117
1,train,GBT,2.490612705566564,1.5781675150523673,0.5887002831048054,0.6542562358229109,6.122408053232373,0.40680279457224766
1,train,media,6.762337154819834,2.6004494140090157,1.0011934397876578,-4.276276668324641e-06,6.122408053232373,1.104522451954114
1,train,persistencia,9.099613103149625,3.0165564975895323,1.1674023392896655,-0.3595869428470839,6.122408053232373,1.4862800754264351
1,train,(truncamiento FPCA),0.2380235415808888,0.48787656387747175,,,6.122408053232373,0.0388774383398412
1,train,PSBPM-FD,5.98252542683447,2.445920159538016,0.9425161365907816,0.1137761054530593,6.122408053232373,0.9771523516267343
1,test,VAR,8.227954487609477,2.8684411250031743,1.1028728792672273,-0.0595364492529058,8.227954487609477,1.0
1,test,FAR1,8.258694176081415,2.873794386535233,1.105010575191554,-0.06364782397567192,8.227954487609477,1.00373600613837
1,test,RF,9.440824499640941,3.072592472105753,1.1842132229399616,-0.22158811708823034,8.227954487609477,1.1474084493123937
1,test,GBT,11.015915526660061,3.3190232790174976,1.2827872891476748,-0.4334227178511003,8.227954487609477,1.3388401143016762
1,test,media,10.894244875594818,3.300643100305578,1.274634834750264,-0.4152610477217016,8.227954487609477,1.3240526417593246
1,test,persistencia,10.050673718359393,3.1702797539585355,1.22386322145782,-0.30476036361794545,8.227954487609477,1.221527626762491
1,test,(truncamiento FPCA),0.31334988850456674,0.5597766416210725,,,8.227954487609477,0.03808357095028201
1,test,PSBPM-FD,8.974877728009403,2.99581002869164,1.1474079136101665,-0.1468342880464954,8.227954487609477,1.090778727753626
2,train,VAR,5.531921751479602,2.3520037736958677,0.9470708346451517,0.10300643576835172,5.531921751479602,1.0
2,train,FAR1,5.532238984518024,2.3520712116171194,0.9470858646773347,0.10297927570814025,5.531921751479602,1.000057345901239
2,train,RF,3.359655008043365,1.8329361712954888,0.7670151196637311,0.4083449813055567,5.531921751479602,0.6073214985632743
2,train,GBT,0.7550399467059877,0.8689303462913398,0.3836142022808153,0.8492137064634907,5.531921751479602,0.1364878211634212
2,train,media,6.762337154819833,2.6004494140090157,1.0011015226637094,-4.935368570824217e-06,5.531921751479602,1.2224209702552529
2,train,persistencia,9.237310639052353,3.0392944311225185,1.2402105327405528,-0.5400694259430353,5.531921751479602,1.669819468538521
2,train,(truncamiento FPCA),0.046438685889386884,0.21549637094249843,,,5.531921751479602,0.008394675119359037
