M,bloque,modelo,MISE,RMSE_func,RMSE_scores,R2_scores,MISE_VAR,MISE_rel_VAR
2,train,PSBPM-FD,4.928312955683817,2.2199803953377195,0.9209734977042873,0.14864343074489045,5.531921751479602,0.8908862375657538
2,test,VAR,6.9322202490738825,2.6329109838872036,1.0591400517237375,0.07058256954418074,6.9322202490738825,1.0
2,test,FAR1,6.973226975722909,2.640686837874364,1.0606587357816895,0.06790891052479736,6.9322202490738825,1.0059153813894626
2,test,RF,7.838182219925754,2.799675377597509,1.0959547610004043,0.003980869388062747,6.9322202490738825,1.1306885728238227
2,test,GBT,9.20710351946692,3.0343209321802003,1.2100851790365423,-0.21335561105446,6.9322202490738825,1.3281608472692357
2,test,media,10.894244875594815,3.3006431003055776,1.2008478283559847,-0.2093312547714853,6.9322202490738825,1.5715376148139903
2,test,persistencia,10.212447434330011,3.19569201180746,1.339025205755221,-0.4875805096320457,6.9322202490738825,1.4731856558790604
2,test,(truncamiento FPCA),0.06896273676931061,0.2626075718049855,,,6.9322202490738825,0.009948145657738409
2,test,PSBPM-FD,7.126802333325849,2.6696071496244254,1.0682089929253988,0.054559519932474404,6.9322202490738825,1.0280692299524041
3,train,VAR,5.431696081415635,2.3305999402333373,0.9534103975927192,0.09084841799744885,5.431696081415635,1.0
3,train,FAR1,5.432062440935608,2.330678536593069,0.9534270633728772,0.09081776422301384,5.431696081415635,1.0000674484570715
3,train,RF,3.343067402237617,1.8284056995748008,0.7864159349127942,0.37881064928140673,5.431696081415635,0.6154739426006933
3,train,GBT,0.2948341899203377,0.5429863625546573,0.2666659875519571,0.9269769777025719,5.431696081415635,0.05428031787881192
3,train,media,6.762337154819833,2.6004494140090157,1.000916247785735,-6.264964526270234e-06,5.431696081415635,1.2449770851423263
3,train,persistencia,9.278722538376886,3.0460995614682207,1.298210810794804,-0.6926564903433183,5.431696081415635,1.7082551010399354
3,train,(truncamiento FPCA),0.00611188768344575,0.07817856281261347,,,5.431696081415635,0.0011252263734632297
3,train,PSBPM-FD,5.112020418737087,2.260977757240678,0.9499428370146582,0.09540876770800144,5.431696081415635,0.9411462537875955
3,test,VAR,6.673885196925757,2.5833863816560148,1.0938667582423363,0.041661774658679596,6.673885196925757,1.0
3,test,FAR1,6.712464279262485,2.5908423879623563,1.095305366752677,0.03916968500890946,6.673885196925757,1.0057806032316077
3,test,RF,7.650063742088496,2.7658748601642293,1.114594022181593,0.004392976247407347,6.673885196925757,1.1462684053379288
3,test,GBT,8.329978818726257,2.8861702684918393,1.2190431950883645,-0.19154517364925475,6.673885196925757,1.2481453565553329
3,test,media,10.894244875594815,3.3006431003055776,1.2117842863909905,-0.18694443044915424,6.673885196925757,1.6323692353313353
3,test,persistencia,10.252461414375398,3.201946503984006,1.419433622583418,-0.6164219752680459,6.673885196925757,1.5362058399053775
3,test,(truncamiento FPCA),0.006409209974040838,0.08005754164375045,,,6.673885196925757,0.0009603416578087322
3,test,PSBPM-FD,7.624286921209192,2.7612111330373112,1.1320276373358233,-0.026848763685937693,6.673885196925757,1.1424060642699136
