metrica,bloque,columna,minimo,maximo,promedio
1. MAE  (L^1),train,mae_f,0.3699280900399249,0.6505653281740427,0.5012262949863643
1. MAE  (L^1),test,mae_f,0.39709176107789534,0.6502323618105804,0.5126456255503161
2. RMSE (L^2),train,rmse_f,0.8106785163497151,1.598712408383123,1.226157733425075
2. RMSE (L^2),test,rmse_f,0.9791061747121329,1.5199584614060186,1.254638603022984
3. E_max promedio por curva,train,linf_medio,4.18985923506948,9.068614801848662,6.733628277989209
3. E_max promedio por curva,test,linf_medio,4.380122243658777,8.432427524257625,6.699968491364593
4. E_max peor de la ventana,train,linf_max,8.830374656294719,26.382720068102643,18.106872177451713
4. E_max peor de la ventana,test,linf_max,11.420991975540366,25.441095410398113,16.891109841570383
5. MPIW,train,mpiw,2.2473018750763307,2.314561482972382,2.270819096296642
5. MPIW,test,mpiw,2.241811407730459,2.2928208581956064,2.2656409667259605
6. PICP puntual,train,picp,0.651,0.9485,0.8159851851851851
6. PICP puntual,test,picp,0.749,0.9235,0.8328846153846153
7. PICPB curva completa,train,picp_simultaneo,0.05,0.6,0.2646296296296296
7. PICPB curva completa,test,picp_simultaneo,0.1,0.55,0.3361990950226244
8. Winkler,train,winkler,2.329271999309005,6.283254953865223,3.7252989284756515
8. Winkler,test,winkler,2.330752020091787,5.358314875962767,3.919818320603849
9. Winkler max promedio,train,winkler_max_medio,29.394099949712142,84.79285372324415,42.67713130508924
9. Winkler max promedio,test,winkler_max_medio,29.789955409994356,61.01441822151078,40.518497449992026
10. Winkler max peor ventana,train,winkler_max_glob,30.979375700041544,524.5586622097271,190.44971334197865
10. Winkler max peor ventana,test,winkler_max_glob,31.239936724117022,439.60669452100933,152.278867905655
