bloque,estrato,n,cobertura,ancho_medio,desvio,energy
train,pre-quiebre,278,0.9448765312074663,3.985178565802597,-0.00019757515696250394,5.874240735835543
train,post-quiebre,1,1.0,3.905446527508702,0.05492589363557121,4.123751504037037
test,post-quiebre,120,0.9539414414414414,3.998498450310979,0.0,5.749130758140467
todo,pre-quiebre,278,0.9448765312074663,3.985178565802597,-0.0028644428492972107,5.874240735835543
todo,post-quiebre,121,0.9543220906857272,3.9977294261555887,0.006581116628963657,5.735697871742917
sin adaptación,pre-quiebre,278,0.9448765312074663,3.985178565802597,-0.0022012572408804942,5.874240735835543
sin adaptación,post-quiebre,116,0.9523532152842498,3.999605693005008,0.0052754268359029854,5.763658257731629
