t,quiebre,quiebre_idx,en_adaptacion,nivel_curva,energia_curva,a_fourier_1,a_fourier_2
175,1,0,False,-0.7561965941660764,1.8978990270903764,-0.7561965941660765,-0.1699073575124533
176,1,0,False,-0.24808178544201445,0.6255092180230272,-0.24808178544201454,-0.5082598169502245
177,1,0,False,-0.26291352419166975,1.686984358730049,-0.2629135241916698,0.29387828201542493
178,1,0,False,0.7561221032898011,1.2927515608364617,0.7561221032898011,-0.01732846194183499
179,1,0,False,1.8904270424095535,4.309769205020401,1.8904270424095535,-0.07082561112882219
180,1,0,False,1.051518325539725,2.506875641781956,1.0515183255397251,0.1807137372680897
181,1,0,False,0.5142133360192498,1.3672169984250144,0.5142133360192498,0.23584793922170957
182,1,0,False,0.3675808671213886,2.882459475035165,0.3675808671213885,0.9223972193806415
183,1,0,False,-1.0072119068324719,3.8382611598341856,-1.0072119068324716,0.8857343939762952
184,1,0,False,-1.4230337029628695,2.9015957873676186,-1.4230337029628692,0.12662157256707862
185,1,0,False,-1.1415907410937376,2.3771830224410677,-1.1415907410937376,0.2555631373937996
186,1,0,False,-0.263385283008978,1.873358321138418,-0.263385283008978,0.4389661543332654
187,1,0,False,0.7327798824632866,3.1104796060712125,0.7327798824632867,0.8012457904196926
188,1,0,False,0.9068284551029409,4.689017911308385,0.9068284551029409,0.9370617210403774
189,1,0,False,0.1477696530332228,3.609514815057363,0.14776965303322287,0.7085654888552305
190,1,0,False,0.29296920598844134,3.8655011682821527,0.29296920598844134,1.128579209325719
191,1,0,False,-0.4157495732248059,1.6771036677417852,-0.4157495732248059,0.4854870170587316
192,1,0,False,-0.5040080657127506,3.8914925737981525,-0.5040080657127506,1.1721028730276963
193,1,0,False,-0.1908450905292045,4.040249866483046,-0.19084509052920445,1.2321329901944968
194,1,0,False,-0.44731210927520326,1.254043829949905,-0.44731210927520326,0.12937357625974377
195,1,0,False,-0.6780513886024918,0.9350601272399689,-0.6780513886024918,-0.33371137183468086
196,1,0,False,-1.1597177281201079,3.5912825731366733,-1.1597177281201076,0.051223105565488036
197,1,0,False,0.5966047553457222,1.6854710248444267,0.5966047553457222,-0.14998769958392935
198,1,0,False,0.6947060544322503,2.6872715326533436,0.6947060544322504,0.28023957794664023
199,1,0,False,1.0911667596125416,2.5280805688908408,1.0911667596125416,0.12450331754506638
200,1,0,False,1.0301003539141804,2.108613840824533,1.0301003539141806,-0.8981168949599698
201,1,0,False,1.2302790389358491,2.960191080827605,1.2302790389358491,0.0564913620667713
202,1,0,False,0.5170428849358164,0.5502206179736202,0.5170428849358165,-0.5255093840754258
203,1,0,False,0.10651297414118314,0.514649846023483,0.10651297414118316,-0.1356178137848782
204,1,0,False,-0.0759671752575636,2.6965662645519033,-0.07596717525756358,0.9079956832945266
205,1,0,False,-0.055109066817497734,2.058913936121097,-0.05510906681749769,0.6625363815973506
206,1,0,False,0.5549999983627206,0.8964061321830756,0.5549999983627205,-0.019291054663103713
207,1,0,False,1.291175739883132,2.381259858073414,1.291175739883132,-0.10344539712715839
208,1,0,False,1.3082523472812437,2.236390069966018,1.3082523472812437,-0.2547995055952791
209,1,0,False,-0.005103470903747607,0.7065802314122899,-0.005103470903747631,-0.026429739687458875
210,1,0,False,-0.30954441698457885,1.5547544721603819,-0.30954441698457885,0.33304223246009457
211,1,0,False,0.013609387713967951,0.5450598577422205,0.013609387713967941,-0.06377081878939947
212,1,0,False,-1.0635417297260752,1.7936940298424964,-1.0635417297260752,-0.20226470314532774
213,1,0,False,-1.8240487676283244,3.804783172100129,-1.8240487676283244,-0.7785187596110098
214,1,0,False,-0.4535709570055413,1.3266617312777136,-0.4535709570055413,-0.9833598903569774
215,1,0,False,-1.4996836398353017,3.6013546468280135,-1.4996836398353017,-1.10682866274839
216,1,0,False,-0.5873821123439555,1.9846285060556221,-0.5873821123439555,-1.404680233041393
217,1,0,False,-0.8126219228703634,1.8626153230683433,-0.8126219228703634,-1.2418659289189562
218,1,0,False,-1.319278358272068,3.895525289023355,-1.3192783582720677,-1.6283426057154506
219,1,0,False,-1.1523603807601803,2.130718805575397,-1.1523603807601803,-0.8383135001766759
220,1,0,False,-1.7300614429463606,3.9551737323759153,-1.7300614429463606,-0.21121149154373398
221,1,0,False,-1.3353776532841444,2.2655934059017024,-1.3353776532841444,-0.15441370551790096
222,1,0,False,-0.07250651955029203,1.6227622038147775,-0.07250651955029197,-1.7126027049812653
223,1,0,False,-0.6761827788427521,0.9607871276545611,-0.6761827788427521,-0.8842330181507465
224,1,0,False,-1.394338813634027,2.561980459351089,-1.3943388136340271,-0.2227570381544945
225,1,0,False,-1.7721442427305778,6.4843658766326495,-1.7721442427305778,0.8683472342948734
226,1,0,False,-1.379158637747377,2.985982574966111,-1.3791586377473768,-0.017163375052000607
227,1,0,False,-0.7579604956899914,2.571533161941021,-0.7579604956899915,0.2265232123368832
228,1,0,False,-0.340226331809187,1.3728697395085911,-0.34022633180918704,0.29295220548564915
229,1,0,False,-0.792863217335928,1.1460531576233433,-0.792863217335928,-0.026169655698960625
230,1,0,False,-1.7219284127333656,3.7667919416042794,-1.7219284127333658,0.019477060420359838
231,1,0,False,-1.7707519797246265,5.338304477344897,-1.7707519797246265,0.5882876514589755
232,1,0,False,-1.7821648733560245,5.206185496974539,-1.7821648733560245,0.5473235407054888
233,1,0,False,-1.5893647379551568,4.354509171620905,-1.589364737955157,0.42177992552921983
234,1,0,False,-1.084933689850682,3.1136615814731656,-1.0849336898506818,0.5084579926998544
235,1,0,False,-1.2352586647322819,1.7134877104414574,-1.2352586647322819,-0.34172310757702207
236,1,0,False,-0.8249934338926472,0.9810785834915975,-0.8249934338926471,-0.36585250075987874
237,1,0,False,-0.23574380869762745,1.193774586498487,-0.23574380869762745,0.17208209179519118
238,1,0,False,-0.4041473680930113,1.5771920237120827,-0.4041473680930112,0.0927210133290579
239,1,0,False,-1.0615363978195054,2.9307669218265366,-1.0615363978195054,0.40761924332976246
240,1,0,False,-0.3087456971025983,2.5549340625527264,-0.30874569710259836,0.7510661212895924
241,1,0,False,-0.2875324206033758,3.009185104390253,-0.28753242060337597,0.8960841508296133
242,1,0,False,-1.1508628200413338,5.042491024911336,-1.150862820041334,1.1725666294917918
243,1,0,False,-2.242094084560588,8.02549813908835,-2.242094084560588,0.9800685468807873
244,1,0,False,-0.8319406245083766,1.4970162419458584,-0.8319406245083766,-0.09900936263136817
245,1,0,False,0.10588558251573238,1.3201579103221903,0.10588558251573232,0.2799513779954226
246,1,0,False,0.15525118781016156,0.8045782061565997,0.1552511878101615,-0.2453446108664095
247,1,0,False,0.8759579481481647,2.3009517874932084,0.8759579481481645,-0.8635159190001962
248,1,0,False,1.0375640425040027,2.251282708458775,1.0375640425040025,-1.1050179382786505
249,1,0,False,0.6169821121766096,1.0740096657357752,0.6169821121766096,-1.084949982795606
250,1,0,False,1.512166521674041,2.420829676030273,1.512166521674041,-0.6641911197769896
251,1,0,False,0.643402309955745,0.9140256897081386,0.6434023099557449,-0.9097942428268251
252,1,0,False,0.5924393013325284,1.1278933972546723,0.5924393013325284,0.08494688013549045
253,1,0,False,-0.9283551500986851,2.9820106103946085,-0.9283551500986851,0.601487832234383
254,1,0,False,-0.33219524539498857,2.1290331821520936,-0.3321952453949885,0.05968505131027879
255,1,0,False,0.9700305755903791,2.5226207119477606,0.9700305755903792,-0.12013224294432184
256,1,0,False,0.6718143704781369,0.8749751761641233,0.6718143704781369,-0.38837379094828717
257,1,0,False,0.2554116932408317,1.124182829494482,0.2554116932408317,-0.40639465482512954
258,1,0,False,-0.7119090249310006,3.1639724309721253,-0.7119090249310007,0.5789647316540594
259,1,0,False,-0.0459635441053845,1.6787303641036961,-0.0459635441053845,0.05450866288722778
260,1,0,False,0.563906969798441,0.9810919737815996,0.563906969798441,-0.5604272796861981
261,1,0,False,-0.2566313663996547,0.4993614531144019,-0.2566313663996548,-0.3487513798540242
262,1,0,False,-0.5961815847994237,1.5889637765062699,-0.5961815847994237,0.1642912692137311
263,1,0,False,1.3256400502896817,2.146773294695306,1.3256400502896812,-0.4959363309875291
264,1,0,False,0.4851196983743116,0.8626392224652986,0.4851196983743116,-0.29612595197880104
265,1,0,False,-0.8428463719501458,3.8780284743496662,-0.8428463719501458,0.874466416538529
266,1,0,False,-2.282640910389849,6.090008550210713,-2.2826409103898486,0.14955576535259346
267,1,0,False,-2.252075865392994,6.302504005654579,-2.2520758653929946,0.32948815486893424
268,1,0,False,-1.3785071372947337,2.5785057172959185,-1.3785071372947337,-0.1089829502308747
269,1,0,False,0.32623516596385294,1.384364601721908,0.32623516596385294,0.19974960957768656
270,1,0,False,-0.08709423766861704,0.46982206721355163,-0.08709423766861704,-0.5410726442359064
271,1,0,False,0.12356686154902885,1.2207362658240701,0.12356686154902882,0.1527691573099717
272,1,0,False,0.788491752203037,0.9718018300429434,0.7884917522030371,-0.3160118957547691
273,1,0,False,-0.8819159887112588,1.94544651973319,-0.8819159887112586,-0.05814785873372813
274,1,0,False,-0.7394749054914134,0.8893559991851694,-0.7394749054914135,-0.18584425785336806
275,1,0,False,-0.5410787568077959,1.3533433544819566,-0.5410787568077958,0.02864696813038284
276,1,0,False,0.2700082968487452,2.957973424943243,0.2700082968487452,0.7226024088114216
277,1,0,False,-0.3909796646133084,1.5442457467249024,-0.39097966461330835,-0.043454285680745164
278,1,0,False,1.106078329249667,5.418970893065151,1.1060783292496672,1.1216634861301193
279,1,0,False,-0.03996332030240089,2.7456972494909597,-0.039963320302400906,0.724886172529914
280,2,1,True,-0.4135380670544331,3.024162255291914,-0.413538067054433,0.5354048691844117
281,2,1,True,-1.0372269081262082,4.027881706188682,-1.0372269081262084,0.8721553072447512
282,2,1,True,-1.3009811377321399,3.151000406585633,-1.30098113773214,0.05787835045237455
283,2,1,True,-1.3277470273015746,1.9167725634867865,-1.3277470273015748,-0.5187667111777633
284,2,1,True,-0.9734655980174254,1.6134935902508194,-0.9734655980174254,-0.2457436466965054
285,2,1,False,-0.8317549895723589,1.1590597205634021,-0.831754989572359,-0.7245201874597621
286,2,1,False,-0.09826585667264774,1.2681930209597958,-0.09826585667264776,-0.24204845695971822
287,2,1,False,-0.2729671090006002,2.284328578352139,-0.2729671090006003,0.3138262692897108
288,2,1,False,-0.1239541391566308,3.064472014465003,-0.12395413915663088,0.8813858850451023
289,2,1,False,0.3533792939128225,3.1419710263111726,0.3533792939128224,0.8813487761765112
290,2,1,False,1.2264125909867776,7.579472129024299,1.2264125909867776,1.5757834168506069
291,2,1,False,1.0262000763011134,8.083276382021307,1.0262000763011137,1.9012532676268243
292,2,1,False,0.9337079875102068,8.372253218559818,0.9337079875102067,1.9501635259890735
293,2,1,False,0.1199668823519602,10.29447864024421,0.11996688235196018,2.4297352081127013
294,2,1,False,-0.14706540785051667,4.6432439455526815,-0.14706540785051675,1.409894896795811
