bloque,modelo,RMSE_scores,R2_scores,sd_ratio,MISE,RMSE_func,n
test,(truncamiento FPCA),,,,0.07550319726508395,0.2747784512386005,120
test,FAR1,0.7197821820867688,0.439337917934877,0.7076887751927807,0.9770359215307032,0.9884512742319184,120
test,GBT,0.8398135085443045,0.20163968043801933,0.8241219629689404,1.408938649518265,1.1869872153979861,120
test,RF,0.8155138617957993,0.26874390163549766,0.4710532231498317,1.2753230520373253,1.1293020198500157,120
test,VAR,0.7197649597044157,0.43962792410772805,0.7077032454203291,0.9757324661158129,0.9877917119088482,120
test,media,1.03205585232252,-0.16931102979332363,0.0,2.0283517359236622,1.4242021401204472,120
test,persistencia,0.774279159074877,0.3525204588361729,1.002261331724116,1.118367086577628,1.057528763948115,120
train,(truncamiento FPCA),,,,0.05890926898593558,0.24271231733460824,279
train,FAR1,0.7037838161366234,0.5044245837598075,0.7098827215229594,1.038767816918522,1.0191995962119107,279
train,GBT,0.12000727357238494,0.9855569585363526,0.9442441976397971,0.08609623290622498,0.29342159584158933,279
train,RF,0.6349515884685827,0.5967636561960484,0.5423650305718934,0.8566525315238175,0.9255552557917963,279
train,VAR,0.7037632075426242,0.5044537349305294,0.7099031094203268,1.0387043087189327,1.0191684398169583,279
train,media,1.0002805231969532,-1.0841993881882673e-05,0.0,2.0349308356590052,1.4265100194737523,279
train,persistencia,0.7689844179757248,0.4082596384268222,0.9987597225395752,1.230231033373897,1.1091578036392735,279
